city,type,value
七台河,AQI,207.25
七台河,CO,2.0
七台河,NO2,80.55
七台河,O3,41.15
七台河,PM10,187.72
七台河,PM2.5,165.85
七台河,SO2,9.0
三亚,AQI,87.3
三亚,CO,0.83
三亚,NO2,22.65
三亚,O3,143.75
三亚,PM10,90.63
三亚,PM2.5,61.8
三亚,SO2,3.25
三明,AQI,86.2
三明,CO,2.35
三明,NO2,58.6
三明,O3,15.5
三明,PM10,105.4
三明,PM2.5,60.6
三明,SO2,57.9
三门峡,AQI,149.2
三门峡,CO,2.11
三门峡,NO2,69.9
三门峡,O3,24.45
三门峡,PM10,184.3
三门峡,PM2.5,114.0
三门峡,SO2,74.55
上海,AQI,135.35
上海,CO,1.14
上海,NO2,64.25
上海,O3,41.95
上海,PM10,114.0
上海,PM2.5,102.8
上海,SO2,24.2
上饶,AQI,81.75
上饶,CO,0.97
上饶,NO2,67.25
上饶,O3,44.75
上饶,PM10,95.7
上饶,PM2.5,60.15
上饶,SO2,100.65
东莞,AQI,98.4
东莞,CO,0.96
东莞,NO2,81.5
东莞,O3,58.9
东莞,PM10,107.75
东莞,PM2.5,73.65
东莞,SO2,26.9
东营,AQI,177.6
东营,CO,2.09
东营,NO2,76.6
东营,O3,23.85
东营,PM10,179.65
东营,PM2.5,134.6
东营,SO2,104.2
中卫,AQI,107.8
中卫,CO,0.74
中卫,NO2,32.9
中卫,O3,42.65
中卫,PM10,123.5
中卫,PM2.5,78.25
中卫,SO2,91.55
中山,AQI,62.3
中山,CO,1.16
中山,NO2,38.55
中山,O3,47.65
中山,PM10,68.3
中山,PM2.5,42.2
中山,SO2,9.65
临夏州,AQI,355.9
临夏州,CO,12.17
临夏州,NO2,169.5
临夏州,O3,37.65
临夏州,PM10,345.5
临夏州,PM2.5,321.7
临夏州,SO2,171.15
临安,AQI,186.45
临安,CO,1.76
临安,NO2,51.25
临安,O3,103.3
临安,PM10,212.35
临安,PM2.5,141.2
临安,SO2,24.95
临汾,AQI,189.15
临汾,CO,4.25
临汾,NO2,64.95
临汾,O3,31.85
临汾,PM10,220.25
临汾,PM2.5,144.5
临汾,SO2,366.6
临沂,AQI,236.55
临沂,CO,2.6
临沂,NO2,76.9
临沂,O3,20.15
临沂,PM10,258.25
临沂,PM2.5,189.5
临沂,SO2,80.55
临沧,AQI,44.5
临沧,CO,1.21
临沧,NO2,21.5
临沧,O3,47.2
临沧,PM10,38.12
临沧,PM2.5,29.25
临沧,SO2,11.55
丹东,AQI,115.6
丹东,CO,2.46
丹东,NO2,48.15
丹东,O3,19.45
丹东,PM10,120.95
丹东,PM2.5,87.05
丹东,SO2,118.05
