city,type,value
七台河,AQI,70.91
七台河,CO,0.68
七台河,NO2,37.78
七台河,O3,40.39
七台河,PM10,63.48
七台河,PM2.5,51.57
七台河,SO2,11.09
三亚,AQI,21.04
三亚,CO,0.47
三亚,NO2,6.7
三亚,O3,62.0
三亚,PM10,16.39
三亚,PM2.5,4.74
三亚,SO2,2.0
三明,AQI,28.78
三明,CO,0.68
三明,NO2,13.96
三明,O3,33.3
三明,PM10,25.3
三明,PM2.5,19.17
三明,SO2,4.74
三门峡,AQI,78.78
三门峡,CO,0.93
三门峡,NO2,32.43
三门峡,O3,30.57
三门峡,PM10,75.78
三门峡,PM2.5,57.7
三门峡,SO2,12.13
上海,AQI,23.26
上海,CO,0.64
上海,NO2,31.87
上海,O3,45.91
上海,PM10,21.04
上海,PM2.5,12.52
上海,SO2,6.48
上饶,AQI,42.7
上饶,CO,0.53
上饶,NO2,25.35
上饶,O3,24.09
上饶,PM10,42.35
上饶,PM2.5,26.17
上饶,SO2,13.22
东莞,AQI,42.22
东莞,CO,0.79
东莞,NO2,24.87
东莞,O3,13.91
东莞,PM10,42.48
东莞,PM2.5,27.09
东莞,SO2,8.35
东营,AQI,69.35
东营,CO,0.83
东营,NO2,49.04
东营,O3,37.87
东营,PM10,69.83
东营,PM2.5,50.3
东营,SO2,17.13
中卫,AQI,78.87
中卫,CO,0.56
中卫,NO2,24.13
中卫,O3,53.22
中卫,PM10,106.35
中卫,PM2.5,36.57
中卫,SO2,10.0
中山,AQI,47.91
中山,CO,0.84
中山,NO2,39.39
中山,O3,9.09
中山,PM10,49.74
中山,PM2.5,30.96
中山,SO2,5.78
临夏回族自治州,AQI,64.83
临夏回族自治州,CO,1.53
临夏回族自治州,NO2,32.74
临夏回族自治州,O3,35.22
临夏回族自治州,PM10,78.96
临夏回族自治州,PM2.5,33.04
临夏回族自治州,SO2,18.61
临汾,AQI,85.7
临汾,CO,1.18
临汾,NO2,44.61
临汾,O3,21.39
临汾,PM10,99.26
临汾,PM2.5,62.26
临汾,SO2,12.91
临沂,AQI,74.83
临沂,CO,1.02
临沂,NO2,51.09
临沂,O3,21.83
临沂,PM10,82.61
临沂,PM2.5,54.26
临沂,SO2,17.91
临沧,AQI,29.96
临沧,CO,0.42
临沧,NO2,12.91
临沧,O3,34.22
临沧,PM10,23.57
临沧,PM2.5,19.26
临沧,SO2,7.78
丹东,AQI,66.96
丹东,CO,1.45
丹东,NO2,42.17
丹东,O3,30.78
丹东,PM10,60.39
丹东,PM2.5,48.65
丹东,SO2,21.35
丽水,AQI,44.39
丽水,CO,0.51
丽水,NO2,29.7
丽水,O3,21.7
丽水,PM10,41.22
丽水,PM2.5,30.57
丽水,SO2,7.09
丽江,AQI,24.83
丽江,CO,0.55
丽江,NO2,13.17
丽江,O3,73.17
丽江,PM10,19.81
丽江,PM2.5,8.65
丽江,SO2,7.04
乌兰察布,AQI,73.78
乌兰察布,CO,0.96
乌兰察布,NO2,40.3
乌兰察布,O3,41.65
乌兰察布,PM10,86.0
乌兰察布,PM2.5,47.09
乌兰察布,SO2,16.3
乌海,AQI,90.61
乌海,CO,0.5
乌海,NO2,17.61
乌海,O3,67.48
乌海,PM10,131.48
乌海,PM2.5,27.74
乌海,SO2,11.87
乌鲁木齐,AQI,142.52
乌鲁木齐,CO,1.52
乌鲁木齐,NO2,70.17
乌鲁木齐,O3,21.74
乌鲁木齐,PM10,161.26
乌鲁木齐,PM2.5,107.43
乌鲁木齐,SO2,4.61
乐山,AQI,71.96
乐山,CO,0.43
乐山,NO2,27.48
乐山,O3,41.04
乐山,PM10,89.0
乐山,PM2.5,50.57
乐山,SO2,4.48
九江,AQI,33.83
九江,CO,0.62
九江,NO2,23.0
九江,O3,38.43
九江,PM10,29.91
九江,PM2.5,22.65
九江,SO2,9.35
云浮,AQI,26.52
云浮,CO,0.75
云浮,NO2,23.57
云浮,O3,12.52
云浮,PM10,26.26
云浮,PM2.5,15.22
云浮,SO2,9.48
五家渠,AQI,164.26
五家渠,CO,1.5
五家渠,NO2,45.91
五家渠,O3,11.3
五家渠,PM10,164.0
五家渠,PM2.5,124.91
五家渠,SO2,4.7
亳州,AQI,37.61
亳州,CO,0.4
亳州,NO2,15.65
亳州,O3,45.17
亳州,PM10,38.7
亳州,PM2.5,20.35
亳州,SO2,5.43
伊春,AQI,47.74
伊春,CO,0.6
伊春,NO2,14.26
伊春,O3,47.83
伊春,PM10,40.09
伊春,PM2.5,33.09
伊春,SO2,6.22
伊犁哈萨克州,AQI,270.39
伊犁哈萨克州,CO,5.96
伊犁哈萨克州,NO2,101.22
伊犁哈萨克州,O3,16.83
伊犁哈萨克州,PM10,244.48
伊犁哈萨克州,PM2.5,220.39
伊犁哈萨克州,SO2,17.7
佛山,AQI,38.3
佛山,CO,0.73
佛山,NO2,29.83
佛山,O3,12.0
佛山,PM10,38.0
佛山,PM2.5,22.87
佛山,SO2,6.04
佳木斯,AQI,50.22
佳木斯,CO,0.75
佳木斯,NO2,31.35
佳木斯,O3,40.74
佳木斯,PM10,48.52
佳木斯,PM2.5,34.26
佳木斯,SO2,10.35
保定,AQI,114.43
保定,CO,0.83
保定,NO2,61.17
保定,O3,22.09
保定,PM10,95.96
保定,PM2.5,86.48
保定,SO2,3.17
保山,AQI,23.65
保山,CO,0.37
保山,NO2,6.83
保山,O3,51.83
保山,PM10,18.67
保山,PM2.5,13.91
保山,SO2,5.26
信阳,AQI,39.65
信阳,CO,0.51
信阳,NO2,16.83
信阳,O3,45.35
信阳,PM10,39.96
信阳,PM2.5,21.87
信阳,SO2,3.78
儋州,AQI,17.87
儋州,CO,0.94
儋州,NO2,14.43
儋州,O3,20.39
儋州,PM10,17.0
儋州,PM2.5,12.39
儋州,SO2,4.39
克孜勒苏柯尔克孜自治州,AQI,500.0
克孜勒苏柯尔克孜自治州,CO,0.93
克孜勒苏柯尔克孜自治州,NO2,22.74
克孜勒苏柯尔克孜自治州,O3,27.87
克孜勒苏柯尔克孜自治州,PM10,1647.57
克孜勒苏柯尔克孜自治州,PM2.5,380.78
克孜勒苏柯尔克孜自治州,SO2,5.09
克拉玛依,AQI,87.04
克拉玛依,CO,0.73
克拉玛依,NO2,44.3
克拉玛依,O3,20.91
克拉玛依,PM10,88.13
克拉玛依,PM2.5,64.04
克拉玛依,SO2,6.04
六安,AQI,42.78
六安,CO,0.51
六安,NO2,18.96
六安,O3,39.96
六安,PM10,37.83
六安,PM2.5,29.04
六安,SO2,4.39
六盘水,AQI,31.04
六盘水,CO,0.55
六盘水,NO2,12.09
六盘水,O3,24.74
六盘水,PM10,27.13
六盘水,PM2.5,21.43
六盘水,SO2,6.83
兰州,AQI,63.39
兰州,CO,0.85
兰州,NO2,47.96
兰州,O3,32.48
兰州,PM10,76.09
兰州,PM2.5,37.91
兰州,SO2,15.26
兰州新区,AQI,76.3
兰州新区,CO,0.72
兰州新区,NO2,24.52
兰州新区,O3,50.26
兰州新区,PM10,102.17
兰州新区,PM2.5,40.04
兰州新区,SO2,11.3
兴安盟,AQI,31.61
兴安盟,CO,0.54
兴安盟,NO2,12.04
兴安盟,O3,59.7
兴安盟,PM10,31.04
兴安盟,PM2.5,19.39
兴安盟,SO2,7.61
内江,AQI,69.17
内江,CO,0.35
内江,NO2,24.78
内江,O3,42.65
内江,PM10,77.61
内江,PM2.5,48.7
内江,SO2,5.91
凉山彝族自治州,AQI,27.43
凉山彝族自治州,CO,0.63
凉山彝族自治州,NO2,10.7
凉山彝族自治州,O3,70.09
凉山彝族自治州,PM10,27.13
凉山彝族自治州,PM2.5,15.13
凉山彝族自治州,SO2,14.26
包头,AQI,109.65
包头,CO,1.47
包头,NO2,51.13
包头,O3,27.48
包头,PM10,116.83
包头,PM2.5,75.43
包头,SO2,24.09
北京,AQI,70.13
北京,CO,0.69
北京,NO2,53.96
北京,O3,19.3
北京,PM10,69.39
北京,PM2.5,49.65
北京,SO2,3.22
北海,AQI,20.96
北海,CO,0.68
北海,NO2,12.65
北海,O3,20.78
北海,PM10,18.48
北海,PM2.5,14.04
北海,SO2,8.83
十堰,AQI,54.83
十堰,CO,0.7
十堰,NO2,18.65
十堰,O3,39.87
十堰,PM10,58.17
十堰,PM2.5,31.96
十堰,SO2,7.09
南京,AQI,34.91
南京,CO,0.58
南京,NO2,27.96
南京,O3,33.04
南京,PM10,32.57
南京,PM2.5,21.74
南京,SO2,5.13
南充,AQI,63.22
南充,CO,0.45
南充,NO2,20.39
南充,O3,20.17
南充,PM10,69.39
南充,PM2.5,44.52
南充,SO2,5.35
南宁,AQI,18.78
南宁,CO,0.71
南宁,NO2,18.17
南宁,O3,19.3
南宁,PM10,17.83
南宁,PM2.5,11.78
南宁,SO2,7.61
南平,AQI,26.65
南平,CO,0.66
南平,NO2,13.83
南平,O3,32.04
南平,PM10,23.5
南平,PM2.5,18.3
南平,SO2,5.0
南昌,AQI,37.61
南昌,CO,0.59
南昌,NO2,24.7
南昌,O3,29.83
南昌,PM10,33.78
南昌,PM2.5,25.65
南昌,SO2,6.39
南通,AQI,25.04
南通,CO,0.52
南通,NO2,20.65
南通,O3,48.52
南通,PM10,22.43
南通,PM2.5,15.91
南通,SO2,5.43
南阳,AQI,53.13
南阳,CO,0.54
南阳,NO2,22.22
南阳,O3,40.87
南阳,PM10,54.0
南阳,PM2.5,36.13
南阳,SO2,3.09
博尔塔拉蒙古自治州,AQI,64.74
博尔塔拉蒙古自治州,CO,0.68
博尔塔拉蒙古自治州,NO2,23.26
博尔塔拉蒙古自治州,O3,34.52
博尔塔拉蒙古自治州,PM10,76.65
博尔塔拉蒙古自治州,PM2.5,41.35
博尔塔拉蒙古自治州,SO2,14.74
厦门,AQI,22.57
厦门,CO,0.29
厦门,NO2,14.57
厦门,O3,47.13
厦门,PM10,22.13
厦门,PM2.5,13.35
厦门,SO2,2.22
双鸭山,AQI,39.87
双鸭山,CO,0.51
双鸭山,NO2,16.35
双鸭山,O3,57.91
双鸭山,PM10,45.13
双鸭山,PM2.5,25.0
双鸭山,SO2,7.13
台州,AQI,32.57
台州,CO,0.42
台州,NO2,31.35
台州,O3,27.48
台州,PM10,31.7
台州,PM2.5,21.78
台州,SO2,5.74
合肥,AQI,33.91
合肥,CO,0.62
合肥,NO2,29.35
合肥,O3,32.78
合肥,PM10,30.7
合肥,PM2.5,22.13
合肥,SO2,4.74
吉安,AQI,37.35
吉安,CO,0.82
吉安,NO2,20.43
吉安,O3,29.74
吉安,PM10,37.09
吉安,PM2.5,23.35
吉安,SO2,9.74
吉林,AQI,56.61
吉林,CO,0.93
吉林,NO2,30.17
吉林,O3,46.09
吉林,PM10,54.35
吉林,PM2.5,40.7
吉林,SO2,14.74
吐鲁番地区,AQI,112.04
吐鲁番地区,CO,1.6
吐鲁番地区,NO2,50.3
吐鲁番地区,O3,25.57
吐鲁番地区,PM10,172.78
吐鲁番地区,PM2.5,61.39
吐鲁番地区,SO2,7.3
吕梁,AQI,64.43
吕梁,CO,1.15
吕梁,NO2,59.43
吕梁,O3,12.61
吕梁,PM10,72.09
吕梁,PM2.5,45.22
吕梁,SO2,10.91
吴忠,AQI,77.17
吴忠,CO,0.44
吴忠,NO2,11.83
吴忠,O3,73.96
吴忠,PM10,103.96
吴忠,PM2.5,25.48
吴忠,SO2,11.87
周口,AQI,39.87
周口,CO,0.47
周口,NO2,23.3
周口,O3,38.7
周口,PM10,40.39
周口,PM2.5,25.3
周口,SO2,2.91
呼伦贝尔,AQI,45.13
呼伦贝尔,CO,0.54
呼伦贝尔,NO2,36.52
呼伦贝尔,O3,31.35
呼伦贝尔,PM10,41.87
呼伦贝尔,PM2.5,31.39
呼伦贝尔,SO2,5.48
呼和浩特,AQI,98.17
呼和浩特,CO,1.07
