city,type,value
七台河,AQI,70.48
七台河,CO,0.8
七台河,NO2,36.95
七台河,O3,42.05
七台河,PM10,66.46
七台河,PM2.5,51.14
七台河,SO2,12.74
三亚,AQI,25.33
三亚,CO,0.43
三亚,NO2,7.73
三亚,O3,69.82
三亚,PM10,22.55
三亚,PM2.5,10.35
三亚,SO2,2.4
三明,AQI,41.58
三明,CO,0.75
三明,NO2,24.66
三明,O3,30.91
三明,PM10,39.54
三明,PM2.5,27.22
三明,SO2,7.26
三门峡,AQI,98.01
三门峡,CO,1.04
三门峡,NO2,43.17
三门峡,O3,30.97
三门峡,PM10,104.01
三门峡,PM2.5,67.89
三门峡,SO2,11.24
上海,AQI,70.0
上海,CO,0.88
上海,NO2,52.88
上海,O3,35.12
上海,PM10,75.65
上海,PM2.5,48.45
上海,SO2,8.28
上饶,AQI,58.45
上饶,CO,0.82
上饶,NO2,33.21
上饶,O3,30.37
上饶,PM10,64.37
上饶,PM2.5,37.73
上饶,SO2,19.91
东莞,AQI,48.45
东莞,CO,0.79
东莞,NO2,36.5
东莞,O3,48.43
东莞,PM10,52.35
东莞,PM2.5,29.9
东莞,SO2,8.99
东营,AQI,87.75
东营,CO,0.87
东营,NO2,45.3
东营,O3,40.51
东营,PM10,97.32
东营,PM2.5,59.18
东营,SO2,12.44
中卫,AQI,91.93
中卫,CO,0.61
中卫,NO2,32.21
中卫,O3,44.91
中卫,PM10,127.15
中卫,PM2.5,44.79
中卫,SO2,12.05
中山,AQI,52.03
中山,CO,0.63
中山,NO2,44.72
中山,O3,44.95
中山,PM10,55.03
中山,PM2.5,33.19
中山,SO2,5.79
临夏回族自治州,AQI,74.21
临夏回族自治州,CO,1.48
临夏回族自治州,NO2,35.07
临夏回族自治州,O3,33.62
临夏回族自治州,PM10,91.23
临夏回族自治州,PM2.5,43.47
临夏回族自治州,SO2,16.19
临汾,AQI,105.92
临汾,CO,1.18
临汾,NO2,41.57
临汾,O3,31.33
临汾,PM10,127.6
临汾,PM2.5,71.35
临汾,SO2,11.11
临沂,AQI,102.69
临沂,CO,0.94
临沂,NO2,48.01
临沂,O3,34.88
临沂,PM10,113.09
临沂,PM2.5,72.26
临沂,SO2,13.95
临沧,AQI,31.19
临沧,CO,0.49
临沧,NO2,14.11
临沧,O3,30.78
临沧,PM10,26.96
临沧,PM2.5,20.71
临沧,SO2,6.27
丹东,AQI,60.88
丹东,CO,1.13
丹东,NO2,29.97
丹东,O3,42.04
丹东,PM10,60.16
丹东,PM2.5,39.71
丹东,SO2,15.86
丽水,AQI,50.27
丽水,CO,0.65
丽水,NO2,29.38
丽水,O3,28.46
丽水,PM10,51.06
丽水,PM2.5,33.19
丽水,SO2,6.09
丽江,AQI,26.94
丽江,CO,0.6
丽江,NO2,16.75
丽江,O3,62.14
丽江,PM10,24.85
丽江,PM2.5,11.77
丽江,SO2,7.55
乌兰察布,AQI,71.33
乌兰察布,CO,0.79
乌兰察布,NO2,33.55
乌兰察布,O3,42.94
乌兰察布,PM10,84.32
乌兰察布,PM2.5,37.73
乌兰察布,SO2,13.09
乌海,AQI,86.78
乌海,CO,0.91
乌海,NO2,32.67
乌海,O3,45.4
乌海,PM10,117.61
乌海,PM2.5,40.87
乌海,SO2,21.12
乌鲁木齐,AQI,84.13
乌鲁木齐,CO,0.92
乌鲁木齐,NO2,43.94
乌鲁木齐,O3,29.68
乌鲁木齐,PM10,93.49
乌鲁木齐,PM2.5,60.94
乌鲁木齐,SO2,5.02
乐山,AQI,106.97
乐山,CO,0.82
乐山,NO2,33.89
乐山,O3,29.13
乐山,PM10,105.08
乐山,PM2.5,78.96
乐山,SO2,5.15
九江,AQI,73.56
九江,CO,0.86
九江,NO2,37.39
九江,O3,38.63
九江,PM10,74.88
九江,PM2.5,53.13
九江,SO2,11.35
云浮,AQI,47.25
云浮,CO,0.74
云浮,NO2,29.96
云浮,O3,34.96
云浮,PM10,50.72
云浮,PM2.5,28.74
云浮,SO2,12.33
五家渠,AQI,119.37
五家渠,CO,1.13
五家渠,NO2,27.54
五家渠,O3,25.15
五家渠,PM10,121.55
五家渠,PM2.5,90.19
五家渠,SO2,5.68
亳州,AQI,84.56
亳州,CO,0.68
亳州,NO2,26.92
亳州,O3,43.34
亳州,PM10,99.61
亳州,PM2.5,55.46
亳州,SO2,7.21
伊春,AQI,55.57
伊春,CO,0.68
伊春,NO2,18.12
伊春,O3,43.53
伊春,PM10,50.28
伊春,PM2.5,39.12
伊春,SO2,8.44
伊犁哈萨克州,AQI,78.31
伊犁哈萨克州,CO,1.79
伊犁哈萨克州,NO2,41.8
伊犁哈萨克州,O3,31.01
伊犁哈萨克州,PM10,75.7
伊犁哈萨克州,PM2.5,55.14
伊犁哈萨克州,SO2,11.01
佛山,AQI,53.02
佛山,CO,0.75
佛山,NO2,44.41
佛山,O3,39.56
佛山,PM10,59.03
佛山,PM2.5,33.15
佛山,SO2,8.06
佳木斯,AQI,51.46
佳木斯,CO,0.62
佳木斯,NO2,27.22
佳木斯,O3,44.67
佳木斯,PM10,45.69
佳木斯,PM2.5,36.19
佳木斯,SO2,8.37
保定,AQI,102.54
保定,CO,0.86
保定,NO2,51.34
保定,O3,22.36
保定,PM10,107.82
保定,PM2.5,71.56
保定,SO2,5.36
保山,AQI,24.54
保山,CO,0.45
保山,NO2,8.61
保山,O3,47.79
保山,PM10,21.25
保山,PM2.5,13.9
保山,SO2,4.94
信阳,AQI,85.43
信阳,CO,0.76
信阳,NO2,29.19
信阳,O3,48.57
信阳,PM10,83.17
信阳,PM2.5,60.82
信阳,SO2,4.57
儋州,AQI,33.13
儋州,CO,0.69
儋州,NO2,9.36
儋州,O3,63.73
儋州,PM10,32.88
儋州,PM2.5,18.58
儋州,SO2,4.73
克孜勒苏柯尔克孜自治州,AQI,250.25
克孜勒苏柯尔克孜自治州,CO,0.89
克孜勒苏柯尔克孜自治州,NO2,23.24
克孜勒苏柯尔克孜自治州,O3,54.65
克孜勒苏柯尔克孜自治州,PM10,555.16
克孜勒苏柯尔克孜自治州,PM2.5,137.24
克孜勒苏柯尔克孜自治州,SO2,6.55
克拉玛依,AQI,57.28
克拉玛依,CO,0.62
克拉玛依,NO2,26.35
克拉玛依,O3,37.34
克拉玛依,PM10,58.29
克拉玛依,PM2.5,39.34
克拉玛依,SO2,6.43
六安,AQI,82.51
六安,CO,0.7
六安,NO2,31.9
六安,O3,41.1
