date,hour,type,city,value
20230412,0,AQI,北京,107.0
20230412,0,PM2.5,北京,36.0
20230412,0,PM2.5_24h,北京,100.0
20230412,0,PM10,北京,163.0
20230412,0,PM10_24h,北京,508.0
20230412,0,SO2,北京,2.0
20230412,0,SO2_24h,北京,3.0
20230412,0,NO2,北京,19.0
20230412,0,NO2_24h,北京,6.0
20230412,0,O3,北京,55.0
20230412,0,O3_24h,北京,90.0
20230412,0,O3_8h,北京,75.0
20230412,0,O3_8h_24h,北京,87.0
20230412,0,CO,北京,0.23
20230412,0,CO_24h,北京,0.18
20230412,1,AQI,北京,105.0
20230412,1,PM2.5,北京,41.0
20230412,1,PM2.5_24h,北京,95.0
20230412,1,PM10,北京,159.0
20230412,1,PM10_24h,北京,473.0
20230412,1,SO2,北京,3.0
20230412,1,SO2_24h,北京,3.0
20230412,1,NO2,北京,19.0
20230412,1,NO2_24h,北京,7.0
20230412,1,O3,北京,55.0
20230412,1,O3_24h,北京,90.0
20230412,1,O3_8h,北京,55.0
20230412,1,O3_8h_24h,北京,55.0
20230412,1,CO,北京,0.21
20230412,1,CO_24h,北京,0.18
20230412,2,AQI,北京,104.0
20230412,2,PM2.5,北京,42.0
20230412,2,PM2.5_24h,北京,90.0
20230412,2,PM10,北京,157.0
20230412,2,PM10_24h,北京,447.0
20230412,2,SO2,北京,2.0
20230412,2,SO2_24h,北京,3.0
20230412,2,NO2,北京,22.0
20230412,2,NO2_24h,北京,7.0
20230412,2,O3,北京,46.0
20230412,2,O3_24h,北京,90.0
20230412,2,O3_8h,北京,51.0
20230412,2,O3_8h_24h,北京,56.0
20230412,2,CO,北京,0.2
20230412,2,CO_24h,北京,0.19
20230412,3,AQI,北京,104.0
20230412,3,PM2.5,北京,36.0
20230412,3,PM2.5_24h,北京,85.0
20230412,3,PM10,北京,157.0
20230412,3,PM10_24h,北京,418.0
20230412,3,SO2,北京,3.0
20230412,3,SO2_24h,北京,3.0
20230412,3,NO2,北京,27.0
20230412,3,NO2_24h,北京,8.0
20230412,3,O3,北京,37.0
20230412,3,O3_24h,北京,90.0
20230412,3,O3_8h,北京,45.0
20230412,3,O3_8h_24h,北京,53.0
20230412,3,CO,北京,0.15
20230412,3,CO_24h,北京,0.19
20230412,4,AQI,北京,112.0
20230412,4,PM2.5,北京,43.0
20230412,4,PM2.5_24h,北京,80.0
20230412,4,PM10,北京,174.0
20230412,4,PM10_24h,北京,392.0
20230412,4,SO2,北京,3.0
20230412,4,SO2_24h,北京,3.0
20230412,4,NO2,北京,31.0
20230412,4,NO2_24h,北京,9.0
20230412,4,O3,北京,28.0
20230412,4,O3_24h,北京,90.0
20230412,4,O3_8h,北京,40.0
20230412,4,O3_8h_24h,北京,53.0
20230412,4,CO,北京,0.16
20230412,4,CO_24h,北京,0.19
20230412,5,AQI,北京,119.0
20230412,5,PM2.5,北京,52.0
20230412,5,PM2.5_24h,北京,75.0
20230412,5,PM10,北京,188.0
20230412,5,PM10_24h,北京,365.0
20230412,5,SO2,北京,3.0
20230412,5,SO2_24h,北京,3.0
20230412,5,NO2,北京,33.0
20230412,5,NO2_24h,北京,11.0
20230412,5,O3,北京,26.0
20230412,5,O3_24h,北京,90.0
20230412,5,O3_8h,北京,37.0
20230412,5,O3_8h_24h,北京,54.0
20230412,5,CO,北京,0.18
20230412,5,CO_24h,北京,0.19
20230412,6,AQI,北京,131.0
20230412,6,PM2.5,北京,55.0
20230412,6,PM2.5_24h,北京,68.0
20230412,6,PM10,北京,212.0
20230412,6,PM10_24h,北京,330.0
20230412,6,SO2,北京,3.0
20230412,6,SO2_24h,北京,3.0
20230412,6,NO2,北京,38.0
20230412,6,NO2_24h,北京,12.0
20230412,6,O3,北京,23.0
20230412,6,O3_24h,北京,90.0
20230412,6,O3_8h,北京,34.0
20230412,6,O3_8h_24h,北京,54.0
20230412,6,CO,北京,0.22
20230412,6,CO_24h,北京,0.18
20230412,7,AQI,北京,138.0
20230412,7,PM2.5,北京,58.0
20230412,7,PM2.5_24h,北京,60.0
20230412,7,PM10,北京,226.0
20230412,7,PM10_24h,北京,291.0
20230412,7,SO2,北京,3.0
20230412,7,SO2_24h,北京,3.0
20230412,7,NO2,北京,36.0
20230412,7,NO2_24h,北京,13.0
20230412,7,O3,北京,21.0
20230412,7,O3_24h,北京,90.0
20230412,7,O3_8h,北京,32.0
20230412,7,O3_8h_24h,北京,54.0
20230412,7,CO,北京,0.27
20230412,7,CO_24h,北京,0.19
20230412,8,AQI,北京,143.0
20230412,8,PM2.5,北京,58.0
20230412,8,PM2.5_24h,北京,53.0
20230412,8,PM10,北京,235.0
20230412,8,PM10_24h,北京,255.0
20230412,8,SO2,北京,2.0
20230412,8,SO2_24h,北京,3.0
20230412,8,NO2,北京,36.0
20230412,8,NO2_24h,北京,15.0
20230412,8,O3,北京,23.0
20230412,8,O3_24h,北京,90.0
20230412,8,O3_8h,北京,31.0
20230412,8,O3_8h_24h,北京,54.0
20230412,8,CO,北京,0.47
20230412,8,CO_24h,北京,0.2
20230412,9,AQI,北京,151.0
20230412,9,PM2.5,北京,66.0
20230412,9,PM2.5_24h,北京,49.0
20230412,9,PM10,北京,251.0
20230412,9,PM10_24h,北京,233.0
20230412,9,SO2,北京,2.0
20230412,9,SO2_24h,北京,3.0
20230412,9,NO2,北京,35.0
20230412,9,NO2_24h,北京,16.0
20230412,9,O3,北京,32.0
20230412,9,O3_24h,北京,90.0
20230412,9,O3_8h,北京,29.0
20230412,9,O3_8h_24h,北京,55.0
20230412,9,CO,北京,0.31
20230412,9,CO_24h,北京,0.21
20230412,10,AQI,北京,171.0
20230412,10,PM2.5,北京,75.0
20230412,10,PM2.5_24h,北京,49.0
20230412,10,PM10,北京,291.0
20230412,10,PM10_24h,北京,224.0
20230412,10,SO2,北京,2.0
20230412,10,SO2_24h,北京,3.0
20230412,10,NO2,北京,35.0
20230412,10,NO2_24h,北京,17.0
20230412,10,O3,北京,38.0
20230412,10,O3_24h,北京,90.0
20230412,10,O3_8h,北京,28.0
20230412,10,O3_8h_24h,北京,55.0
20230412,10,CO,北京,0.3
20230412,10,CO_24h,北京,0.21
20230412,11,AQI,北京,182.0
20230412,11,PM2.5,北京,81.0
20230412,11,PM2.5_24h,北京,49.0
20230412,11,PM10,北京,314.0
20230412,11,PM10_24h,北京,221.0
20230412,11,SO2,北京,2.0
20230412,11,SO2_24h,北京,3.0
20230412,11,NO2,北京,33.0
20230412,11,NO2_24h,北京,18.0
20230412,11,O3,北京,48.0
20230412,11,O3_24h,北京,90.0
20230412,11,O3_8h,北京,29.0
20230412,11,O3_8h_24h,北京,56.0
20230412,11,CO,北京,0.31
20230412,11,CO_24h,北京,0.21
20230412,12,AQI,北京,211.0
20230412,12,PM2.5,北京,92.0
20230412,12,PM2.5_24h,北京,51.0
20230412,12,PM10,北京,358.0
20230412,12,PM10_24h,北京,222.0
20230412,12,SO2,北京,2.0
20230412,12,SO2_24h,北京,3.0
20230412,12,NO2,北京,27.0
20230412,12,NO2_24h,北京,19.0
20230412,12,O3,北京,61.0
20230412,12,O3_24h,北京,90.0
20230412,12,O3_8h,北京,34.0
20230412,12,O3_8h_24h,北京,56.0
20230412,12,CO,北京,0.28
20230412,12,CO_24h,北京,0.22
20230412,13,AQI,北京,271.0
20230412,13,PM2.5,北京,102.0
20230412,13,PM2.5_24h,北京,53.0
20230412,13,PM10,北京,400.0
20230412,13,PM10_24h,北京,225.0
20230412,13,SO2,北京,2.0
20230412,13,SO2_24h,北京,3.0
20230412,13,NO2,北京,22.0
20230412,13,NO2_24h,北京,20.0
20230412,13,O3,北京,69.0
20230412,13,O3_24h,北京,90.0
20230412,13,O3_8h,北京,39.0
20230412,13,O3_8h_24h,北京,57.0
20230412,13,CO,北京,0.28
20230412,13,CO_24h,北京,0.22
20230412,14,AQI,北京,348.0
20230412,14,PM2.5,北京,122.0
20230412,14,PM2.5_24h,北京,56.0
20230412,14,PM10,北京,458.0
20230412,14,PM10_24h,北京,232.0
20230412,14,SO2,北京,2.0
20230412,14,SO2_24h,北京,3.0
20230412,14,NO2,北京,20.0
20230412,14,NO2_24h,北京,21.0
20230412,14,O3,北京,77.0
20230412,14,O3_24h,北京,90.0
20230412,14,O3_8h,北京,46.0
20230412,14,O3_8h_24h,北京,59.0
20230412,14,CO,北京,0.31
20230412,14,CO_24h,北京,0.22
20230412,15,AQI,北京,385.0
20230412,15,PM2.5,北京,131.0
20230412,15,PM2.5_24h,北京,60.0
20230412,15,PM10,北京,488.0
20230412,15,PM10_24h,北京,243.0
20230412,15,SO2,北京,2.0
20230412,15,SO2_24h,北京,3.0
20230412,15,NO2,北京,17.0
20230412,15,NO2_24h,北京,21.0
20230412,15,O3,北京,84.0
20230412,15,O3_24h,北京,89.0
20230412,15,O3_8h,北京,54.0
20230412,15,O3_8h_24h,北京,61.0
20230412,15,CO,北京,0.29
20230412,15,CO_24h,北京,0.22
20230412,16,AQI,北京,417.0
20230412,16,PM2.5,北京,142.0
20230412,16,PM2.5_24h,北京,64.0
20230412,16,PM10,北京,517.0
20230412,16,PM10_24h,北京,256.0
20230412,16,SO2,北京,2.0
20230412,16,SO2_24h,北京,2.0
20230412,16,NO2,北京,18.0
20230412,16,NO2_24h,北京,22.0
20230412,16,O3,北京,86.0
20230412,16,O3_24h,北京,90.0
20230412,16,O3_8h,北京,62.0
20230412,16,O3_8h_24h,北京,65.0
20230412,16,CO,北京,0.32
20230412,16,CO_24h,北京,0.23
20230412,17,AQI,北京,462.0
