city,type,value
七台河,AQI,67.14
七台河,CO,0.76
七台河,NO2,21.73
七台河,O3,73.29
七台河,PM10,81.46
七台河,PM2.5,36.05
七台河,SO2,12.31
三亚,AQI,32.55
三亚,CO,0.41
三亚,NO2,6.63
三亚,O3,69.94
三亚,PM10,32.56
三亚,PM2.5,17.45
三亚,SO2,2.51
三明,AQI,48.36
三明,CO,0.76
三明,NO2,28.23
三明,O3,57.91
三明,PM10,46.41
三明,PM2.5,31.29
三明,SO2,8.77
三门峡,AQI,98.65
三门峡,CO,0.57
三门峡,NO2,30.55
三门峡,O3,66.76
三门峡,PM10,131.93
三门峡,PM2.5,47.85
三门峡,SO2,11.22
上海,AQI,60.35
上海,CO,0.67
上海,NO2,37.52
上海,O3,73.91
上海,PM10,65.62
上海,PM2.5,32.03
上海,SO2,7.24
上饶,AQI,53.33
上饶,CO,0.7
上饶,NO2,29.67
上饶,O3,57.85
上饶,PM10,62.55
上饶,PM2.5,31.21
上饶,SO2,22.58
东莞,AQI,50.76
东莞,CO,0.61
东莞,NO2,31.72
东莞,O3,72.4
东莞,PM10,54.46
东莞,PM2.5,26.77
东莞,SO2,9.09
东营,AQI,106.89
东营,CO,0.65
东营,NO2,34.08
东营,O3,82.95
东营,PM10,155.52
东营,PM2.5,52.21
东营,SO2,13.31
中卫,AQI,112.54
中卫,CO,0.39
中卫,NO2,25.51
中卫,O3,64.72
中卫,PM10,164.98
中卫,PM2.5,48.75
中卫,SO2,11.03
中山,AQI,45.42
中山,CO,0.56
中山,NO2,24.32
中山,O3,74.06
中山,PM10,46.28
中山,PM2.5,25.61
中山,SO2,5.8
临夏回族自治州,AQI,93.79
临夏回族自治州,CO,0.61
临夏回族自治州,NO2,18.25
临夏回族自治州,O3,58.21
临夏回族自治州,PM10,142.27
临夏回族自治州,PM2.5,46.98
临夏回族自治州,SO2,9.03
临汾,AQI,114.78
临汾,CO,0.88
临汾,NO2,35.51
临汾,O3,60.6
临汾,PM10,160.93
临汾,PM2.5,53.89
临汾,SO2,8.65
临沂,AQI,111.24
临沂,CO,0.65
临沂,NO2,35.32
临沂,O3,77.54
临沂,PM10,167.34
临沂,PM2.5,59.87
临沂,SO2,14.54
临沧,AQI,64.03
临沧,CO,0.65
临沧,NO2,15.28
临沧,O3,85.99
临沧,PM10,57.89
临沧,PM2.5,45.89
临沧,SO2,7.61
丹东,AQI,74.27
丹东,CO,0.89
丹东,NO2,20.64
丹东,O3,74.15
丹东,PM10,88.15
丹东,PM2.5,44.0
丹东,SO2,13.4
丽水,AQI,46.76
丽水,CO,0.43
丽水,NO2,23.52
丽水,O3,63.27
丽水,PM10,48.86
丽水,PM2.5,27.12
