city,type,value
七台河,AQI,27.29
七台河,CO,0.53
七台河,NO2,20.25
七台河,O3,30.33
七台河,PM10,27.21
七台河,PM2.5,13.12
七台河,SO2,10.42
三亚,AQI,22.71
三亚,CO,0.39
三亚,NO2,10.25
三亚,O3,36.67
三亚,PM10,22.58
三亚,PM2.5,11.33
三亚,SO2,2.12
三明,AQI,33.88
三明,CO,0.95
三明,NO2,16.08
三明,O3,42.29
三明,PM10,33.42
三明,PM2.5,18.46
三明,SO2,13.25
三门峡,AQI,97.67
三门峡,CO,0.64
三门峡,NO2,24.12
三门峡,O3,96.46
三门峡,PM10,144.75
三门峡,PM2.5,47.04
三门峡,SO2,8.46
上海,AQI,37.12
上海,CO,0.7
上海,NO2,26.21
上海,O3,79.54
上海,PM10,32.92
上海,PM2.5,21.79
上海,SO2,6.46
上饶,AQI,42.12
上饶,CO,0.71
上饶,NO2,11.25
上饶,O3,88.5
上饶,PM10,41.79
上饶,PM2.5,23.79
上饶,SO2,11.0
东莞,AQI,36.67
东莞,CO,0.81
东莞,NO2,29.12
东莞,O3,31.38
东莞,PM10,37.58
东莞,PM2.5,20.58
东莞,SO2,7.29
东营,AQI,63.88
东营,CO,0.69
东营,NO2,11.25
东营,O3,144.5
东营,PM10,52.83
东营,PM2.5,34.38
东营,SO2,7.75
中卫,AQI,47.42
中卫,CO,0.24
中卫,NO2,11.17
中卫,O3,101.62
中卫,PM10,46.88
中卫,PM2.5,26.62
中卫,SO2,7.67
中山,AQI,37.83
中山,CO,0.45
中山,NO2,15.46
中山,O3,52.54
中山,PM10,37.08
中山,PM2.5,24.58
中山,SO2,4.21
临夏回族自治州,AQI,62.79
临夏回族自治州,CO,0.35
临夏回族自治州,NO2,11.08
临夏回族自治州,O3,81.29
临夏回族自治州,PM10,79.08
临夏回族自治州,PM2.5,32.62
临夏回族自治州,SO2,4.79
临汾,AQI,160.29
临汾,CO,1.28
临汾,NO2,21.62
临汾,O3,119.33
临汾,PM10,200.25
临汾,PM2.5,65.33
临汾,SO2,14.42
临沂,AQI,57.75
临沂,CO,0.59
临沂,NO2,17.83
临沂,O3,120.83
临沂,PM10,43.08
临沂,PM2.5,26.46
临沂,SO2,10.79
临沧,AQI,21.83
临沧,CO,0.67
临沧,NO2,9.5
临沧,O3,37.21
临沧,PM10,17.42
临沧,PM2.5,14.29
临沧,SO2,6.42
丹东,AQI,24.67
丹东,CO,0.72
丹东,NO2,11.29
丹东,O3,59.38
丹东,PM10,23.62
丹东,PM2.5,11.62
丹东,SO2,5.75
丽水,AQI,35.88
丽水,CO,0.56
丽水,NO2,14.33
丽水,O3,66.12
丽水,PM10,32.5
丽水,PM2.5,16.25
丽水,SO2,5.42
丽江,AQI,33.5
丽江,CO,0.72
丽江,NO2,15.25
丽江,O3,83.12
丽江,PM10,29.12
丽江,PM2.5,17.92
丽江,SO2,8.92
乌兰察布,AQI,83.25
乌兰察布,CO,0.49
乌兰察布,NO2,24.54
乌兰察布,O3,63.21
乌兰察布,PM10,107.88
乌兰察布,PM2.5,34.08
乌兰察布,SO2,12.0
乌海,AQI,53.21
乌海,CO,0.39
乌海,NO2,10.58
乌海,O3,115.79
乌海,PM10,53.42
乌海,PM2.5,15.42
乌海,SO2,10.29
乌鲁木齐,AQI,41.12
乌鲁木齐,CO,0.46
乌鲁木齐,NO2,30.46
乌鲁木齐,O3,79.58
乌鲁木齐,PM10,37.83
乌鲁木齐,PM2.5,13.75
乌鲁木齐,SO2,4.75
乐山,AQI,41.46
乐山,CO,0.68
乐山,NO2,18.0
乐山,O3,88.92
乐山,PM10,38.12
乐山,PM2.5,27.0
乐山,SO2,4.83
九江,AQI,56.5
九江,CO,0.95
九江,NO2,25.96
九江,O3,114.79
九江,PM10,51.17
九江,PM2.5,31.08
九江,SO2,11.33
云浮,AQI,32.33
云浮,CO,0.5
云浮,NO2,15.83
云浮,O3,35.83
云浮,PM10,32.33
云浮,PM2.5,12.88
云浮,SO2,9.21
五家渠,AQI,40.29
五家渠,CO,0.48
五家渠,NO2,18.29
五家渠,O3,77.71
五家渠,PM10,35.62
五家渠,PM2.5,13.42
五家渠,SO2,9.08
亳州,AQI,46.62
亳州,CO,0.76
亳州,NO2,12.88
亳州,O3,105.5
亳州,PM10,41.25
亳州,PM2.5,24.67
亳州,SO2,8.12
伊春,AQI,17.21
伊春,CO,0.44
伊春,NO2,6.62
伊春,O3,35.46
伊春,PM10,13.88
伊春,PM2.5,9.46
伊春,SO2,5.88
伊犁哈萨克州,AQI,44.62
伊犁哈萨克州,CO,0.53
伊犁哈萨克州,NO2,32.25
伊犁哈萨克州,O3,67.12
伊犁哈萨克州,PM10,41.67
伊犁哈萨克州,PM2.5,16.58
伊犁哈萨克州,SO2,7.46
佛山,AQI,34.04
佛山,CO,0.57
佛山,NO2,23.92
佛山,O3,38.71
佛山,PM10,34.29
佛山,PM2.5,21.71
佛山,SO2,5.67
佳木斯,AQI,31.04
佳木斯,CO,0.49
佳木斯,NO2,14.96
佳木斯,O3,44.46
佳木斯,PM10,29.21
佳木斯,PM2.5,12.08
佳木斯,SO2,4.88
保定,AQI,53.71
保定,CO,0.49
保定,NO2,13.21
保定,O3,119.38
保定,PM10,52.33
保定,PM2.5,23.5
保定,SO2,6.58
保山,AQI,28.71
保山,CO,0.64
保山,NO2,9.25
保山,O3,47.83
保山,PM10,26.54
保山,PM2.5,11.58
保山,SO2,6.83
信阳,AQI,42.92
信阳,CO,0.72
信阳,NO2,12.71
信阳,O3,102.0
信阳,PM10,35.67
信阳,PM2.5,23.33
信阳,SO2,2.17
儋州,AQI,22.79
儋州,CO,0.48
儋州,NO2,3.92
儋州,O3,48.67
儋州,PM10,21.96
儋州,PM2.5,11.88
儋州,SO2,4.0
克孜勒苏柯尔克孜自治州,AQI,370.0
克孜勒苏柯尔克孜自治州,CO,0.59
克孜勒苏柯尔克孜自治州,NO2,10.83
克孜勒苏柯尔克孜自治州,O3,86.21
克孜勒苏柯尔克孜自治州,PM10,488.12
克孜勒苏柯尔克孜自治州,PM2.5,153.33
克孜勒苏柯尔克孜自治州,SO2,8.25
克拉玛依,AQI,28.58
克拉玛依,CO,0.28
克拉玛依,NO2,10.46
克拉玛依,O3,83.17
克拉玛依,PM10,19.33
克拉玛依,PM2.5,7.92
克拉玛依,SO2,7.92
六安,AQI,39.71
六安,CO,0.51
六安,NO2,9.79
六安,O3,101.29
六安,PM10,34.08
六安,PM2.5,18.29
六安,SO2,6.62
六盘水,AQI,32.25
六盘水,CO,0.85
六盘水,NO2,16.92
六盘水,O3,68.58
六盘水,PM10,28.12
六盘水,PM2.5,16.58
六盘水,SO2,8.0
兰州,AQI,77.33
兰州,CO,0.55
兰州,NO2,23.08
兰州,O3,79.58
兰州,PM10,104.67
兰州,PM2.5,40.46
兰州,SO2,6.29
兰州新区,AQI,65.83
兰州新区,CO,0.49
兰州新区,NO2,13.33
兰州新区,O3,90.42
兰州新区,PM10,81.46
兰州新区,PM2.5,33.75
兰州新区,SO2,6.83
兴安盟,AQI,23.71
兴安盟,CO,0.48
兴安盟,NO2,11.5
兴安盟,O3,73.0
兴安盟,PM10,15.17
兴安盟,PM2.5,12.62
兴安盟,SO2,2.58
内江,AQI,48.17
内江,CO,0.65
内江,NO2,15.42
内江,O3,123.79
内江,PM10,36.67
内江,PM2.5,27.17
内江,SO2,5.67
凉山彝族自治州,AQI,43.29
凉山彝族自治州,CO,0.79
凉山彝族自治州,NO2,13.54
凉山彝族自治州,O3,81.88
凉山彝族自治州,PM10,44.17
凉山彝族自治州,PM2.5,27.79
凉山彝族自治州,SO2,14.67
包头,AQI,136.29
包头,CO,0.63
包头,NO2,16.17
包头,O3,95.92
包头,PM10,185.04
包头,PM2.5,52.79
包头,SO2,9.92
北京,AQI,56.42
北京,CO,0.59
北京,NO2,13.08
北京,O3,126.79
北京,PM10,42.38
北京,PM2.5,26.96
北京,SO2,2.33
北海,AQI,31.79
北海,CO,0.6
北海,NO2,5.54
北海,O3,58.58
北海,PM10,31.79
北海,PM2.5,11.33
北海,SO2,4.0
十堰,AQI,38.67
十堰,CO,0.63
十堰,NO2,9.04
十堰,O3,94.29
十堰,PM10,32.67
十堰,PM2.5,20.12
十堰,SO2,6.25
南京,AQI,47.96
南京,CO,0.74
南京,NO2,23.96
南京,O3,96.0
南京,PM10,41.46
南京,PM2.5,25.79
南京,SO2,5.5
南充,AQI,50.62
南充,CO,0.43
南充,NO2,16.88
南充,O3,95.08
南充,PM10,50.04
南充,PM2.5,27.83
南充,SO2,8.38
南宁,AQI,36.38
南宁,CO,0.66
南宁,NO2,13.42
南宁,O3,64.88
南宁,PM10,35.79
南宁,PM2.5,18.67
南宁,SO2,5.71
南平,AQI,31.25
南平,CO,0.67
南平,NO2,8.88
南平,O3,49.04
南平,PM10,29.17
南平,PM2.5,15.92
南平,SO2,4.62
南昌,AQI,49.92
南昌,CO,0.77
南昌,NO2,18.54
南昌,O3,109.21
南昌,PM10,44.46
南昌,PM2.5,26.96
南昌,SO2,5.62
