city,type,value
七台河,AQI,52.18
七台河,CO,0.53
七台河,NO2,21.62
七台河,O3,39.41
七台河,PM10,58.58
七台河,PM2.5,23.88
七台河,SO2,7.48
三亚,AQI,26.45
三亚,CO,0.45
三亚,NO2,8.86
三亚,O3,65.31
三亚,PM10,22.21
三亚,PM2.5,11.93
三亚,SO2,3.63
三明,AQI,40.88
三明,CO,0.57
三明,NO2,19.12
三明,O3,57.59
三明,PM10,40.8
三明,PM2.5,22.46
三明,SO2,6.99
三门峡,AQI,68.12
三门峡,CO,0.84
三门峡,NO2,39.63
三门峡,O3,34.5
三门峡,PM10,83.48
三门峡,PM2.5,40.24
三门峡,SO2,7.03
上海,AQI,39.45
上海,CO,0.59
上海,NO2,36.54
上海,O3,70.84
上海,PM10,37.7
上海,PM2.5,19.4
上海,SO2,6.51
上饶,AQI,56.13
上饶,CO,0.65
上饶,NO2,24.38
上饶,O3,72.03
上饶,PM10,61.63
上饶,PM2.5,34.3
上饶,SO2,13.96
东莞,AQI,44.89
东莞,CO,0.66
东莞,NO2,24.01
东莞,O3,74.9
东莞,PM10,44.53
东莞,PM2.5,27.13
东莞,SO2,9.14
东营,AQI,74.02
东营,CO,0.69
东营,NO2,50.28
东营,O3,55.42
东营,PM10,89.89
东营,PM2.5,45.06
东营,SO2,22.07
中卫,AQI,64.32
中卫,CO,0.45
中卫,NO2,27.1
中卫,O3,56.55
中卫,PM10,78.22
中卫,PM2.5,30.18
中卫,SO2,13.97
中山,AQI,49.86
中山,CO,0.66
中山,NO2,30.49
中山,O3,76.94
中山,PM10,50.65
中山,PM2.5,26.54
中山,SO2,7.1
临夏州,AQI,46.0
临夏州,CO,0.6
临夏州,NO2,29.05
临夏州,O3,46.78
临夏州,PM10,48.11
临夏州,PM2.5,21.71
临夏州,SO2,7.15
临安,AQI,58.96
临安,CO,0.64
临安,NO2,28.92
临安,O3,94.06
临安,PM10,68.8
临安,PM2.5,26.12
临安,SO2,13.17
临汾,AQI,80.61
临汾,CO,1.43
临汾,NO2,49.85
临汾,O3,32.1
临汾,PM10,96.32
临汾,PM2.5,52.52
临汾,SO2,15.29
临沂,AQI,83.81
临沂,CO,0.96
临沂,NO2,53.28
临沂,O3,52.47
临沂,PM10,107.22
临沂,PM2.5,48.82
临沂,SO2,11.55
临沧,AQI,25.98
临沧,CO,0.72
临沧,NO2,11.66
临沧,O3,32.55
临沧,PM10,21.84
临沧,PM2.5,16.2
临沧,SO2,7.06
丹东,AQI,48.6
丹东,CO,0.85
丹东,NO2,26.53
丹东,O3,44.4
丹东,PM10,52.8
丹东,PM2.5,27.42
丹东,SO2,11.08
丽水,AQI,46.0
丽水,CO,0.52
丽水,NO2,21.61
丽水,O3,68.47
丽水,PM10,47.87
丽水,PM2.5,22.35
