date,hour,type,city,value
20201124,0,AQI,北京,49.0
20201124,0,PM2.5,北京,28.0
20201124,0,PM2.5_24h,北京,14.0
20201124,0,PM10,北京,49.0
20201124,0,PM10_24h,北京,29.0
20201124,0,SO2,北京,3.0
20201124,0,SO2_24h,北京,3.0
20201124,0,NO2,北京,50.0
20201124,0,NO2_24h,北京,27.0
20201124,0,O3,北京,9.0
20201124,0,O3_24h,北京,49.0
20201124,0,O3_8h,北京,12.0
20201124,0,O3_8h_24h,北京,43.0
20201124,0,CO,北京,0.65
20201124,0,CO_24h,北京,0.4
20201124,1,AQI,北京,43.0
20201124,1,PM2.5,北京,27.0
20201124,1,PM2.5_24h,北京,15.0
20201124,1,PM10,北京,43.0
20201124,1,PM10_24h,北京,30.0
20201124,1,SO2,北京,3.0
20201124,1,SO2_24h,北京,3.0
20201124,1,NO2,北京,48.0
20201124,1,NO2_24h,北京,29.0
20201124,1,O3,北京,12.0
20201124,1,O3_24h,北京,49.0
20201124,1,O3_8h,北京,12.0
20201124,1,O3_8h_24h,北京,12.0
20201124,1,CO,北京,0.63
20201124,1,CO_24h,北京,0.42
20201124,2,AQI,北京,38.0
20201124,2,PM2.5,北京,24.0
20201124,2,PM2.5_24h,北京,16.0
20201124,2,PM10,北京,38.0
20201124,2,PM10_24h,北京,32.0
20201124,2,SO2,北京,4.0
20201124,2,SO2_24h,北京,3.0
20201124,2,NO2,北京,47.0
20201124,2,NO2_24h,北京,30.0
20201124,2,O3,北京,13.0
20201124,2,O3_24h,北京,49.0
20201124,2,O3_8h,北京,11.0
20201124,2,O3_8h_24h,北京,13.0
20201124,2,CO,北京,0.56
20201124,2,CO_24h,北京,0.44
20201124,9,AQI,北京,44.0
20201124,9,PM2.5,北京,19.0
20201124,9,PM2.5_24h,北京,20.0
20201124,9,PM10,北京,44.0
20201124,9,PM10_24h,北京,37.0
20201124,9,SO2,北京,3.0
20201124,9,SO2_24h,北京,3.0
20201124,9,NO2,北京,39.0
20201124,9,NO2_24h,北京,37.0
20201124,9,O3,北京,18.0
20201124,9,O3_24h,北京,49.0
20201124,9,O3_8h,北京,11.0
20201124,9,O3_8h_24h,北京,12.0
20201124,9,CO,北京,0.62
20201124,9,CO_24h,北京,0.48
