city,type,value
七台河,AQI,50.53
七台河,CO,0.77
七台河,NO2,26.04
七台河,O3,40.39
七台河,PM10,52.38
七台河,PM2.5,31.84
七台河,SO2,11.97
三亚,AQI,30.05
三亚,CO,0.41
三亚,NO2,8.29
三亚,O3,75.1
三亚,PM10,28.57
三亚,PM2.5,14.75
三亚,SO2,3.88
三明,AQI,38.19
三明,CO,0.67
三明,NO2,23.26
三明,O3,34.8
三明,PM10,34.69
三明,PM2.5,23.87
三明,SO2,5.73
三门峡,AQI,101.83
三门峡,CO,0.77
三门峡,NO2,40.81
三门峡,O3,39.66
三门峡,PM10,110.93
三门峡,PM2.5,68.71
三门峡,SO2,11.74
上海,AQI,53.25
上海,CO,0.68
上海,NO2,48.98
上海,O3,50.96
上海,PM10,54.6
上海,PM2.5,31.56
上海,SO2,5.93
上饶,AQI,50.63
上饶,CO,0.68
上饶,NO2,24.35
上饶,O3,47.67
上饶,PM10,54.45
上饶,PM2.5,30.04
上饶,SO2,15.68
东莞,AQI,45.69
东莞,CO,0.56
东莞,NO2,34.23
东莞,O3,60.36
东莞,PM10,47.34
东莞,PM2.5,24.71
东莞,SO2,9.53
东营,AQI,70.64
东营,CO,0.82
东营,NO2,39.2
东营,O3,44.04
东营,PM10,83.08
东营,PM2.5,44.75
东营,SO2,16.09
中卫,AQI,75.15
中卫,CO,0.36
中卫,NO2,29.84
中卫,O3,44.94
中卫,PM10,103.43
中卫,PM2.5,35.75
中卫,SO2,10.51
中山,AQI,50.17
中山,CO,0.58
中山,NO2,42.05
中山,O3,56.84
中山,PM10,54.95
中山,PM2.5,26.58
中山,SO2,6.74
临夏回族自治州,AQI,46.04
临夏回族自治州,CO,0.99
临夏回族自治州,NO2,37.37
临夏回族自治州,O3,39.94
临夏回族自治州,PM10,49.32
临夏回族自治州,PM2.5,21.72
临夏回族自治州,SO2,11.82
临安,AQI,53.27
临安,CO,0.73
临安,NO2,47.0
临安,O3,41.13
临安,PM10,57.86
临安,PM2.5,30.69
临安,SO2,6.23
临汾,AQI,93.8
临汾,CO,1.1
临汾,NO2,45.17
临汾,O3,34.12
临汾,PM10,98.21
临汾,PM2.5,65.85
临汾,SO2,13.27
临沂,AQI,90.0
临沂,CO,0.83
临沂,NO2,49.59
临沂,O3,46.09
临沂,PM10,108.37
临沂,PM2.5,61.05
临沂,SO2,12.7
临沧,AQI,30.49
临沧,CO,0.64
临沧,NO2,14.64
临沧,O3,30.93
临沧,PM10,26.77
临沧,PM2.5,17.61
临沧,SO2,9.05
丹东,AQI,53.22
丹东,CO,1.07
丹东,NO2,27.79
丹东,O3,37.07
丹东,PM10,56.27
丹东,PM2.5,34.71
丹东,SO2,15.4
丽水,AQI,45.68
丽水,CO,0.52
丽水,NO2,26.49
丽水,O3,31.99
丽水,PM10,47.78
丽水,PM2.5,25.49
丽水,SO2,6.51
丽江,AQI,28.18
丽江,CO,0.53
丽江,NO2,9.29
丽江,O3,68.27
丽江,PM10,23.02
丽江,PM2.5,13.26
丽江,SO2,4.4
义乌,AQI,52.83
义乌,CO,0.62
义乌,NO2,47.93
义乌,O3,30.96
义乌,PM10,60.51
义乌,PM2.5,29.16
义乌,SO2,8.87
乌兰察布,AQI,58.61
乌兰察布,CO,0.56
乌兰察布,NO2,29.12
乌兰察布,O3,46.28
乌兰察布,PM10,71.19
乌兰察布,PM2.5,25.05
乌兰察布,SO2,18.57
乌海,AQI,83.14
乌海,CO,0.87
乌海,NO2,30.38
乌海,O3,49.74
乌海,PM10,117.1
乌海,PM2.5,33.64
乌海,SO2,21.95
乌鲁木齐,AQI,72.95
乌鲁木齐,CO,0.93
乌鲁木齐,NO2,42.36
乌鲁木齐,O3,32.9
乌鲁木齐,PM10,94.86
乌鲁木齐,PM2.5,41.19
乌鲁木齐,SO2,8.96
乐山,AQI,67.91
乐山,CO,0.67
乐山,NO2,27.82
乐山,O3,29.29
乐山,PM10,69.45
乐山,PM2.5,47.18
乐山,SO2,7.11
九江,AQI,61.59
九江,CO,0.57
九江,NO2,39.7
九江,O3,46.29
九江,PM10,66.06
九江,PM2.5,39.03
九江,SO2,9.86
乳山,AQI,42.36
乳山,CO,0.7
乳山,NO2,31.64
乳山,O3,52.44
乳山,PM10,43.61
乳山,PM2.5,23.82
乳山,SO2,5.23
云浮,AQI,51.56
云浮,CO,0.74
云浮,NO2,27.25
云浮,O3,44.82
云浮,PM10,56.18
云浮,PM2.5,30.26
云浮,SO2,12.81
五家渠,AQI,86.93
五家渠,CO,1.06
五家渠,NO2,29.33
五家渠,O3,23.41
五家渠,PM10,106.06
五家渠,PM2.5,55.38
五家渠,SO2,6.64
亳州,AQI,94.26
亳州,CO,0.67
亳州,NO2,30.48
亳州,O3,49.99
亳州,PM10,111.36
亳州,PM2.5,62.87
亳州,SO2,9.53
伊春,AQI,41.04
伊春,CO,0.74
伊春,NO2,17.89
伊春,O3,36.3
伊春,PM10,39.67
伊春,PM2.5,26.16
伊春,SO2,7.64
伊犁哈萨克州,AQI,75.66
伊犁哈萨克州,CO,1.63
伊犁哈萨克州,NO2,31.6
伊犁哈萨克州,O3,36.81
伊犁哈萨克州,PM10,87.77
伊犁哈萨克州,PM2.5,47.37
伊犁哈萨克州,SO2,13.27
佛山,AQI,48.14
佛山,CO,0.6
佛山,NO2,42.43
佛山,O3,53.02
佛山,PM10,51.26
佛山,PM2.5,24.27
佛山,SO2,9.5
佳木斯,AQI,50.16
佳木斯,CO,0.64
佳木斯,NO2,24.77
佳木斯,O3,35.81
佳木斯,PM10,46.0
佳木斯,PM2.5,33.62
佳木斯,SO2,7.55
保定,AQI,85.88
保定,CO,0.77
保定,NO2,48.31
保定,O3,25.79
保定,PM10,94.85
保定,PM2.5,57.84
保定,SO2,7.87
保山,AQI,22.21
保山,CO,0.45
保山,NO2,9.26
保山,O3,47.51
保山,PM10,16.03
保山,PM2.5,12.68
保山,SO2,6.32
信阳,AQI,78.91
信阳,CO,0.52
信阳,NO2,34.36
信阳,O3,54.93
信阳,PM10,83.68
信阳,PM2.5,52.88
信阳,SO2,8.13
儋州,AQI,37.09
儋州,CO,0.5
儋州,NO2,10.48
儋州,O3,72.44
儋州,PM10,37.45
儋州,PM2.5,20.03
儋州,SO2,7.62
克孜勒苏柯尔克孜自治州,AQI,214.68
克孜勒苏柯尔克孜自治州,CO,0.71
克孜勒苏柯尔克孜自治州,NO2,24.89
克孜勒苏柯尔克孜自治州,O3,62.41
克孜勒苏柯尔克孜自治州,PM10,363.34
克孜勒苏柯尔克孜自治州,PM2.5,78.9
克孜勒苏柯尔克孜自治州,SO2,5.52
克拉玛依,AQI,61.63
克拉玛依,CO,0.57
克拉玛依,NO2,31.97
克拉玛依,O3,33.29
克拉玛依,PM10,79.46
克拉玛依,PM2.5,30.8
克拉玛依,SO2,8.07
六安,AQI,72.4
六安,CO,0.63
六安,NO2,34.88
六安,O3,54.46
六安,PM10,89.67
六安,PM2.5,41.41
六安,SO2,7.69
六盘水,AQI,42.28
六盘水,CO,0.7
六盘水,NO2,14.34
六盘水,O3,54.54
六盘水,PM10,40.33
六盘水,PM2.5,27.74
六盘水,SO2,8.0
兰州,AQI,79.94
兰州,CO,1.06
兰州,NO2,62.54
兰州,O3,31.19
兰州,PM10,106.54
兰州,PM2.5,47.34
兰州,SO2,20.0
兰州新区,AQI,77.88
兰州新区,CO,0.72
兰州新区,NO2,36.13
兰州新区,O3,46.06
兰州新区,PM10,102.83
兰州新区,PM2.5,39.47
兰州新区,SO2,23.47
兴安盟,AQI,41.25
兴安盟,CO,0.48
兴安盟,NO2,15.6
兴安盟,O3,41.44
兴安盟,PM10,39.25
兴安盟,PM2.5,27.37
兴安盟,SO2,4.66
内江,AQI,69.16
内江,CO,0.58
内江,NO2,29.09
内江,O3,33.26
内江,PM10,69.78
内江,PM2.5,48.33
内江,SO2,9.99
凉山彝族自治州,AQI,36.16
凉山彝族自治州,CO,0.68
凉山彝族自治州,NO2,17.38
凉山彝族自治州,O3,48.86
凉山彝族自治州,PM10,35.19
凉山彝族自治州,PM2.5,22.15
凉山彝族自治州,SO2,10.32
包头,AQI,77.78
