city,type,value
三亚,AQI,37.4
三亚,CO,0.58
三亚,NO2,13.37
三亚,O3,67.22
三亚,PM10,37.71
三亚,PM2.5,18.94
三亚,SO2,2.08
三门峡,AQI,139.8
三门峡,CO,1.74
三门峡,NO2,51.53
三门峡,O3,25.09
三门峡,PM10,160.98
三门峡,PM2.5,100.72
三门峡,SO2,45.76
上海,AQI,73.56
上海,CO,0.82
上海,NO2,52.98
上海,O3,55.02
上海,PM10,71.03
上海,PM2.5,51.2
上海,SO2,17.82
东莞,AQI,68.94
东莞,CO,1.03
东莞,NO2,44.51
东莞,O3,57.11
东莞,PM10,72.26
东莞,PM2.5,48.4
东莞,SO2,19.56
东营,AQI,138.21
东营,CO,1.6
东营,NO2,64.16
东营,O3,32.16
东营,PM10,159.76
东营,PM2.5,100.31
东营,SO2,72.78
中山,AQI,68.45
中山,CO,1.2
中山,NO2,34.51
中山,O3,31.19
中山,PM10,73.94
中山,PM2.5,47.43
中山,SO2,25.56
临安,AQI,91.46
临安,CO,1.07
临安,NO2,40.79
临安,O3,61.36
临安,PM10,113.48
临安,PM2.5,64.36
临安,SO2,21.14
临汾,AQI,98.03
临汾,CO,2.22
临汾,NO2,36.93
临汾,O3,33.64
临汾,PM10,101.05
临汾,PM2.5,71.7
临汾,SO2,104.44
临沂,AQI,158.57
临沂,CO,1.74
临沂,NO2,72.37
临沂,O3,31.69
临沂,PM10,194.48
临沂,PM2.5,120.34
临沂,SO2,77.85
丹东,AQI,92.32
丹东,CO,1.91
丹东,NO2,41.68
丹东,O3,31.34
丹东,PM10,107.77
丹东,PM2.5,65.04
丹东,SO2,62.79
丽水,AQI,74.28
丽水,CO,0.85
丽水,NO2,39.19
丽水,O3,42.5
丽水,PM10,78.69
丽水,PM2.5,52.69
丽水,SO2,16.47
义乌,AQI,94.6
义乌,CO,1.36
义乌,NO2,54.25
义乌,O3,30.99
义乌,PM10,108.29
义乌,PM2.5,70.29
义乌,SO2,41.78
乌鲁木齐,AQI,78.3
乌鲁木齐,CO,1.12
乌鲁木齐,NO2,34.14
乌鲁木齐,O3,11.93
乌鲁木齐,PM10,104.35
乌鲁木齐,PM2.5,47.8
乌鲁木齐,SO2,20.02
九江,AQI,81.12
九江,CO,0.88
九江,NO2,39.61
九江,O3,33.83
九江,PM10,100.09
九江,PM2.5,51.8
九江,SO2,55.71
乳山,AQI,94.44
乳山,CO,1.59
乳山,NO2,21.47
乳山,O3,42.95
乳山,PM10,86.69
乳山,PM2.5,73.93
乳山,SO2,34.44
云浮,AQI,50.55
云浮,CO,1.6
云浮,NO2,26.8
云浮,O3,41.61
云浮,PM10,55.67
云浮,PM2.5,30.38
云浮,SO2,26.2
佛山,AQI,74.63
佛山,CO,1.16
佛山,NO2,58.16
佛山,O3,42.91
佛山,PM10,75.29
佛山,PM2.5,53.77
佛山,SO2,31.33
保定,AQI,215.9
保定,CO,2.97
保定,NO2,85.24
保定,O3,25.02
保定,PM10,275.46
保定,PM2.5,173.4
保定,SO2,87.78
克拉玛依,AQI,57.38
克拉玛依,CO,1.65
克拉玛依,NO2,39.85
克拉玛依,O3,31.37
克拉玛依,PM10,68.14
克拉玛依,PM2.5,32.11
克拉玛依,SO2,8.76
兰州,AQI,96.19
兰州,CO,1.88
兰州,NO2,59.7
兰州,O3,24.97
兰州,PM10,119.04
兰州,PM2.5,67.09
兰州,SO2,31.17
包头,AQI,107.33
包头,CO,1.93
包头,NO2,53.65
包头,O3,27.36
包头,PM10,160.69
包头,PM2.5,63.02
包头,SO2,52.46
北京,AQI,120.56
北京,CO,1.63
北京,NO2,67.71
北京,O3,21.23
北京,PM10,129.26
北京,PM2.5,87.63
北京,SO2,16.31
北海,AQI,58.33
北海,CO,1.26
北海,NO2,15.99
北海,O3,73.22
北海,PM10,59.93
北海,PM2.5,37.74
北海,SO2,11.63
南京,AQI,112.92
南京,CO,1.04
南京,NO2,59.73
南京,O3,30.88
南京,PM10,132.55
南京,PM2.5,82.35
南京,SO2,21.46
南充,AQI,72.36
南充,CO,0.79
南充,NO2,37.13
南充,O3,28.12
南充,PM10,77.6
南充,PM2.5,52.37
南充,SO2,19.68
南宁,AQI,72.38
南宁,CO,0.95
南宁,NO2,40.74
南宁,O3,38.35
南宁,PM10,86.25
南宁,PM2.5,49.95
南宁,SO2,15.04
南昌,AQI,75.64
南昌,CO,1.12
南昌,NO2,36.59
南昌,O3,29.9
南昌,PM10,83.66
南昌,PM2.5,53.33
南昌,SO2,23.24
南通,AQI,91.76
南通,CO,0.79
南通,NO2,48.91
南通,O3,58.19
南通,PM10,102.45
南通,PM2.5,65.61
南通,SO2,30.75
即墨,AQI,124.3
即墨,CO,1.28
即墨,NO2,40.73
即墨,O3,32.75
即墨,PM10,143.58
即墨,PM2.5,91.47
即墨,SO2,47.98
厦门,AQI,56.6
厦门,CO,0.75
厦门,NO2,37.81
厦门,O3,52.93
厦门,PM10,61.22
厦门,PM2.5,36.27
厦门,SO2,16.3
句容,AQI,98.82
句容,CO,1.03
句容,NO2,42.06
句容,O3,35.57
句容,PM10,83.74
句容,PM2.5,73.12
句容,SO2,33.33
台州,AQI,69.82
台州,CO,0.83
台州,NO2,28.4
