city,type,value
三亚,AQI,40.91
三亚,CO,0.69
三亚,NO2,16.32
三亚,O3,73.06
三亚,PM10,40.37
三亚,PM2.5,23.51
三亚,SO2,2.79
三门峡,AQI,96.21
三门峡,CO,1.81
三门峡,NO2,62.22
三门峡,O3,21.88
三门峡,PM10,98.35
三门峡,PM2.5,65.14
三门峡,SO2,92.06
上海,AQI,100.81
上海,CO,1.06
上海,NO2,69.69
上海,O3,26.93
上海,PM10,113.99
上海,PM2.5,71.65
上海,SO2,36.45
东莞,AQI,79.67
东莞,CO,1.09
东莞,NO2,49.77
东莞,O3,51.41
东莞,PM10,79.21
东莞,PM2.5,57.6
东莞,SO2,23.74
东营,AQI,129.11
东营,CO,1.53
东营,NO2,59.53
东营,O3,24.52
东营,PM10,152.56
东营,PM2.5,92.95
东营,SO2,96.32
中山,AQI,87.47
中山,CO,1.34
中山,NO2,39.15
中山,O3,25.58
中山,PM10,94.14
中山,PM2.5,64.26
中山,SO2,24.26
临安,AQI,96.58
临安,CO,0.89
临安,NO2,55.9
临安,O3,87.92
临安,PM10,120.4
临安,PM2.5,66.05
临安,SO2,28.6
临汾,AQI,82.64
临汾,CO,3.02
临汾,NO2,25.78
临汾,O3,28.16
临汾,PM10,72.38
临汾,PM2.5,59.23
临汾,SO2,122.64
临沂,AQI,173.6
临沂,CO,2.16
临沂,NO2,80.24
临沂,O3,19.06
临沂,PM10,224.55
临沂,PM2.5,131.84
临沂,SO2,91.55
丹东,AQI,90.61
丹东,CO,1.76
丹东,NO2,36.85
丹东,O3,23.65
丹东,PM10,104.89
丹东,PM2.5,62.59
丹东,SO2,84.35
丽水,AQI,88.6
丽水,CO,0.83
丽水,NO2,49.37
丽水,O3,40.62
丽水,PM10,99.2
丽水,PM2.5,63.63
丽水,SO2,27.41
义乌,AQI,112.61
义乌,CO,1.32
义乌,NO2,59.57
义乌,O3,20.65
义乌,PM10,142.54
义乌,PM2.5,83.39
义乌,SO2,45.61
乌鲁木齐,AQI,176.53
乌鲁木齐,CO,2.52
乌鲁木齐,NO2,71.72
乌鲁木齐,O3,7.99
乌鲁木齐,PM10,204.96
乌鲁木齐,PM2.5,137.06
乌鲁木齐,SO2,45.73
九江,AQI,57.27
九江,CO,1.0
九江,NO2,46.27
九江,O3,24.18
九江,PM10,62.91
九江,PM2.5,31.65
九江,SO2,70.3
乳山,AQI,101.12
乳山,CO,1.16
乳山,NO2,16.63
乳山,O3,30.64
乳山,PM10,90.61
乳山,PM2.5,75.7
乳山,SO2,35.18
云浮,AQI,55.7
云浮,CO,1.06
云浮,NO2,32.08
云浮,O3,34.62
云浮,PM10,66.52
云浮,PM2.5,29.09
云浮,SO2,40.16
佛山,AQI,81.35
佛山,CO,1.15
佛山,NO2,62.52
佛山,O3,32.5
佛山,PM10,86.69
佛山,PM2.5,58.65
佛山,SO2,35.96
保定,AQI,221.3
保定,CO,4.32
保定,NO2,78.44
保定,O3,26.58
保定,PM10,248.92
保定,PM2.5,181.7
保定,SO2,148.83
克拉玛依,AQI,82.49
克拉玛依,CO,1.81
克拉玛依,NO2,36.37
克拉玛依,O3,32.07
克拉玛依,PM10,100.6
克拉玛依,PM2.5,57.79
克拉玛依,SO2,8.51
兰州,AQI,119.66
兰州,CO,2.32
兰州,NO2,58.76
兰州,O3,24.95
兰州,PM10,148.58
兰州,PM2.5,82.97
兰州,SO2,42.72
包头,AQI,107.57
包头,CO,2.11
包头,NO2,48.76
包头,O3,25.92
包头,PM10,154.94
包头,PM2.5,58.64
包头,SO2,66.49
北京,AQI,89.23
北京,CO,1.6
北京,NO2,55.87
北京,O3,28.08
北京,PM10,97.91
北京,PM2.5,59.42
北京,SO2,29.41
北海,AQI,77.0
北海,CO,1.45
北海,NO2,24.47
北海,O3,71.42
北海,PM10,78.39
北海,PM2.5,55.67
北海,SO2,17.81
南京,AQI,100.19
南京,CO,1.08
南京,NO2,58.87
南京,O3,20.57
南京,PM10,137.78
南京,PM2.5,64.65
南京,SO2,30.49
南充,AQI,117.22
南充,CO,0.97
南充,NO2,48.8
南充,O3,25.0
南充,PM10,131.27
南充,PM2.5,87.23
南充,SO2,27.77
南宁,AQI,99.61
南宁,CO,1.07
南宁,NO2,51.78
南宁,O3,41.93
南宁,PM10,123.53
南宁,PM2.5,71.91
南宁,SO2,24.86
南昌,AQI,71.71
南昌,CO,0.96
南昌,NO2,38.36
南昌,O3,22.0
南昌,PM10,64.01
南昌,PM2.5,49.59
南昌,SO2,33.45
南通,AQI,108.97
南通,CO,1.08
南通,NO2,54.44
南通,O3,33.91
南通,PM10,135.92
南通,PM2.5,75.99
南通,SO2,51.89
即墨,AQI,110.83
即墨,CO,1.58
即墨,NO2,34.16
即墨,O3,19.88
即墨,PM10,134.21
即墨,PM2.5,78.23
即墨,SO2,81.42
厦门,AQI,65.58
厦门,CO,0.65
厦门,NO2,43.58
厦门,O3,47.52
厦门,PM10,71.38
厦门,PM2.5,44.29
厦门,SO2,16.8
句容,AQI,104.17
句容,CO,1.05
句容,NO2,39.37
句容,O3,24.77
句容,PM10,94.67
句容,PM2.5,75.54
句容,SO2,37.59
台州,AQI,85.71
台州,CO,0.94
台州,NO2,36.23
台州,O3,32.42
台州,PM10,104.11
台州,PM2.5,61.31
台州,SO2,17.7
合肥,AQI,96.65
合肥,CO,1.08
合肥,NO2,34.67
合肥,O3,20.42
合肥,PM10,100.42
合肥,PM2.5,69.18
合肥,SO2,28.51
吉林,AQI,105.64
吉林,CO,1.14
吉林,NO2,39.01
吉林,O3,41.21
吉林,PM10,108.04
吉林,PM2.5,74.72
吉林,SO2,42.03
吴江,AQI,107.66
吴江,CO,0.86
吴江,NO2,56.57
吴江,O3,22.99
吴江,PM10,132.54
吴江,PM2.5,76.4
吴江,SO2,38.41
呼和浩特,AQI,101.38
