city,type,value
三亚,AQI,26.27
三亚,CO,0.53
三亚,NO2,15.06
三亚,O3,43.89
三亚,PM10,25.36
三亚,PM2.5,11.67
三亚,SO2,2.65
三门峡,AQI,102.05
三门峡,CO,1.45
三门峡,NO2,26.84
三门峡,O3,101.52
三门峡,PM10,119.84
三门峡,PM2.5,69.94
三门峡,SO2,41.79
上海,AQI,62.3
上海,CO,0.72
上海,NO2,36.69
上海,O3,81.93
上海,PM10,58.97
上海,PM2.5,43.97
上海,SO2,11.36
东莞,AQI,46.41
东莞,CO,0.71
东莞,NO2,37.94
东莞,O3,59.46
东莞,PM10,43.6
东莞,PM2.5,28.7
东莞,SO2,13.68
东营,AQI,87.84
东营,CO,0.96
东营,NO2,27.46
东营,O3,115.72
东营,PM10,110.45
东营,PM2.5,55.6
东营,SO2,45.99
中山,AQI,39.71
中山,CO,0.8
中山,NO2,17.82
中山,O3,52.08
中山,PM10,38.09
中山,PM2.5,24.8
中山,SO2,8.37
临安,AQI,85.54
临安,CO,0.8
临安,NO2,25.03
临安,O3,82.68
临安,PM10,101.22
临安,PM2.5,58.47
临安,SO2,10.39
临汾,AQI,88.47
临汾,CO,1.75
临汾,NO2,36.78
临汾,O3,53.56
临汾,PM10,94.15
临汾,PM2.5,63.79
临汾,SO2,43.32
临沂,AQI,108.29
临沂,CO,1.36
临沂,NO2,47.13
临沂,O3,78.26
临沂,PM10,150.78
临沂,PM2.5,75.28
临沂,SO2,29.31
丹东,AQI,62.11
丹东,CO,1.3
丹东,NO2,25.0
丹东,O3,81.74
丹东,PM10,67.38
丹东,PM2.5,40.86
丹东,SO2,16.43
丽水,AQI,54.32
丽水,CO,0.62
丽水,NO2,23.74
丽水,O3,85.79
丽水,PM10,51.33
丽水,PM2.5,34.57
丽水,SO2,12.1
义乌,AQI,65.33
义乌,CO,0.97
义乌,NO2,35.59
义乌,O3,76.4
义乌,PM10,67.67
义乌,PM2.5,45.93
义乌,SO2,18.52
乌鲁木齐,AQI,77.82
乌鲁木齐,CO,0.54
乌鲁木齐,NO2,44.71
乌鲁木齐,O3,58.34
乌鲁木齐,PM10,104.75
乌鲁木齐,PM2.5,31.62
乌鲁木齐,SO2,13.48
九江,AQI,77.92
九江,CO,0.92
九江,NO2,23.04
九江,O3,71.09
九江,PM10,86.66
九江,PM2.5,53.96
九江,SO2,25.03
乳山,AQI,50.27
乳山,CO,0.55
乳山,NO2,10.05
乳山,O3,84.67
乳山,PM10,45.75
乳山,PM2.5,30.25
乳山,SO2,13.64
云浮,AQI,44.35
云浮,CO,0.91
云浮,NO2,18.47
云浮,O3,62.31
云浮,PM10,44.6
云浮,PM2.5,22.88
云浮,SO2,15.0
佛山,AQI,53.42
佛山,CO,0.87
佛山,NO2,37.8
佛山,O3,57.29
佛山,PM10,53.46
佛山,PM2.5,34.67
佛山,SO2,19.01
保定,AQI,109.88
保定,CO,1.2
保定,NO2,33.52
保定,O3,104.38
保定,PM10,136.47
保定,PM2.5,72.49
保定,SO2,37.07
克拉玛依,AQI,50.97
克拉玛依,CO,0.81
克拉玛依,NO2,16.99
克拉玛依,O3,99.7
克拉玛依,PM10,53.79
克拉玛依,PM2.5,26.15
克拉玛依,SO2,4.98
兰州,AQI,82.44
兰州,CO,1.23
兰州,NO2,33.59
兰州,O3,55.94
兰州,PM10,102.16
兰州,PM2.5,53.34
兰州,SO2,20.33
包头,AQI,77.74
包头,CO,0.88
包头,NO2,36.23
包头,O3,86.01
包头,PM10,103.32
包头,PM2.5,34.41
包头,SO2,28.2
北京,AQI,85.57
北京,CO,0.82
北京,NO2,42.78
北京,O3,97.32
北京,PM10,82.61
北京,PM2.5,56.5
北京,SO2,6.78
北海,AQI,42.04
北海,CO,1.2
北海,NO2,9.32
北海,O3,71.3
北海,PM10,43.6
北海,PM2.5,11.41
北海,SO2,10.34
南京,AQI,118.64
南京,CO,0.81
南京,NO2,46.17
南京,O3,87.01
南京,PM10,127.99
南京,PM2.5,89.28
南京,SO2,20.39
南充,AQI,72.27
南充,CO,0.69
南充,NO2,20.05
南充,O3,33.85
南充,PM10,76.08
南充,PM2.5,52.15
南充,SO2,19.17
南宁,AQI,53.26
南宁,CO,0.96
南宁,NO2,26.74
南宁,O3,54.14
南宁,PM10,59.06
南宁,PM2.5,30.83
南宁,SO2,11.71
南昌,AQI,69.12
南昌,CO,1.28
南昌,NO2,28.97
南昌,O3,71.65
南昌,PM10,77.91
南昌,PM2.5,46.57
南昌,SO2,24.3
南通,AQI,86.24
南通,CO,0.64
南通,NO2,30.26
南通,O3,81.92
南通,PM10,83.92
南通,PM2.5,63.38
南通,SO2,18.14
即墨,AQI,56.83
即墨,CO,0.54
即墨,NO2,27.71
即墨,O3,89.67
即墨,PM10,56.38
即墨,PM2.5,36.95
即墨,SO2,20.27
厦门,AQI,41.27
厦门,CO,0.58
厦门,NO2,21.94
厦门,O3,61.39
厦门,PM10,42.75
厦门,PM2.5,25.35
厦门,SO2,15.43
句容,AQI,113.32
句容,CO,0.8
句容,NO2,29.28
句容,O3,58.2
句容,PM10,106.47
句容,PM2.5,84.08
句容,SO2,21.88
台州,AQI,52.9
台州,CO,0.76
台州,NO2,18.31
台州,O3,74.67
台州,PM10,50.0
台州,PM2.5,36.45
