city,type,value
三亚,AQI,24.94
三亚,CO,0.52
三亚,NO2,14.62
三亚,O3,34.03
三亚,PM10,24.63
三亚,PM2.5,8.74
三亚,SO2,2.51
三门峡,AQI,81.43
三门峡,CO,0.85
三门峡,NO2,26.46
三门峡,O3,74.58
三门峡,PM10,100.01
三门峡,PM2.5,53.63
三门峡,SO2,24.1
上海,AQI,54.76
上海,CO,0.73
上海,NO2,34.71
上海,O3,73.36
上海,PM10,51.78
上海,PM2.5,37.33
上海,SO2,12.77
东莞,AQI,46.91
东莞,CO,0.75
东莞,NO2,27.97
东莞,O3,67.38
东莞,PM10,39.58
东莞,PM2.5,25.97
东莞,SO2,20.23
东营,AQI,92.99
东营,CO,1.28
东营,NO2,37.6
东营,O3,115.01
东营,PM10,117.25
东营,PM2.5,61.32
东营,SO2,57.48
中山,AQI,27.43
中山,CO,0.98
中山,NO2,15.54
中山,O3,44.14
中山,PM10,25.18
中山,PM2.5,14.74
中山,SO2,15.0
临安,AQI,59.92
临安,CO,0.87
临安,NO2,19.72
临安,O3,74.29
临安,PM10,65.05
临安,PM2.5,39.41
临安,SO2,11.92
临汾,AQI,65.49
临汾,CO,2.01
临汾,NO2,25.68
临汾,O3,52.0
临汾,PM10,65.14
临汾,PM2.5,46.13
临汾,SO2,34.71
临沂,AQI,96.21
临沂,CO,1.6
临沂,NO2,48.69
临沂,O3,66.48
临沂,PM10,140.54
临沂,PM2.5,56.17
临沂,SO2,46.43
丹东,AQI,53.66
丹东,CO,1.55
丹东,NO2,23.7
丹东,O3,66.57
丹东,PM10,55.08
丹东,PM2.5,33.9
丹东,SO2,19.59
丽水,AQI,45.49
丽水,CO,0.62
丽水,NO2,26.07
丽水,O3,57.46
丽水,PM10,43.99
丽水,PM2.5,28.75
丽水,SO2,13.36
义乌,AQI,59.14
义乌,CO,1.04
义乌,NO2,34.33
义乌,O3,70.0
义乌,PM10,61.62
义乌,PM2.5,40.15
义乌,SO2,26.86
乌鲁木齐,AQI,92.24
乌鲁木齐,CO,0.71
乌鲁木齐,NO2,51.26
乌鲁木齐,O3,52.18
乌鲁木齐,PM10,131.26
乌鲁木齐,PM2.5,33.82
乌鲁木齐,SO2,16.05
九江,AQI,59.22
九江,CO,0.58
九江,NO2,20.31
九江,O3,47.1
九江,PM10,70.53
九江,PM2.5,33.59
九江,SO2,19.99
乳山,AQI,63.53
乳山,CO,0.77
乳山,NO2,9.31
乳山,O3,89.14
乳山,PM10,49.52
乳山,PM2.5,42.67
乳山,SO2,17.21
云浮,AQI,38.84
云浮,CO,0.98
云浮,NO2,18.59
云浮,O3,36.92
云浮,PM10,37.67
云浮,PM2.5,23.77
云浮,SO2,22.18
佛山,AQI,39.27
佛山,CO,0.78
佛山,NO2,26.02
佛山,O3,51.6
佛山,PM10,37.71
佛山,PM2.5,22.94
佛山,SO2,21.32
保定,AQI,111.24
保定,CO,1.14
保定,NO2,33.04
保定,O3,107.36
保定,PM10,131.29
保定,PM2.5,75.9
保定,SO2,32.32
克拉玛依,AQI,58.09
克拉玛依,CO,1.51
克拉玛依,NO2,21.78
克拉玛依,O3,80.05
克拉玛依,PM10,65.09
克拉玛依,PM2.5,31.19
克拉玛依,SO2,6.68
兰州,AQI,75.77
兰州,CO,1.07
兰州,NO2,42.77
兰州,O3,48.55
兰州,PM10,96.51
兰州,PM2.5,46.28
兰州,SO2,19.1
包头,AQI,70.49
包头,CO,1.01
包头,NO2,40.81
包头,O3,73.27
包头,PM10,92.23
包头,PM2.5,33.51
包头,SO2,26.01
北京,AQI,94.54
北京,CO,0.86
北京,NO2,45.1
北京,O3,94.04
北京,PM10,94.36
北京,PM2.5,64.24
北京,SO2,5.68
北海,AQI,31.79
北海,CO,1.29
北海,NO2,12.11
北海,O3,58.48
北海,PM10,28.88
北海,PM2.5,6.14
北海,SO2,12.06
南京,AQI,60.27
南京,CO,0.76
南京,NO2,31.27
南京,O3,37.8
南京,PM10,59.79
南京,PM2.5,42.63
南京,SO2,11.14
南充,AQI,67.73
南充,CO,0.56
南充,NO2,26.78
南充,O3,55.7
南充,PM10,69.85
