date,hour,type,city,value
20140921,0,AQI,北京,243.0
20140921,0,PM2.5,北京,193.0
20140921,0,PM2.5_24h,北京,127.0
20140921,0,PM10,北京,213.0
20140921,0,PM10_24h,北京,171.0
20140921,0,SO2,北京,4.0
20140921,0,SO2_24h,北京,6.0
20140921,0,NO2,北京,87.0
20140921,0,NO2_24h,北京,58.0
20140921,0,O3,北京,36.0
20140921,0,O3_24h,北京,193.0
20140921,0,O3_8h,北京,106.0
20140921,0,O3_8h_24h,北京,162.0
20140921,0,CO,北京,1.84
20140921,0,CO_24h,北京,1.23
20140921,1,AQI,北京,240.0
20140921,1,PM2.5,北京,190.0
20140921,1,PM2.5_24h,北京,130.0
20140921,1,PM10,北京,209.0
20140921,1,PM10_24h,北京,175.0
20140921,1,SO2,北京,5.0
20140921,1,SO2_24h,北京,6.0
20140921,1,NO2,北京,77.0
20140921,1,NO2_24h,北京,57.0
20140921,1,O3,北京,31.0
20140921,1,O3_24h,北京,193.0
20140921,1,O3_8h,北京,85.0
20140921,1,O3_8h_24h,北京,162.0
20140921,1,CO,北京,1.75
20140921,1,CO_24h,北京,1.24
20140921,2,AQI,北京,225.0
20140921,2,PM2.5,北京,175.0
20140921,2,PM2.5_24h,北京,133.0
20140921,2,PM10,北京,179.0
20140921,2,PM10_24h,北京,174.0
20140921,2,SO2,北京,6.0
20140921,2,SO2_24h,北京,6.0
20140921,2,NO2,北京,50.0
20140921,2,NO2_24h,北京,56.0
20140921,2,O3,北京,33.0
20140921,2,O3_24h,北京,193.0
20140921,2,O3_8h,北京,69.0
20140921,2,O3_8h_24h,北京,162.0
20140921,2,CO,北京,1.58
20140921,2,CO_24h,北京,1.26
20140921,3,AQI,北京,201.0
20140921,3,PM2.5,北京,151.0
20140921,3,PM2.5_24h,北京,134.0
20140921,3,PM10,北京,115.0
20140921,3,PM10_24h,北京,173.0
20140921,3,SO2,北京,7.0
20140921,3,SO2_24h,北京,6.0
20140921,3,NO2,北京,47.0
20140921,3,NO2_24h,北京,56.0
20140921,3,O3,北京,32.0
20140921,3,O3_24h,北京,193.0
20140921,3,O3_8h,北京,53.0
20140921,3,O3_8h_24h,北京,162.0
20140921,3,CO,北京,1.79
20140921,3,CO_24h,北京,1.28
20140921,4,AQI,北京,181.0
20140921,4,PM2.5,北京,137.0
20140921,4,PM2.5_24h,北京,135.0
20140921,4,PM10,北京,115.0
20140921,4,PM10_24h,北京,172.0
20140921,4,SO2,北京,9.0
20140921,4,SO2_24h,北京,6.0
20140921,4,NO2,北京,47.0
20140921,4,NO2_24h,北京,55.0
20140921,4,O3,北京,30.0
20140921,4,O3_24h,北京,193.0
20140921,4,O3_8h,北京,43.0
20140921,4,O3_8h_24h,北京,162.0
20140921,4,CO,北京,1.89
20140921,4,CO_24h,北京,1.32
20140921,5,AQI,北京,149.0
