date,hour,type,city,value
20140602,0,AQI,北京,64.0
20140602,0,PM2.5,北京,46.0
20140602,0,PM2.5_24h,北京,45.0
20140602,0,PM10,北京,50.0
20140602,0,PM10_24h,北京,72.0
20140602,0,SO2,北京,2.0
20140602,0,SO2_24h,北京,3.0
20140602,0,NO2,北京,50.0
20140602,0,NO2_24h,北京,31.0
20140602,0,O3,北京,70.0
20140602,0,O3_24h,北京,190.0
20140602,0,O3_8h,北京,110.0
20140602,0,O3_8h_24h,北京,192.0
20140602,0,CO,北京,0.65
20140602,0,CO_24h,北京,0.7
20140602,1,AQI,北京,63.0
20140602,1,PM2.5,北京,45.0
20140602,1,PM2.5_24h,北京,44.0
20140602,1,PM10,北京,50.0
20140602,1,PM10_24h,北京,71.0
20140602,1,SO2,北京,2.0
20140602,1,SO2_24h,北京,3.0
20140602,1,NO2,北京,46.0
20140602,1,NO2_24h,北京,32.0
20140602,1,O3,北京,64.0
20140602,1,O3_24h,北京,190.0
20140602,1,O3_8h,北京,98.0
20140602,1,O3_8h_24h,北京,172.0
20140602,1,CO,北京,0.61
20140602,1,CO_24h,北京,0.7
20140602,2,AQI,北京,56.0
20140602,2,PM2.5,北京,40.0
20140602,2,PM2.5_24h,北京,44.0
20140602,2,PM10,北京,51.0
20140602,2,PM10_24h,北京,71.0
20140602,2,SO2,北京,2.0
20140602,2,SO2_24h,北京,3.0
20140602,2,NO2,北京,43.0
20140602,2,NO2_24h,北京,34.0
20140602,2,O3,北京,55.0
20140602,2,O3_24h,北京,175.0
20140602,2,O3_8h,北京,83.0
20140602,2,O3_8h_24h,北京,149.0
20140602,2,CO,北京,0.59
20140602,2,CO_24h,北京,0.69
20140602,3,AQI,北京,54.0
20140602,3,PM2.5,北京,38.0
20140602,3,PM2.5_24h,北京,44.0
20140602,3,PM10,北京,55.0
20140602,3,PM10_24h,北京,71.0
20140602,3,SO2,北京,2.0
20140602,3,SO2_24h,北京,3.0
20140602,3,NO2,北京,49.0
20140602,3,NO2_24h,北京,36.0
20140602,3,O3,北京,41.0
20140602,3,O3_24h,北京,175.0
20140602,3,O3_8h,北京,74.0
20140602,3,O3_8h_24h,北京,146.0
20140602,3,CO,北京,0.5
20140602,3,CO_24h,北京,0.69
20140602,5,AQI,北京,32.0
20140602,5,PM2.5,北京,17.0
20140602,5,PM2.5_24h,北京,43.0
20140602,5,PM10,北京,22.0
20140602,5,PM10_24h,北京,70.0
20140602,5,SO2,北京,2.0
20140602,5,SO2_24h,北京,3.0
20140602,5,NO2,北京,19.0
20140602,5,NO2_24h,北京,36.0
20140602,5,O3,北京,102.0
20140602,5,O3_24h,北京,175.0
20140602,5,O3_8h,北京,71.0
20140602,5,O3_8h_24h,北京,146.0
20140602,5,CO,北京,0.34
20140602,5,CO_24h,北京,0.69
20140602,6,AQI,北京,36.0
20140602,6,PM2.5,北京,19.0
20140602,6,PM2.5_24h,北京,41.0
20140602,6,PM10,北京,36.0
20140602,6,PM10_24h,北京,68.0
20140602,6,SO2,北京,2.0
20140602,6,SO2_24h,北京,3.0
20140602,6,NO2,北京,25.0
20140602,6,NO2_24h,北京,36.0
20140602,6,O3,北京,103.0
20140602,6,O3_24h,北京,182.0
20140602,6,O3_8h,北京,73.0
20140602,6,O3_8h_24h,北京,148.0
20140602,6,CO,北京,0.46
20140602,6,CO_24h,北京,0.66
20140602,7,AQI,北京,44.0
20140602,7,PM2.5,北京,18.0
20140602,7,PM2.5_24h,北京,40.0
20140602,7,PM10,北京,44.0
20140602,7,PM10_24h,北京,67.0
20140602,7,SO2,北京,2.0
20140602,7,SO2_24h,北京,3.0
20140602,7,NO2,北京,33.0
20140602,7,NO2_24h,北京,35.0
20140602,7,O3,北京,90.0
20140602,7,O3_24h,北京,182.0
20140602,7,O3_8h,北京,74.0
20140602,7,O3_8h_24h,北京,148.0
20140602,7,CO,北京,0.49
20140602,7,CO_24h,北京,0.65
20140602,8,AQI,北京,46.0
20140602,8,PM2.5,北京,20.0
20140602,8,PM2.5_24h,北京,39.0
20140602,8,PM10,北京,46.0
20140602,8,PM10_24h,北京,66.0
20140602,8,SO2,北京,2.0
20140602,8,SO2_24h,北京,3.0
20140602,8,NO2,北京,42.0
20140602,8,NO2_24h,北京,36.0
20140602,8,O3,北京,83.0
20140602,8,O3_24h,北京,182.0
20140602,8,O3_8h,北京,75.0
20140602,8,O3_8h_24h,北京,148.0
20140602,8,CO,北京,0.42
20140602,8,CO_24h,北京,0.65
20140602,9,AQI,北京,34.0
20140602,9,PM2.5,北京,19.0
20140602,9,PM2.5_24h,北京,38.0
20140602,9,PM10,北京,34.0
20140602,9,PM10_24h,北京,64.0
20140602,9,SO2,北京,2.0
20140602,9,SO2_24h,北京,3.0
20140602,9,NO2,北京,35.0
20140602,9,NO2_24h,北京,35.0
20140602,9,O3,北京,97.0
20140602,9,O3_24h,北京,182.0
20140602,9,O3_8h,北京,80.0
20140602,9,O3_8h_24h,北京,148.0
20140602,9,CO,北京,0.41
20140602,9,CO_24h,北京,0.64
20140602,10,AQI,北京,45.0
20140602,10,PM2.5,北京,19.0
20140602,10,PM2.5_24h,北京,38.0
20140602,10,PM10,北京,45.0
20140602,10,PM10_24h,北京,64.0
20140602,10,SO2,北京,2.0
20140602,10,SO2_24h,北京,3.0
20140602,10,NO2,北京,32.0
20140602,10,NO2_24h,北京,35.0
20140602,10,O3,北京,102.0
20140602,10,O3_24h,北京,182.0
20140602,10,O3_8h,北京,86.0
20140602,10,O3_8h_24h,北京,149.0
20140602,10,CO,北京,0.43
20140602,10,CO_24h,北京,0.63
20140602,11,AQI,北京,42.0
20140602,11,PM2.5,北京,22.0
20140602,11,PM2.5_24h,北京,37.0
20140602,11,PM10,北京,42.0
20140602,11,PM10_24h,北京,63.0
20140602,11,SO2,北京,2.0
20140602,11,SO2_24h,北京,3.0
20140602,11,NO2,北京,27.0
20140602,11,NO2_24h,北京,35.0
20140602,11,O3,北京,116.0
20140602,11,O3_24h,北京,182.0
20140602,11,O3_8h,北京,100.0
20140602,11,O3_8h_24h,北京,153.0
20140602,11,CO,北京,0.47
20140602,11,CO_24h,北京,0.63
20140602,12,PM2.5_24h,北京,38.0
20140602,12,PM10_24h,北京,65.0
20140602,12,SO2_24h,北京,3.0
20140602,12,NO2_24h,北京,36.0
20140602,12,O3_24h,北京,182.0
20140602,12,O3_8h,北京,100.0
20140602,12,O3_8h_24h,北京,153.0
20140602,12,CO_24h,北京,0.63
20140602,14,AQI,北京,44.0
20140602,14,PM2.5,北京,25.0
20140602,14,PM2.5_24h,北京,37.0
20140602,14,PM10,北京,39.0
20140602,14,PM10_24h,北京,63.0
20140602,14,SO2,北京,4.0
20140602,14,SO2_24h,北京,3.0
20140602,14,NO2,北京,19.0
20140602,14,NO2_24h,北京,35.0
20140602,14,O3,北京,141.0
20140602,14,O3_24h,北京,182.0
20140602,14,O3_8h,北京,107.0
20140602,14,O3_8h_24h,北京,153.0
20140602,14,CO,北京,0.5
20140602,14,CO_24h,北京,0.63
20140602,15,AQI,北京,47.0
20140602,15,PM2.5,北京,27.0
20140602,15,PM2.5_24h,北京,37.0
20140602,15,PM10,北京,41.0
20140602,15,PM10_24h,北京,62.0
20140602,15,SO2,北京,4.0
20140602,15,SO2_24h,北京,3.0
20140602,15,NO2,北京,17.0
20140602,15,NO2_24h,北京,35.0
20140602,15,O3,北京,149.0
20140602,15,O3_24h,北京,166.0
20140602,15,O3_8h,北京,115.0
20140602,15,O3_8h_24h,北京,153.0
20140602,15,CO,北京,0.46
20140602,15,CO_24h,北京,0.63
20140602,16,AQI,北京,49.0
20140602,16,PM2.5,北京,26.0
20140602,16,PM2.5_24h,北京,36.0
20140602,16,PM10,北京,45.0
20140602,16,PM10_24h,北京,59.0
20140602,16,SO2,北京,3.0
20140602,16,SO2_24h,北京,2.0
20140602,16,NO2,北京,16.0
20140602,16,NO2_24h,北京,34.0
20140602,16,O3,北京,158.0
20140602,16,O3_24h,北京,160.0
20140602,16,O3_8h,北京,129.0
20140602,16,O3_8h_24h,北京,153.0
20140602,16,CO,北京,0.44
20140602,16,CO_24h,北京,0.62
20140602,18,AQI,北京,54.0
20140602,18,PM2.5,北京,28.0
20140602,18,PM2.5_24h,北京,33.0
20140602,18,PM10,北京,43.0
20140602,18,PM10_24h,北京,46.0
20140602,18,SO2,北京,3.0
20140602,18,SO2_24h,北京,2.0
20140602,18,NO2,北京,18.0
20140602,18,NO2_24h,北京,34.0
20140602,18,O3,北京,163.0
20140602,18,O3_24h,北京,156.0
20140602,18,O3_8h,北京,145.0
20140602,18,O3_8h_24h,北京,153.0
20140602,18,CO,北京,0.43
20140602,18,CO_24h,北京,0.58
20140602,19,AQI,北京,49.0
20140602,19,PM2.5,北京,31.0
20140602,19,PM2.5_24h,北京,33.0
20140602,19,PM10,北京,48.0
20140602,19,PM10_24h,北京,45.0
20140602,19,SO2,北京,3.0
20140602,19,SO2_24h,北京,2.0
20140602,19,NO2,北京,21.0
20140602,19,NO2_24h,北京,33.0
20140602,19,O3,北京,156.0
20140602,19,O3_24h,北京,156.0
20140602,19,O3_8h,北京,153.0
20140602,19,O3_8h_24h,北京,150.0
20140602,19,CO,北京,0.46
20140602,19,CO_24h,北京,0.57
20140602,20,AQI,北京,62.0
20140602,20,PM2.5,北京,33.0
20140602,20,PM2.5_24h,北京,32.0
20140602,20,PM10,北京,73.0
20140602,20,PM10_24h,北京,47.0
20140602,20,SO2,北京,3.0
20140602,20,SO2_24h,北京,3.0
20140602,20,NO2,北京,32.0
20140602,20,NO2_24h,北京,32.0
20140602,20,O3,北京,135.0
20140602,20,O3_24h,北京,158.0
20140602,20,O3_8h,北京,150.0
20140602,20,O3_8h_24h,北京,148.0
20140602,20,CO,北京,0.53
20140602,20,CO_24h,北京,0.55
20140602,21,AQI,北京,61.0
20140602,21,PM2.5,北京,40.0
20140602,21,PM2.5_24h,北京,32.0
20140602,21,PM10,北京,71.0
20140602,21,PM10_24h,北京,48.0
20140602,21,SO2,北京,2.0
20140602,21,SO2_24h,北京,3.0
20140602,21,NO2,北京,48.0
20140602,21,NO2_24h,北京,32.0
20140602,21,O3,北京,103.0
20140602,21,O3_24h,北京,158.0
20140602,21,O3_8h,北京,146.0
