date,hour,type,city,value
20141223,0,AQI,北京,140.0
20141223,0,PM2.5,北京,107.0
20141223,0,PM2.5_24h,北京,77.0
20141223,0,PM10,北京,142.0
20141223,0,PM10_24h,北京,122.0
20141223,0,SO2,北京,54.0
20141223,0,SO2_24h,北京,42.0
20141223,0,NO2,北京,85.0
20141223,0,NO2_24h,北京,80.0
20141223,0,O3,北京,9.0
20141223,0,O3_24h,北京,44.0
20141223,0,O3_8h,北京,9.0
20141223,0,O3_8h_24h,北京,26.0
20141223,0,CO,北京,2.81
20141223,0,CO_24h,北京,2.24
20141223,1,AQI,北京,138.0
20141223,1,PM2.5,北京,105.0
20141223,1,PM2.5_24h,北京,79.0
20141223,1,PM10,北京,143.0
20141223,1,PM10_24h,北京,124.0
20141223,1,SO2,北京,58.0
20141223,1,SO2_24h,北京,45.0
20141223,1,NO2,北京,86.0
20141223,1,NO2_24h,北京,80.0
20141223,1,O3,北京,9.0
20141223,1,O3_24h,北京,42.0
20141223,1,O3_8h,北京,8.0
20141223,1,O3_8h_24h,北京,25.0
20141223,1,CO,北京,3.03
20141223,1,CO_24h,北京,2.32
20141223,2,AQI,北京,157.0
20141223,2,PM2.5,北京,120.0
20141223,2,PM2.5_24h,北京,81.0
20141223,2,PM10,北京,180.0
20141223,2,PM10_24h,北京,132.0
20141223,2,SO2,北京,59.0
20141223,2,SO2_24h,北京,46.0
20141223,2,NO2,北京,93.0
20141223,2,NO2_24h,北京,81.0
20141223,2,O3,北京,8.0
20141223,2,O3_24h,北京,42.0
20141223,2,O3_8h,北京,8.0
20141223,2,O3_8h_24h,北京,25.0
20141223,2,CO,北京,4.21
20141223,2,CO_24h,北京,2.51
20141223,3,AQI,北京,156.0
20141223,3,PM2.5,北京,119.0
20141223,3,PM2.5_24h,北京,83.0
20141223,3,PM10,北京,157.0
20141223,3,PM10_24h,北京,127.0
20141223,3,SO2,北京,48.0
20141223,3,SO2_24h,北京,44.0
20141223,3,NO2,北京,90.0
20141223,3,NO2_24h,北京,82.0
20141223,3,O3,北京,6.0
20141223,3,O3_24h,北京,41.0
20141223,3,O3_8h,北京,8.0
20141223,3,O3_8h_24h,北京,25.0
20141223,3,CO,北京,4.12
20141223,3,CO_24h,北京,2.6
20141223,4,AQI,北京,140.0
20141223,4,PM2.5,北京,107.0
20141223,4,PM2.5_24h,北京,84.0
20141223,4,PM10,北京,155.0
20141223,4,PM10_24h,北京,129.0
20141223,4,SO2,北京,44.0
20141223,4,SO2_24h,北京,44.0
20141223,4,NO2,北京,92.0
20141223,4,NO2_24h,北京,87.0
20141223,4,O3,北京,7.0
20141223,4,O3_24h,北京,41.0
20141223,4,O3_8h,北京,8.0
20141223,4,O3_8h_24h,北京,25.0
20141223,4,CO,北京,3.69
20141223,4,CO_24h,北京,2.55
20141223,5,AQI,北京,126.0
20141223,5,PM2.5,北京,96.0
20141223,5,PM2.5_24h,北京,85.0
20141223,5,PM10,北京,126.0
20141223,5,PM10_24h,北京,129.0
20141223,5,SO2,北京,46.0
20141223,5,SO2_24h,北京,44.0
20141223,5,NO2,北京,86.0
20141223,5,NO2_24h,北京,88.0
20141223,5,O3,北京,6.0
20141223,5,O3_24h,北京,42.0
20141223,5,O3_8h,北京,8.0
20141223,5,O3_8h_24h,北京,25.0
20141223,5,CO,北京,3.34
20141223,5,CO_24h,北京,2.6
20141223,6,AQI,北京,98.0
20141223,6,PM2.5,北京,73.0
20141223,6,PM2.5_24h,北京,84.0
20141223,6,PM10,北京,101.0
20141223,6,PM10_24h,北京,128.0
20141223,6,SO2,北京,45.0
20141223,6,SO2_24h,北京,44.0
20141223,6,NO2,北京,76.0
