city,type,value
七台河,AQI,47.83
七台河,CO,0.65
七台河,NO2,25.57
七台河,O3,66.87
七台河,PM10,47.48
七台河,PM2.5,29.87
七台河,SO2,9.13
三亚,AQI,26.23
三亚,CO,0.58
三亚,NO2,7.19
三亚,O3,44.1
三亚,PM10,27.25
三亚,PM2.5,15.95
三亚,SO2,3.0
三明,AQI,60.35
三明,CO,1.37
三明,NO2,30.3
三明,O3,33.04
三明,PM10,61.22
三明,PM2.5,42.04
三明,SO2,13.3
三门峡,AQI,107.65
三门峡,CO,0.85
三门峡,NO2,47.09
三门峡,O3,66.17
三门峡,PM10,164.61
三门峡,PM2.5,54.13
三门峡,SO2,11.83
上海,AQI,86.09
上海,CO,1.02
上海,NO2,76.78
上海,O3,40.83
上海,PM10,72.46
上海,PM2.5,63.65
上海,SO2,7.22
上饶,AQI,59.26
上饶,CO,1.17
上饶,NO2,25.35
上饶,O3,14.57
上饶,PM10,73.17
上饶,PM2.5,35.0
上饶,SO2,19.13
东莞,AQI,50.09
东莞,CO,0.83
东莞,NO2,42.35
东莞,O3,34.26
东莞,PM10,51.43
东莞,PM2.5,32.7
东莞,SO2,8.13
东营,AQI,41.65
东营,CO,0.28
东营,NO2,12.3
东营,O3,83.78
东营,PM10,43.09
东营,PM2.5,11.7
东营,SO2,5.7
中卫,AQI,126.87
中卫,CO,0.47
中卫,NO2,9.83
中卫,O3,88.74
中卫,PM10,176.17
中卫,PM2.5,41.13
中卫,SO2,8.48
中山,AQI,42.35
中山,CO,0.55
中山,NO2,18.3
中山,O3,47.09
中山,PM10,40.29
中山,PM2.5,26.17
中山,SO2,5.39
临夏州,AQI,122.13
临夏州,CO,0.84
临夏州,NO2,25.39
临夏州,O3,61.26
临夏州,PM10,193.87
临夏州,PM2.5,70.83
临夏州,SO2,12.09
临安,AQI,48.57
临安,CO,0.6
临安,NO2,32.48
临安,O3,65.48
临安,PM10,46.57
临安,PM2.5,33.09
临安,SO2,3.7
临汾,AQI,107.52
临汾,CO,0.9
临汾,NO2,37.22
临汾,O3,57.87
临汾,PM10,164.61
临汾,PM2.5,42.26
临汾,SO2,12.26
临沂,AQI,86.22
临沂,CO,0.69
临沂,NO2,35.04
临沂,O3,74.65
临沂,PM10,111.04
临沂,PM2.5,47.09
临沂,SO2,15.61
临沧,AQI,56.26
临沧,CO,0.88
临沧,NO2,12.83
临沧,O3,94.13
临沧,PM10,48.39
临沧,PM2.5,39.83
临沧,SO2,11.91
丹东,AQI,37.09
丹东,CO,0.56
丹东,NO2,16.13
丹东,O3,73.7
丹东,PM10,36.61
丹东,PM2.5,16.3
丹东,SO2,16.35
丽水,AQI,42.87
丽水,CO,0.83
丽水,NO2,28.3
丽水,O3,42.74
丽水,PM10,37.91
丽水,PM2.5,27.35
丽水,SO2,7.22
丽江,AQI,40.43
丽江,CO,0.63
丽江,NO2,8.82
丽江,O3,87.61
丽江,PM10,40.35
丽江,PM2.5,7.83
丽江,SO2,6.77
义乌,AQI,35.22
义乌,CO,0.7
义乌,NO2,39.26
义乌,O3,39.61
义乌,PM10,35.0
义乌,PM2.5,21.26
义乌,SO2,6.91
乌兰察布,AQI,30.39
乌兰察布,CO,0.32
乌兰察布,NO2,12.96
乌兰察布,O3,86.91
乌兰察布,PM10,21.28
乌兰察布,PM2.5,13.83
乌兰察布,SO2,19.96
乌海,AQI,56.78
乌海,CO,0.41
乌海,NO2,6.7
乌海,O3,85.13
乌海,PM10,68.91
乌海,PM2.5,21.65
乌海,SO2,5.83
乌鲁木齐,AQI,54.35
乌鲁木齐,CO,0.83
乌鲁木齐,NO2,41.52
乌鲁木齐,O3,55.3
乌鲁木齐,PM10,63.3
乌鲁木齐,PM2.5,19.48
乌鲁木齐,SO2,9.83
乐山,AQI,70.74
乐山,CO,0.65
乐山,NO2,37.26
乐山,O3,71.74
乐山,PM10,68.09
乐山,PM2.5,49.96
乐山,SO2,9.61
九江,AQI,70.09
九江,CO,0.66
九江,NO2,47.52
九江,O3,14.13
九江,PM10,56.26
九江,PM2.5,50.91
九江,SO2,8.39
乳山,AQI,43.48
乳山,CO,0.54
乳山,NO2,14.74
乳山,O3,77.39
乳山,PM10,47.65
乳山,PM2.5,10.74
乳山,SO2,6.04
云浮,AQI,53.13
云浮,CO,0.95
云浮,NO2,27.87
云浮,O3,22.17
云浮,PM10,57.57
云浮,PM2.5,29.26
云浮,SO2,7.78
五家渠,AQI,44.73
五家渠,CO,1.22
五家渠,NO2,23.5
五家渠,O3,40.77
五家渠,PM10,45.18
五家渠,PM2.5,19.59
五家渠,SO2,7.27
亳州,AQI,100.87
亳州,CO,0.56
亳州,NO2,30.96
亳州,O3,68.43
亳州,PM10,118.0
亳州,PM2.5,74.0
亳州,SO2,7.17
伊春,AQI,28.57
伊春,CO,0.37
伊春,NO2,10.57
伊春,O3,62.61
伊春,PM10,25.65
伊春,PM2.5,15.48
伊春,SO2,5.91
伊犁哈萨克州,AQI,63.91
伊犁哈萨克州,CO,1.0
伊犁哈萨克州,NO2,32.77
伊犁哈萨克州,O3,53.23
伊犁哈萨克州,PM10,81.14
伊犁哈萨克州,PM2.5,37.68
伊犁哈萨克州,SO2,14.27
佛山,AQI,58.0
佛山,CO,0.82
佛山,NO2,45.48
佛山,O3,36.83
佛山,PM10,65.57
佛山,PM2.5,35.0
佛山,SO2,9.39
佳木斯,AQI,41.96
佳木斯,CO,0.49
佳木斯,NO2,21.48
佳木斯,O3,57.61
佳木斯,PM10,36.04
佳木斯,PM2.5,28.96
佳木斯,SO2,8.0
保定,AQI,47.35
保定,CO,0.3
保定,NO2,17.09
保定,O3,70.96
保定,PM10,48.91
保定,PM2.5,19.83
保定,SO2,13.04
保山,AQI,46.35
保山,CO,0.59
保山,NO2,16.61
保山,O3,75.0
保山,PM10,44.52
保山,PM2.5,30.78
保山,SO2,5.26
信阳,AQI,78.17
信阳,CO,0.68
信阳,NO2,27.39
信阳,O3,61.7
信阳,PM10,86.87
信阳,PM2.5,57.26
信阳,SO2,5.74
克州,AQI,119.09
克州,CO,1.77
克州,NO2,14.52
克州,O3,64.39
克州,PM10,187.83
克州,PM2.5,43.74
克州,SO2,6.09
克拉玛依,AQI,44.26
克拉玛依,CO,0.45
克拉玛依,NO2,17.43
克拉玛依,O3,72.09
克拉玛依,PM10,45.7
克拉玛依,PM2.5,12.39
克拉玛依,SO2,6.22
六安,AQI,60.09
六安,CO,0.71
六安,NO2,50.61
六安,O3,26.57
六安,PM10,70.09
六安,PM2.5,39.61
六安,SO2,10.0
六盘水,AQI,58.74
六盘水,CO,0.65
六盘水,NO2,21.52
六盘水,O3,91.22
六盘水,PM10,63.3
六盘水,PM2.5,39.48
六盘水,SO2,11.52
兰州,AQI,174.52
兰州,CO,0.65
兰州,NO2,50.13
兰州,O3,63.09
兰州,PM10,280.83
兰州,PM2.5,67.13
兰州,SO2,11.22
兴安盟,AQI,34.96
兴安盟,CO,0.26
兴安盟,NO2,7.78
兴安盟,O3,74.61
兴安盟,PM10,33.7
兴安盟,PM2.5,19.13
兴安盟,SO2,4.04
内江,AQI,81.26
内江,CO,0.78
内江,NO2,42.78
内江,O3,80.39
内江,PM10,88.22
内江,PM2.5,58.7
内江,SO2,14.96
凉山州,AQI,39.09
凉山州,CO,0.73
凉山州,NO2,13.22
凉山州,O3,104.83
凉山州,PM10,37.57
凉山州,PM2.5,23.26
凉山州,SO2,12.35
包头,AQI,39.74
包头,CO,0.51
包头,NO2,14.57
包头,O3,77.3
包头,PM10,38.35
包头,PM2.5,17.17
包头,SO2,9.17
北京,AQI,58.52
北京,CO,0.55
北京,NO2,27.65
北京,O3,54.13
北京,PM10,66.91
北京,PM2.5,24.09
北京,SO2,7.04
北海,AQI,36.96
北海,CO,0.73
北海,NO2,12.96
北海,O3,58.13
北海,PM10,37.65
北海,PM2.5,18.52
北海,SO2,6.17
十堰,AQI,58.78
十堰,CO,0.7
十堰,NO2,21.0
十堰,O3,75.35
十堰,PM10,69.04
十堰,PM2.5,31.52
十堰,SO2,9.65
南京,AQI,88.87
南京,CO,0.93
南京,NO2,54.87
南京,O3,44.52
南京,PM10,99.61
南京,PM2.5,64.78
南京,SO2,13.26
南充,AQI,86.48
南充,CO,0.99
南充,NO2,42.83
南充,O3,52.04
南充,PM10,98.09
南充,PM2.5,63.0
南充,SO2,5.0
南宁,AQI,53.91
南宁,CO,0.88
南宁,NO2,37.74
南宁,O3,15.83
南宁,PM10,58.17
南宁,PM2.5,33.57
南宁,SO2,7.22
南平,AQI,52.13
