city,type,value
七台河,AQI,100.32
七台河,CO,0.78
七台河,NO2,37.19
七台河,O3,52.42
七台河,PM10,114.81
七台河,PM2.5,73.26
七台河,SO2,19.32
三亚,AQI,25.1
三亚,CO,0.43
三亚,NO2,6.24
三亚,O3,49.88
三亚,PM10,24.75
三亚,PM2.5,13.9
三亚,SO2,3.69
三明,AQI,28.92
三明,CO,0.99
三明,NO2,14.84
三明,O3,22.32
三明,PM10,27.49
三明,PM2.5,18.2
三明,SO2,9.05
三门峡,AQI,139.32
三门峡,CO,1.22
三门峡,NO2,30.56
三门峡,O3,52.39
三门峡,PM10,137.38
三门峡,PM2.5,102.89
三门峡,SO2,12.37
上海,AQI,60.94
上海,CO,0.72
上海,NO2,35.39
上海,O3,63.11
上海,PM10,51.96
上海,PM2.5,40.77
上海,SO2,6.26
上饶,AQI,38.01
上饶,CO,0.94
上饶,NO2,15.42
上饶,O3,36.16
上饶,PM10,39.66
上饶,PM2.5,24.05
上饶,SO2,7.46
东莞,AQI,39.2
东莞,CO,0.79
东莞,NO2,26.12
东莞,O3,41.9
东莞,PM10,34.05
东莞,PM2.5,27.03
东莞,SO2,7.13
东营,AQI,103.39
东营,CO,0.89
东营,NO2,34.99
东营,O3,53.28
东营,PM10,112.77
东营,PM2.5,73.84
东营,SO2,19.6
中卫,AQI,88.77
中卫,CO,0.81
中卫,NO2,24.01
中卫,O3,63.11
中卫,PM10,111.54
中卫,PM2.5,46.91
中卫,SO2,16.82
中山,AQI,35.98
中山,CO,0.8
中山,NO2,23.0
中山,O3,37.11
中山,PM10,34.9
中山,PM2.5,23.11
中山,SO2,5.31
临夏州,AQI,58.97
临夏州,CO,1.13
临夏州,NO2,21.53
临夏州,O3,55.37
临夏州,PM10,71.89
临夏州,PM2.5,29.76
临夏州,SO2,20.63
临安,AQI,58.47
临安,CO,1.2
临安,NO2,14.26
临安,O3,20.81
临安,PM10,64.05
临安,PM2.5,41.33
临安,SO2,3.38
临汾,AQI,147.25
临汾,CO,2.1
临汾,NO2,39.55
临汾,O3,54.95
临汾,PM10,157.33
临汾,PM2.5,109.68
临汾,SO2,56.11
临沂,AQI,137.42
临沂,CO,1.05
临沂,NO2,43.26
临沂,O3,44.98
临沂,PM10,155.41
