date,hour,type,city,value
20190921,0,AQI,北京,73.0
20190921,0,PM2.5,北京,53.0
20190921,0,PM2.5_24h,北京,37.0
20190921,0,PM10,北京,85.0
20190921,0,PM10_24h,北京,70.0
20190921,0,SO2,北京,2.0
20190921,0,SO2_24h,北京,3.0
20190921,0,NO2,北京,69.0
20190921,0,NO2_24h,北京,41.0
20190921,0,O3,北京,26.0
20190921,0,O3_24h,北京,152.0
20190921,0,O3_8h,北京,84.0
20190921,0,O3_8h_24h,北京,128.0
20190921,0,CO,北京,0.97
20190921,0,CO_24h,北京,0.68
20190921,1,AQI,北京,83.0
20190921,1,PM2.5,北京,61.0
20190921,1,PM2.5_24h,北京,38.0
20190921,1,PM10,北京,82.0
20190921,1,PM10_24h,北京,71.0
20190921,1,SO2,北京,2.0
20190921,1,SO2_24h,北京,3.0
20190921,1,NO2,北京,67.0
20190921,1,NO2_24h,北京,42.0
20190921,1,O3,北京,28.0
20190921,1,O3_24h,北京,152.0
20190921,1,O3_8h,北京,28.0
20190921,1,O3_8h_24h,北京,28.0
20190921,1,CO,北京,0.94
20190921,1,CO_24h,北京,0.69
20190921,2,AQI,北京,75.0
20190921,2,PM2.5,北京,55.0
20190921,2,PM2.5_24h,北京,40.0
20190921,2,PM10,北京,78.0
20190921,2,PM10_24h,北京,72.0
20190921,2,SO2,北京,2.0
20190921,2,SO2_24h,北京,2.0
20190921,2,NO2,北京,64.0
20190921,2,NO2_24h,北京,43.0
20190921,2,O3,北京,37.0
20190921,2,O3_24h,北京,152.0
20190921,2,O3_8h,北京,32.0
20190921,2,O3_8h_24h,北京,30.0
20190921,2,CO,北京,0.89
20190921,2,CO_24h,北京,0.7
20190921,3,AQI,北京,80.0
20190921,3,PM2.5,北京,59.0
20190921,3,PM2.5_24h,北京,41.0
20190921,3,PM10,北京,76.0
20190921,3,PM10_24h,北京,72.0
20190921,3,SO2,北京,2.0
20190921,3,SO2_24h,北京,2.0
20190921,3,NO2,北京,65.0
20190921,3,NO2_24h,北京,44.0
20190921,3,O3,北京,26.0
20190921,3,O3_24h,北京,152.0
20190921,3,O3_8h,北京,29.0
20190921,3,O3_8h_24h,北京,30.0
20190921,3,CO,北京,0.85
20190921,3,CO_24h,北京,0.71
20190921,16,AQI,北京,84.0
20190921,16,PM2.5,北京,32.0
20190921,16,PM2.5_24h,北京,44.0
20190921,16,PM10,北京,60.0
20190921,16,PM10_24h,北京,67.0
20190921,16,SO2,北京,4.0
20190921,16,SO2_24h,北京,3.0
20190921,16,NO2,北京,16.0
20190921,16,NO2_24h,北京,42.0
20190921,16,O3,北京,187.0
20190921,16,O3_24h,北京,189.0
20190921,16,O3_8h,北京,118.0
20190921,16,O3_8h_24h,北京,118.0
20190921,16,CO,北京,0.61
20190921,16,CO_24h,北京,0.69
20190921,0,AQI,天津,111.0
20190921,0,PM2.5,天津,84.0
20190921,0,PM2.5_24h,天津,53.0
20190921,0,PM10,天津,126.0
20190921,0,PM10_24h,天津,101.0
20190921,0,SO2,天津,11.0
20190921,0,SO2_24h,天津,13.0
20190921,0,NO2,天津,81.0
20190921,0,NO2_24h,天津,63.0
20190921,0,O3,天津,9.0
20190921,0,O3_24h,天津,155.0
20190921,0,O3_8h,天津,62.0
20190921,0,O3_8h_24h,天津,110.0
20190921,0,CO,天津,1.31
20190921,0,CO_24h,天津,1.13
20190921,1,AQI,天津,113.0
20190921,1,PM2.5,天津,85.0
20190921,1,PM2.5_24h,天津,56.0
20190921,1,PM10,天津,120.0
20190921,1,PM10_24h,天津,103.0
20190921,1,SO2,天津,10.0
20190921,1,SO2_24h,天津,13.0
20190921,1,NO2,天津,79.0
20190921,1,NO2_24h,天津,64.0
20190921,1,O3,天津,6.0
20190921,1,O3_24h,天津,155.0
20190921,1,O3_8h,天津,6.0
20190921,1,O3_8h_24h,天津,6.0
20190921,1,CO,天津,1.34
20190921,1,CO_24h,天津,1.15
20190921,2,AQI,天津,113.0
20190921,2,PM2.5,天津,85.0
20190921,2,PM2.5_24h,天津,58.0
20190921,2,PM10,天津,118.0
20190921,2,PM10_24h,天津,106.0
20190921,2,SO2,天津,10.0
20190921,2,SO2_24h,天津,13.0
20190921,2,NO2,天津,75.0
20190921,2,NO2_24h,天津,64.0
20190921,2,O3,天津,5.0
20190921,2,O3_24h,天津,155.0
20190921,2,O3_8h,天津,5.0
20190921,2,O3_8h_24h,天津,6.0
20190921,2,CO,天津,1.32
20190921,2,CO_24h,天津,1.19
20190921,3,AQI,天津,114.0
20190921,3,PM2.5,天津,86.0
20190921,3,PM2.5_24h,天津,61.0
20190921,3,PM10,天津,115.0
20190921,3,PM10_24h,天津,108.0
20190921,3,SO2,天津,9.0
20190921,3,SO2_24h,天津,13.0
20190921,3,NO2,天津,74.0
20190921,3,NO2_24h,天津,65.0
20190921,3,O3,天津,3.0
20190921,3,O3_24h,天津,155.0
20190921,3,O3_8h,天津,5.0
20190921,3,O3_8h_24h,天津,6.0
20190921,3,CO,天津,1.34
20190921,3,CO_24h,天津,1.21
20190921,16,AQI,天津,103.0
20190921,16,PM2.5,天津,57.0
20190921,16,PM2.5_24h,天津,83.0
20190921,16,PM10,天津,69.0
20190921,16,PM10_24h,天津,116.0
20190921,16,SO2,天津,17.0
20190921,16,SO2_24h,天津,14.0
20190921,16,NO2,天津,20.0
20190921,16,NO2_24h,天津,60.0
20190921,16,O3,天津,206.0
20190921,16,O3_24h,天津,210.0
20190921,16,O3_8h,天津,138.0
20190921,16,O3_8h_24h,天津,138.0
20190921,16,CO,天津,1.42
20190921,16,CO_24h,天津,1.39
20190921,0,AQI,石家庄,76.0
20190921,0,PM2.5,石家庄,37.0
20190921,0,PM2.5_24h,石家庄,29.0
20190921,0,PM10,石家庄,101.0
20190921,0,PM10_24h,石家庄,71.0
20190921,0,SO2,石家庄,12.0
20190921,0,SO2_24h,石家庄,14.0
20190921,0,NO2,石家庄,76.0
20190921,0,NO2_24h,石家庄,58.0
20190921,0,O3,石家庄,3.0
20190921,0,O3_24h,石家庄,67.0
20190921,0,O3_8h,石家庄,6.0
20190921,0,O3_8h_24h,石家庄,42.0
20190921,0,CO,石家庄,1.01
20190921,0,CO_24h,石家庄,0.81
20190921,1,AQI,石家庄,71.0
20190921,1,PM2.5,石家庄,33.0
20190921,1,PM2.5_24h,石家庄,29.0
20190921,1,PM10,石家庄,91.0
20190921,1,PM10_24h,石家庄,72.0
20190921,1,SO2,石家庄,11.0
20190921,1,SO2_24h,石家庄,14.0
20190921,1,NO2,石家庄,74.0
20190921,1,NO2_24h,石家庄,59.0
20190921,1,O3,石家庄,3.0
20190921,1,O3_24h,石家庄,67.0
20190921,1,O3_8h,石家庄,3.0
20190921,1,O3_8h_24h,石家庄,3.0
20190921,1,CO,石家庄,0.94
20190921,1,CO_24h,石家庄,0.83
20190921,2,AQI,石家庄,66.0
20190921,2,PM2.5,石家庄,31.0
