date,hour,type,city,value
20190822,3,AQI,北京,33.0
20190822,3,PM2.5,北京,15.0
20190822,3,PM2.5_24h,北京,22.0
20190822,3,PM10,北京,33.0
20190822,3,PM10_24h,北京,26.0
20190822,3,SO2,北京,3.0
20190822,3,SO2_24h,北京,4.0
20190822,3,NO2,北京,49.0
20190822,3,NO2_24h,北京,27.0
20190822,3,O3,北京,27.0
20190822,3,O3_24h,北京,102.0
20190822,3,O3_8h,北京,15.0
20190822,3,O3_8h_24h,北京,20.0
20190822,3,CO,北京,0.57
20190822,3,CO_24h,北京,0.55
20190822,14,AQI,北京,25.0
20190822,14,PM2.5,北京,11.0
20190822,14,PM2.5_24h,北京,15.0
20190822,14,PM10,北京,12.0
20190822,14,PM10_24h,北京,29.0
20190822,14,SO2,北京,3.0
20190822,14,SO2_24h,北京,4.0
20190822,14,NO2,北京,12.0
20190822,14,NO2_24h,北京,32.0
20190822,14,O3,北京,79.0
20190822,14,O3_24h,北京,101.0
20190822,14,O3_8h,北京,44.0
20190822,14,O3_8h_24h,北京,44.0
20190822,14,CO,北京,0.43
20190822,14,CO_24h,北京,0.55
20190822,15,AQI,北京,25.0
20190822,15,PM2.5,北京,11.0
20190822,15,PM2.5_24h,北京,15.0
20190822,15,PM10,北京,18.0
20190822,15,PM10_24h,北京,29.0
20190822,15,SO2,北京,2.0
20190822,15,SO2_24h,北京,4.0
20190822,15,NO2,北京,12.0
20190822,15,NO2_24h,北京,32.0
20190822,15,O3,北京,80.0
20190822,15,O3_24h,北京,100.0
20190822,15,O3_8h,北京,52.0
20190822,15,O3_8h_24h,北京,52.0
20190822,15,CO,北京,0.45
20190822,15,CO_24h,北京,0.55
20190822,16,AQI,北京,27.0
20190822,16,PM2.5,北京,8.0
20190822,16,PM2.5_24h,北京,15.0
20190822,16,PM10,北京,20.0
20190822,16,PM10_24h,北京,30.0
20190822,16,SO2,北京,2.0
20190822,16,SO2_24h,北京,3.0
20190822,16,NO2,北京,12.0
20190822,16,NO2_24h,北京,32.0
20190822,16,O3,北京,86.0
20190822,16,O3_24h,北京,100.0
20190822,16,O3_8h,北京,61.0
20190822,16,O3_8h_24h,北京,61.0
20190822,16,CO,北京,0.44
20190822,16,CO_24h,北京,0.55
20190822,20,AQI,北京,43.0
20190822,20,PM2.5,北京,16.0
20190822,20,PM2.5_24h,北京,14.0
20190822,20,PM10,北京,43.0
20190822,20,PM10_24h,北京,31.0
20190822,20,SO2,北京,3.0
20190822,20,SO2_24h,北京,3.0
20190822,20,NO2,北京,41.0
20190822,20,NO2_24h,北京,33.0
20190822,20,O3,北京,47.0
20190822,20,O3_24h,北京,95.0
20190822,20,O3_8h,北京,80.0
20190822,20,O3_8h_24h,北京,83.0
20190822,20,CO,北京,0.56
20190822,20,CO_24h,北京,0.55
20190822,21,AQI,北京,50.0
20190822,21,PM2.5,北京,16.0
20190822,21,PM2.5_24h,北京,14.0
20190822,21,PM10,北京,50.0
20190822,21,PM10_24h,北京,31.0
20190822,21,SO2,北京,3.0
20190822,21,SO2_24h,北京,3.0
20190822,21,NO2,北京,48.0
20190822,21,NO2_24h,北京,33.0
