date,hour,type,city,value
20190830,22,AQI,北京,41.0
20190830,22,PM2.5,北京,11.0
20190830,22,PM2.5_24h,北京,6.0
20190830,22,PM10,北京,41.0
20190830,22,PM10_24h,北京,19.0
20190830,22,SO2,北京,2.0
20190830,22,SO2_24h,北京,2.0
20190830,22,NO2,北京,41.0
20190830,22,NO2_24h,北京,18.0
20190830,22,O3,北京,53.0
20190830,22,O3_24h,北京,99.0
20190830,22,O3_8h,北京,83.0
20190830,22,O3_8h_24h,北京,89.0
20190830,22,CO,北京,0.41
20190830,22,CO_24h,北京,0.32
20190830,22,AQI,天津,64.0
20190830,22,PM2.5,天津,19.0
20190830,22,PM2.5_24h,天津,10.0
20190830,22,PM10,天津,77.0
20190830,22,PM10_24h,天津,35.0
20190830,22,SO2,天津,7.0
20190830,22,SO2_24h,天津,7.0
20190830,22,NO2,天津,72.0
20190830,22,NO2_24h,天津,32.0
20190830,22,O3,天津,51.0
20190830,22,O3_24h,天津,111.0
20190830,22,O3_8h,天津,88.0
20190830,22,O3_8h_24h,天津,99.0
20190830,22,CO,天津,0.78
20190830,22,CO_24h,天津,0.56
20190830,22,AQI,石家庄,41.0
20190830,22,PM2.5,石家庄,13.0
20190830,22,PM2.5_24h,石家庄,11.0
20190830,22,PM10,石家庄,41.0
20190830,22,PM10_24h,石家庄,39.0
20190830,22,SO2,石家庄,12.0
20190830,22,SO2_24h,石家庄,10.0
20190830,22,NO2,石家庄,35.0
20190830,22,NO2_24h,石家庄,37.0
20190830,22,O3,石家庄,79.0
20190830,22,O3_24h,石家庄,117.0
20190830,22,O3_8h,石家庄,103.0
20190830,22,O3_8h_24h,石家庄,107.0
20190830,22,CO,石家庄,0.3
20190830,22,CO_24h,石家庄,0.46
20190830,22,AQI,唐山,49.0
20190830,22,PM2.5,唐山,15.0
20190830,22,PM2.5_24h,唐山,14.0
20190830,22,PM10,唐山,49.0
20190830,22,PM10_24h,唐山,42.0
20190830,22,SO2,唐山,8.0
20190830,22,SO2_24h,唐山,12.0
20190830,22,NO2,唐山,68.0
20190830,22,NO2_24h,唐山,36.0
20190830,22,O3,唐山,25.0
20190830,22,O3_24h,唐山,93.0
20190830,22,O3_8h,唐山,62.0
20190830,22,O3_8h_24h,唐山,74.0
20190830,22,CO,唐山,0.87
20190830,22,CO_24h,唐山,0.8
20190830,22,AQI,秦皇岛,49.0
20190830,22,PM2.5,秦皇岛,10.0
20190830,22,PM2.5_24h,秦皇岛,8.0
20190830,22,PM10,秦皇岛,49.0
20190830,22,PM10_24h,秦皇岛,21.0
20190830,22,SO2,秦皇岛,15.0
20190830,22,SO2_24h,秦皇岛,10.0
20190830,22,NO2,秦皇岛,68.0
20190830,22,NO2_24h,秦皇岛,29.0
20190830,22,O3,秦皇岛,20.0
20190830,22,O3_24h,秦皇岛,100.0
20190830,22,O3_8h,秦皇岛,77.0
20190830,22,O3_8h_24h,秦皇岛,93.0
20190830,22,CO,秦皇岛,0.76
20190830,22,CO_24h,秦皇岛,0.34
20190830,22,AQI,邯郸,48.0
20190830,22,PM2.5,邯郸,19.0
20190830,22,PM2.5_24h,邯郸,18.0
20190830,22,PM10,邯郸,48.0
20190830,22,PM10_24h,邯郸,49.0
20190830,22,SO2,邯郸,8.0
20190830,22,SO2_24h,邯郸,14.0
20190830,22,NO2,邯郸,34.0
20190830,22,NO2_24h,邯郸,34.0
20190830,22,O3,邯郸,65.0
20190830,22,O3_24h,邯郸,122.0
20190830,22,O3_8h,邯郸,101.0
20190830,22,O3_8h_24h,邯郸,113.0
20190830,22,CO,邯郸,0.47
20190830,22,CO_24h,邯郸,0.88
20190830,22,AQI,保定,51.0
20190830,22,PM2.5,保定,19.0
20190830,22,PM2.5_24h,保定,11.0
20190830,22,PM10,保定,52.0
20190830,22,PM10_24h,保定,29.0
20190830,22,SO2,保定,5.0
20190830,22,SO2_24h,保定,6.0
20190830,22,NO2,保定,39.0
20190830,22,NO2_24h,保定,24.0
20190830,22,O3,保定,69.0
20190830,22,O3_24h,保定,123.0
20190830,22,O3_8h,保定,97.0
20190830,22,O3_8h_24h,保定,107.0
20190830,22,CO,保定,0.33
20190830,22,CO_24h,保定,0.25
20190830,22,AQI,张家口,51.0
20190830,22,PM2.5,张家口,17.0
20190830,22,PM2.5_24h,张家口,10.0
20190830,22,PM10,张家口,51.0
20190830,22,PM10_24h,张家口,22.0
20190830,22,SO2,张家口,5.0
20190830,22,SO2_24h,张家口,6.0
20190830,22,NO2,张家口,22.0
20190830,22,NO2_24h,张家口,14.0
20190830,22,O3,张家口,52.0
20190830,22,O3_24h,张家口,94.0
20190830,22,O3_8h,张家口,73.0
20190830,22,O3_8h_24h,张家口,89.0
20190830,22,CO,张家口,0.25
20190830,22,CO_24h,张家口,0.23
20190830,22,AQI,承德,34.0
20190830,22,PM2.5,承德,14.0
20190830,22,PM2.5_24h,承德,9.0
20190830,22,PM10,承德,34.0
20190830,22,PM10_24h,承德,23.0
20190830,22,SO2,承德,9.0
20190830,22,SO2_24h,承德,8.0
20190830,22,NO2,承德,37.0
20190830,22,NO2_24h,承德,21.0
