date,hour,type,city,value
20190124,0,AQI,北京,77.0
20190124,0,PM2.5,北京,51.0
20190124,0,PM2.5_24h,北京,23.0
20190124,0,PM10,北京,103.0
20190124,0,PM10_24h,北京,53.0
20190124,0,SO2,北京,6.0
20190124,0,SO2_24h,北京,6.0
20190124,0,NO2,北京,65.0
20190124,0,NO2_24h,北京,48.0
20190124,0,O3,北京,9.0
20190124,0,O3_24h,北京,68.0
20190124,0,O3_8h,北京,26.0
20190124,0,O3_8h_24h,北京,56.0
20190124,0,CO,北京,0.87
20190124,0,CO_24h,北京,0.65
20190124,1,AQI,北京,73.0
20190124,1,PM2.5,北京,53.0
20190124,1,PM2.5_24h,北京,24.0
20190124,1,PM10,北京,81.0
20190124,1,PM10_24h,北京,52.0
20190124,1,SO2,北京,5.0
20190124,1,SO2_24h,北京,6.0
20190124,1,NO2,北京,57.0
20190124,1,NO2_24h,北京,48.0
20190124,1,O3,北京,11.0
20190124,1,O3_24h,北京,68.0
20190124,1,O3_8h,北京,11.0
20190124,1,O3_8h_24h,北京,11.0
20190124,1,CO,北京,0.82
20190124,1,CO_24h,北京,0.65
20190124,2,AQI,北京,70.0
20190124,2,PM2.5,北京,51.0
20190124,2,PM2.5_24h,北京,25.0
20190124,2,PM10,北京,68.0
20190124,2,PM10_24h,北京,53.0
20190124,2,SO2,北京,6.0
20190124,2,SO2_24h,北京,6.0
20190124,2,NO2,北京,51.0
20190124,2,NO2_24h,北京,47.0
20190124,2,O3,北京,14.0
20190124,2,O3_24h,北京,68.0
20190124,2,O3_8h,北京,12.0
20190124,2,O3_8h_24h,北京,12.0
20190124,2,CO,北京,0.95
20190124,2,CO_24h,北京,0.65
20190124,3,AQI,北京,69.0
20190124,3,PM2.5,北京,50.0
20190124,3,PM2.5_24h,北京,26.0
20190124,3,PM10,北京,65.0
20190124,3,PM10_24h,北京,53.0
20190124,3,SO2,北京,7.0
20190124,3,SO2_24h,北京,6.0
20190124,3,NO2,北京,52.0
20190124,3,NO2_24h,北京,47.0
20190124,3,O3,北京,13.0
20190124,3,O3_24h,北京,68.0
20190124,3,O3_8h,北京,12.0
20190124,3,O3_8h_24h,北京,13.0
20190124,3,CO,北京,1.12
20190124,3,CO_24h,北京,0.65
20190124,4,AQI,北京,68.0
20190124,4,PM2.5,北京,49.0
20190124,4,PM2.5_24h,北京,27.0
20190124,4,PM10,北京,61.0
20190124,4,PM10_24h,北京,53.0
20190124,4,SO2,北京,9.0
20190124,4,SO2_24h,北京,6.0
20190124,4,NO2,北京,52.0
20190124,4,NO2_24h,北京,47.0
20190124,4,O3,北京,16.0
20190124,4,O3_24h,北京,68.0
20190124,4,O3_8h,北京,12.0
20190124,4,O3_8h_24h,北京,13.0
20190124,4,CO,北京,1.29
20190124,4,CO_24h,北京,0.67
20190124,5,AQI,北京,69.0
20190124,5,PM2.5,北京,50.0
20190124,5,PM2.5_24h,北京,28.0
20190124,5,PM10,北京,62.0
20190124,5,PM10_24h,北京,54.0
20190124,5,SO2,北京,9.0
20190124,5,SO2_24h,北京,6.0
20190124,5,NO2,北京,52.0
20190124,5,NO2_24h,北京,46.0
20190124,5,O3,北京,13.0
20190124,5,O3_24h,北京,68.0
20190124,5,O3_8h,北京,12.0
20190124,5,O3_8h_24h,北京,14.0
20190124,5,CO,北京,1.34
20190124,5,CO_24h,北京,0.7
20190124,6,AQI,北京,68.0
20190124,6,PM2.5,北京,49.0
20190124,6,PM2.5_24h,北京,30.0
20190124,6,PM10,北京,60.0
20190124,6,PM10_24h,北京,56.0
20190124,6,SO2,北京,11.0
20190124,6,SO2_24h,北京,6.0
20190124,6,NO2,北京,53.0
20190124,6,NO2_24h,北京,46.0
20190124,6,O3,北京,11.0
20190124,6,O3_24h,北京,68.0
20190124,6,O3_8h,北京,12.0
20190124,6,O3_8h_24h,北京,14.0
20190124,6,CO,北京,1.44
20190124,6,CO_24h,北京,0.76
20190124,7,AQI,北京,73.0
20190124,7,PM2.5,北京,53.0
20190124,7,PM2.5_24h,北京,31.0
20190124,7,PM10,北京,64.0
20190124,7,PM10_24h,北京,57.0
20190124,7,SO2,北京,13.0
20190124,7,SO2_24h,北京,7.0
20190124,7,NO2,北京,53.0
20190124,7,NO2_24h,北京,46.0
20190124,7,O3,北京,11.0
20190124,7,O3_24h,北京,68.0
20190124,7,O3_8h,北京,12.0
20190124,7,O3_8h_24h,北京,14.0
20190124,7,CO,北京,1.49
20190124,7,CO_24h,北京,0.77
20190124,8,AQI,北京,76.0
20190124,8,PM2.5,北京,56.0
20190124,8,PM2.5_24h,北京,33.0
20190124,8,PM10,北京,69.0
20190124,8,PM10_24h,北京,58.0
20190124,8,SO2,北京,12.0
20190124,8,SO2_24h,北京,7.0
20190124,8,NO2,北京,50.0
20190124,8,NO2_24h,北京,46.0
20190124,8,O3,北京,13.0
20190124,8,O3_24h,北京,68.0
20190124,8,O3_8h,北京,12.0
20190124,8,O3_8h_24h,北京,14.0
20190124,8,CO,北京,1.51
