city,type,value
七台河,AQI,44.67
七台河,CO,0.52
七台河,NO2,28.67
七台河,O3,64.09
七台河,PM10,46.75
七台河,PM2.5,19.25
七台河,SO2,10.83
三亚,AQI,23.64
三亚,CO,0.62
三亚,NO2,12.92
三亚,O3,40.93
三亚,PM10,22.46
三亚,PM2.5,10.04
三亚,SO2,4.3
三明,AQI,33.62
三明,CO,1.07
三明,NO2,20.43
三明,O3,44.56
三明,PM10,32.93
三明,PM2.5,17.59
三明,SO2,13.1
三门峡,AQI,63.61
三门峡,CO,0.85
三门峡,NO2,21.32
三门峡,O3,92.62
三门峡,PM10,69.87
三门峡,PM2.5,39.27
三门峡,SO2,7.36
上海,AQI,39.46
上海,CO,0.48
上海,NO2,23.67
上海,O3,60.4
上海,PM10,37.33
上海,PM2.5,21.67
上海,SO2,8.2
上饶,AQI,44.84
上饶,CO,0.71
上饶,NO2,13.23
上饶,O3,59.0
上饶,PM10,46.3
上饶,PM2.5,23.37
上饶,SO2,20.97
东莞,AQI,37.18
东莞,CO,0.59
东莞,NO2,28.24
东莞,O3,47.97
东莞,PM10,35.92
东莞,PM2.5,20.35
东莞,SO2,7.63
东营,AQI,54.68
东营,CO,0.46
东营,NO2,16.81
东营,O3,97.35
东营,PM10,56.2
东营,PM2.5,30.17
东营,SO2,11.28
中卫,AQI,61.56
中卫,CO,0.79
中卫,NO2,15.85
中卫,O3,87.92
中卫,PM10,92.92
中卫,PM2.5,29.73
中卫,SO2,8.83
中山,AQI,27.0
中山,CO,0.55
中山,NO2,13.36
中山,O3,44.6
中山,PM10,24.7
中山,PM2.5,13.73
中山,SO2,6.64
临夏州,AQI,54.26
临夏州,CO,0.73
临夏州,NO2,11.25
临夏州,O3,77.08
临夏州,PM10,57.41
临夏州,PM2.5,35.52
临夏州,SO2,13.69
临安,AQI,36.5
临安,CO,0.51
临安,NO2,16.28
临安,O3,68.71
临安,PM10,35.2
临安,PM2.5,20.0
临安,SO2,5.93
临汾,AQI,78.13
临汾,CO,1.17
临汾,NO2,20.64
临汾,O3,114.91
临汾,PM10,74.6
临汾,PM2.5,51.48
临汾,SO2,18.24
临沂,AQI,47.97
临沂,CO,0.55
临沂,NO2,25.72
临沂,O3,78.82
临沂,PM10,49.94
临沂,PM2.5,21.45
临沂,SO2,10.44
临沧,AQI,27.87
临沧,CO,0.71
临沧,NO2,12.13
临沧,O3,38.18
临沧,PM10,26.28
临沧,PM2.5,14.35
临沧,SO2,8.58
丹东,AQI,30.08
丹东,CO,0.55
丹东,NO2,10.69
丹东,O3,47.57
丹东,PM10,28.73
丹东,PM2.5,17.56
丹东,SO2,8.99
丽水,AQI,31.3
丽水,CO,0.46
丽水,NO2,14.41
丽水,O3,52.59
丽水,PM10,30.61
丽水,PM2.5,15.64
丽水,SO2,5.98
丽江,AQI,29.98
丽江,CO,0.62
丽江,NO2,13.15
丽江,O3,51.49
丽江,PM10,29.16
丽江,PM2.5,13.61
丽江,SO2,12.61
义乌,AQI,33.41
义乌,CO,0.48
义乌,NO2,19.69
义乌,O3,52.35
义乌,PM10,31.93
义乌,PM2.5,18.72
义乌,SO2,6.24
乌兰察布,AQI,54.41
乌兰察布,CO,0.52
乌兰察布,NO2,19.96
乌兰察布,O3,113.67
乌兰察布,PM10,49.43
乌兰察布,PM2.5,30.44
乌兰察布,SO2,16.51
乌海,AQI,72.72
乌海,CO,0.95
乌海,NO2,22.49
乌海,O3,106.04
乌海,PM10,91.1
乌海,PM2.5,36.99
乌海,SO2,29.54
乌鲁木齐,AQI,57.91
乌鲁木齐,CO,0.67
乌鲁木齐,NO2,30.86
