city,type,value
七台河,AQI,82.92
七台河,CO,0.83
七台河,NO2,34.25
七台河,O3,54.46
七台河,PM10,107.17
七台河,PM2.5,51.88
七台河,SO2,15.54
三亚,AQI,34.46
三亚,CO,0.65
三亚,NO2,17.88
三亚,O3,71.96
三亚,PM10,33.58
三亚,PM2.5,20.62
三亚,SO2,3.0
三明,AQI,72.5
三明,CO,0.94
三明,NO2,33.25
三明,O3,36.42
三明,PM10,53.36
三明,PM2.5,52.92
三明,SO2,10.92
三门峡,AQI,162.54
三门峡,CO,0.97
三门峡,NO2,25.25
三门峡,O3,65.25
三门峡,PM10,233.08
三门峡,PM2.5,46.38
三门峡,SO2,21.5
上海,AQI,105.5
上海,CO,1.01
上海,NO2,52.96
上海,O3,48.38
上海,PM10,101.4
上海,PM2.5,69.46
上海,SO2,12.75
上饶,AQI,101.5
上饶,CO,1.15
上饶,NO2,42.62
上饶,O3,21.25
上饶,PM10,124.96
上饶,PM2.5,76.12
上饶,SO2,36.33
东莞,AQI,88.17
东莞,CO,1.06
东莞,NO2,33.46
东莞,O3,57.67
东莞,PM10,70.16
东莞,PM2.5,65.46
东莞,SO2,7.12
东营,AQI,60.88
东营,CO,0.5
东营,NO2,17.42
东营,O3,58.46
东营,PM10,72.08
东营,PM2.5,15.83
东营,SO2,17.75
中卫,AQI,98.5
中卫,CO,0.71
中卫,NO2,10.0
中卫,O3,82.38
中卫,PM10,149.62
中卫,PM2.5,28.38
中卫,SO2,10.75
中山,AQI,101.25
中山,CO,0.8
中山,NO2,56.83
中山,O3,40.0
中山,PM10,81.04
中山,PM2.5,75.96
中山,SO2,10.33
临夏州,AQI,67.04
临夏州,CO,0.95
临夏州,NO2,16.17
临夏州,O3,70.17
临夏州,PM10,83.5
临夏州,PM2.5,19.67
临夏州,SO2,34.0
临安,AQI,115.21
临安,CO,1.09
临安,NO2,26.04
临安,O3,61.17
临安,PM10,146.92
临安,PM2.5,86.83
临安,SO2,10.12
临汾,AQI,86.96
临汾,CO,0.76
临汾,NO2,17.38
临汾,O3,70.46
临汾,PM10,123.42
临汾,PM2.5,24.21
临汾,SO2,37.38
临沂,AQI,77.75
临沂,CO,0.71
临沂,NO2,29.71
临沂,O3,56.25
临沂,PM10,106.62
临沂,PM2.5,24.29
临沂,SO2,26.12
临沧,AQI,66.33
临沧,CO,1.07
临沧,NO2,19.12
临沧,O3,81.04
临沧,PM10,77.79
临沧,PM2.5,42.75
临沧,SO2,11.25
丹东,AQI,52.71
丹东,CO,0.65
丹东,NO2,16.54
丹东,O3,67.29
丹东,PM10,55.12
丹东,PM2.5,19.92
丹东,SO2,18.17
丽水,AQI,107.25
丽水,CO,0.8
丽水,NO2,27.42
丽水,O3,47.71
丽水,PM10,81.5
丽水,PM2.5,80.38
丽水,SO2,6.33
丽江,AQI,31.79
丽江,CO,0.71
丽江,NO2,8.0
丽江,O3,96.83
丽江,PM10,26.88
丽江,PM2.5,13.33
丽江,SO2,11.62
义乌,AQI,124.5
义乌,CO,0.99
义乌,NO2,37.79
义乌,O3,35.0
义乌,PM10,117.67
义乌,PM2.5,93.92
义乌,SO2,7.25
乌兰察布,AQI,34.79
乌兰察布,CO,0.32
乌兰察布,NO2,8.12
乌兰察布,O3,72.83
乌兰察布,PM10,35.04
乌兰察布,PM2.5,10.29
乌兰察布,SO2,15.5
乌海,AQI,80.5
乌海,CO,0.54
乌海,NO2,6.25
乌海,O3,81.29
乌海,PM10,110.5
乌海,PM2.5,26.83
乌海,SO2,4.25
乌鲁木齐,AQI,174.0
乌鲁木齐,CO,2.18
乌鲁木齐,NO2,68.12
乌鲁木齐,O3,38.25
乌鲁木齐,PM10,171.25
乌鲁木齐,PM2.5,131.96
乌鲁木齐,SO2,13.0
乐山,AQI,88.12
乐山,CO,0.61
乐山,NO2,28.42
乐山,O3,45.33
乐山,PM10,113.0
乐山,PM2.5,48.08
乐山,SO2,2.54
九江,AQI,176.75
九江,CO,1.09
九江,NO2,39.17
九江,O3,41.71
九江,PM10,148.57
九江,PM2.5,133.71
九江,SO2,13.25
乳山,AQI,57.96
乳山,CO,0.67
乳山,NO2,19.88
乳山,O3,69.79
乳山,PM10,68.0
乳山,PM2.5,18.79
乳山,SO2,14.0
云浮,AQI,107.79
云浮,CO,0.76
云浮,NO2,39.17
云浮,O3,27.33
云浮,PM10,83.83
云浮,PM2.5,81.08
云浮,SO2,11.5
五家渠,AQI,164.46
五家渠,CO,2.11
五家渠,NO2,53.21
五家渠,O3,39.92
五家渠,PM10,168.42
五家渠,PM2.5,124.5
五家渠,SO2,24.46
亳州,AQI,168.42
亳州,CO,1.3
亳州,NO2,47.67
亳州,O3,47.83
亳州,PM10,260.58
亳州,PM2.5,113.83
亳州,SO2,29.5
伊春,AQI,72.25
伊春,CO,0.71
伊春,NO2,22.17
伊春,O3,63.75
伊春,PM10,77.33
伊春,PM2.5,51.96
伊春,SO2,12.79
伊犁哈萨克州,AQI,131.46
伊犁哈萨克州,CO,3.48
伊犁哈萨克州,NO2,64.54
伊犁哈萨克州,O3,48.75
伊犁哈萨克州,PM10,120.42
伊犁哈萨克州,PM2.5,99.08
伊犁哈萨克州,SO2,36.54
佛山,AQI,89.79
