city,type,value
七台河,AQI,72.72
七台河,CO,0.85
七台河,NO2,35.06
七台河,O3,72.25
七台河,PM10,86.44
七台河,PM2.5,43.41
七台河,SO2,17.69
三亚,AQI,33.49
三亚,CO,0.56
三亚,NO2,10.38
三亚,O3,64.22
三亚,PM10,32.94
三亚,PM2.5,17.98
三亚,SO2,3.09
三明,AQI,48.01
三明,CO,1.2
三明,NO2,32.2
三明,O3,47.94
三明,PM10,49.28
三明,PM2.5,30.13
三明,SO2,14.5
三门峡,AQI,124.04
三门峡,CO,1.11
三门峡,NO2,42.17
三门峡,O3,69.18
三门峡,PM10,132.79
三门峡,PM2.5,86.63
三门峡,SO2,16.92
上海,AQI,60.23
上海,CO,0.64
上海,NO2,45.57
上海,O3,74.74
上海,PM10,53.25
上海,PM2.5,40.73
上海,SO2,11.8
上饶,AQI,57.06
上饶,CO,0.96
上饶,NO2,30.29
上饶,O3,38.32
上饶,PM10,66.73
上饶,PM2.5,35.07
上饶,SO2,27.29
东莞,AQI,62.72
东莞,CO,0.91
东莞,NO2,47.75
东莞,O3,68.58
东莞,PM10,56.69
东莞,PM2.5,42.55
东莞,SO2,11.83
东营,AQI,97.87
东营,CO,0.92
东营,NO2,37.24
东营,O3,82.1
东营,PM10,123.23
东营,PM2.5,64.56
东营,SO2,25.07
中卫,AQI,129.93
中卫,CO,0.76
中卫,NO2,27.42
中卫,O3,77.63
中卫,PM10,192.43
中卫,PM2.5,56.26
中卫,SO2,21.85
中山,AQI,46.34
中山,CO,0.68
中山,NO2,34.18
中山,O3,62.27
中山,PM10,46.15
中山,PM2.5,28.8
中山,SO2,9.84
临夏州,AQI,86.53
临夏州,CO,0.86
临夏州,NO2,25.07
临夏州,O3,61.36
临夏州,PM10,116.05
临夏州,PM2.5,46.4
临夏州,SO2,19.95
临安,AQI,60.83
临安,CO,0.7
临安,NO2,26.59
临安,O3,76.6
临安,PM10,70.86
临安,PM2.5,38.22
临安,SO2,10.12
临汾,AQI,119.36
临汾,CO,1.73
临汾,NO2,43.49
临汾,O3,67.67
临汾,PM10,143.41
临汾,PM2.5,83.48
临汾,SO2,45.48
临沂,AQI,91.95
临沂,CO,1.0
临沂,NO2,45.1
临沂,O3,69.18
临沂,PM10,111.59
临沂,PM2.5,61.14
临沂,SO2,20.34
临沧,AQI,70.93
临沧,CO,1.05
临沧,NO2,19.82
临沧,O3,85.77
临沧,PM10,78.32
临沧,PM2.5,49.19
临沧,SO2,12.35
丹东,AQI,58.96
丹东,CO,0.87
丹东,NO2,20.85
丹东,O3,83.21
丹东,PM10,59.08
丹东,PM2.5,38.96
丹东,SO2,20.39
丽水,AQI,45.49
丽水,CO,0.62
丽水,NO2,26.14
丽水,O3,61.35
丽水,PM10,44.56
丽水,PM2.5,27.3
丽水,SO2,6.5
丽江,AQI,46.91
丽江,CO,0.89
丽江,NO2,11.32
丽江,O3,97.56
丽江,PM10,49.42
丽江,PM2.5,19.35
丽江,SO2,11.74
义乌,AQI,61.2
义乌,CO,0.7
义乌,NO2,42.41
义乌,O3,54.63
义乌,PM10,65.48
义乌,PM2.5,41.73
