city,type,value
七台河,AQI,102.1
七台河,CO,0.54
七台河,NO2,29.48
七台河,O3,177.33
七台河,PM10,146.62
七台河,PM2.5,62.62
七台河,SO2,18.71
三亚,AQI,20.52
三亚,CO,0.6
三亚,NO2,10.43
三亚,O3,29.43
三亚,PM10,20.38
三亚,PM2.5,10.48
三亚,SO2,2.81
三明,AQI,47.67
三明,CO,1.14
三明,NO2,27.81
三明,O3,62.33
三明,PM10,48.81
三明,PM2.5,27.9
三明,SO2,15.33
三门峡,AQI,70.57
三门峡,CO,0.79
三门峡,NO2,24.24
三门峡,O3,96.29
三门峡,PM10,78.33
三门峡,PM2.5,39.52
三门峡,SO2,8.62
上海,AQI,79.43
上海,CO,0.65
上海,NO2,30.19
上海,O3,128.1
上海,PM10,69.7
上海,PM2.5,52.71
上海,SO2,14.95
上饶,AQI,52.67
上饶,CO,0.94
上饶,NO2,13.81
上饶,O3,68.52
上饶,PM10,56.1
上饶,PM2.5,30.05
上饶,SO2,7.1
东莞,AQI,27.71
东莞,CO,0.47
东莞,NO2,18.33
东莞,O3,52.52
东莞,PM10,26.67
东莞,PM2.5,15.19
东莞,SO2,5.57
东营,AQI,91.0
东营,CO,1.18
东营,NO2,19.81
东营,O3,100.52
东营,PM10,121.43
东营,PM2.5,64.24
东营,SO2,25.0
中卫,AQI,104.05
中卫,CO,0.59
中卫,NO2,19.05
中卫,O3,89.38
中卫,PM10,153.38
中卫,PM2.5,56.86
中卫,SO2,11.62
中山,AQI,26.57
中山,CO,0.61
中山,NO2,7.0
中山,O3,53.24
中山,PM10,26.43
中山,PM2.5,12.67
中山,SO2,5.9
临夏州,AQI,58.14
临夏州,CO,0.62
临夏州,NO2,24.67
临夏州,O3,98.52
临夏州,PM10,56.57
临夏州,PM2.5,36.81
临夏州,SO2,20.33
临安,AQI,46.86
临安,CO,0.61
临安,NO2,20.05
临安,O3,73.86
临安,PM10,49.9
临安,PM2.5,27.52
临安,SO2,7.38
临汾,AQI,81.24
临汾,CO,0.9
临汾,NO2,27.71
临汾,O3,105.14
临汾,PM10,105.0
临汾,PM2.5,50.05
临汾,SO2,16.43
临沂,AQI,84.52
临沂,CO,1.21
临沂,NO2,30.71
临沂,O3,104.43
临沂,PM10,116.67
临沂,PM2.5,39.14
临沂,SO2,11.86
临沧,AQI,43.19
临沧,CO,0.75
临沧,NO2,12.48
临沧,O3,104.95
临沧,PM10,40.47
临沧,PM2.5,24.0
临沧,SO2,9.81
丹东,AQI,47.29
丹东,CO,0.79
丹东,NO2,16.43
丹东,O3,100.81
丹东,PM10,45.24
丹东,PM2.5,29.52
丹东,SO2,13.57
丽水,AQI,54.24
丽水,CO,0.64
丽水,NO2,18.95
丽水,O3,77.86
丽水,PM10,58.0
丽水,PM2.5,33.43
丽水,SO2,5.81
丽江,AQI,40.62
丽江,CO,0.58
丽江,NO2,7.33
丽江,O3,89.67
丽江,PM10,38.76
丽江,PM2.5,8.38
丽江,SO2,13.38
义乌,AQI,47.38
义乌,CO,0.54
义乌,NO2,28.67
