date,hour,type,city,value
20181220,0,AQI,北京,69.0
20181220,0,PM2.5,北京,43.0
20181220,0,PM2.5_24h,北京,33.0
20181220,0,PM10,北京,87.0
20181220,0,PM10_24h,北京,70.0
20181220,0,SO2,北京,9.0
20181220,0,SO2_24h,北京,8.0
20181220,0,NO2,北京,70.0
20181220,0,NO2_24h,北京,62.0
20181220,0,O3,北京,6.0
20181220,0,O3_24h,北京,35.0
20181220,0,O3_8h,北京,8.0
20181220,0,O3_8h_24h,北京,23.0
20181220,0,CO,北京,1.15
20181220,0,CO_24h,北京,0.97
20181220,1,AQI,北京,67.0
20181220,1,PM2.5,北京,42.0
20181220,1,PM2.5_24h,北京,33.0
20181220,1,PM10,北京,84.0
20181220,1,PM10_24h,北京,71.0
20181220,1,SO2,北京,9.0
20181220,1,SO2_24h,北京,8.0
20181220,1,NO2,北京,73.0
20181220,1,NO2_24h,北京,62.0
20181220,1,O3,北京,4.0
20181220,1,O3_24h,北京,35.0
20181220,1,O3_8h,北京,4.0
20181220,1,O3_8h_24h,北京,4.0
20181220,1,CO,北京,1.17
20181220,1,CO_24h,北京,1.0
20181220,2,AQI,北京,67.0
20181220,2,PM2.5,北京,40.0
20181220,2,PM2.5_24h,北京,34.0
20181220,2,PM10,北京,83.0
20181220,2,PM10_24h,北京,72.0
20181220,2,SO2,北京,10.0
20181220,2,SO2_24h,北京,8.0
20181220,2,NO2,北京,68.0
20181220,2,NO2_24h,北京,62.0
20181220,2,O3,北京,5.0
20181220,2,O3_24h,北京,35.0
20181220,2,O3_8h,北京,4.0
20181220,2,O3_8h_24h,北京,4.0
20181220,2,CO,北京,1.16
20181220,2,CO_24h,北京,1.01
20181220,3,AQI,北京,63.0
20181220,3,PM2.5,北京,35.0
20181220,3,PM2.5_24h,北京,34.0
20181220,3,PM10,北京,75.0
20181220,3,PM10_24h,北京,73.0
20181220,3,SO2,北京,8.0
20181220,3,SO2_24h,北京,8.0
20181220,3,NO2,北京,65.0
20181220,3,NO2_24h,北京,62.0
20181220,3,O3,北京,5.0
20181220,3,O3_24h,北京,35.0
20181220,3,O3_8h,北京,4.0
20181220,3,O3_8h_24h,北京,4.0
20181220,3,CO,北京,1.08
20181220,3,CO_24h,北京,1.01
20181220,4,AQI,北京,49.0
20181220,4,PM2.5,北京,28.0
20181220,4,PM2.5_24h,北京,31.0
20181220,4,PM10,北京,49.0
20181220,4,PM10_24h,北京,64.0
20181220,4,SO2,北京,3.0
20181220,4,SO2_24h,北京,6.0
20181220,4,NO2,北京,48.0
20181220,4,NO2_24h,北京,56.0
20181220,4,O3,北京,3.0
20181220,4,O3_24h,北京,12.0
20181220,4,O3_8h,北京,3.0
20181220,4,O3_8h_24h,北京,3.0
20181220,4,CO,北京,0.85
20181220,4,CO_24h,北京,0.9
20181220,5,AQI,北京,47.0
20181220,5,PM2.5,北京,22.0
20181220,5,PM2.5_24h,北京,34.0
20181220,5,PM10,北京,47.0
20181220,5,PM10_24h,北京,74.0
20181220,5,SO2,北京,5.0
20181220,5,SO2_24h,北京,8.0
20181220,5,NO2,北京,57.0
20181220,5,NO2_24h,北京,62.0
20181220,5,O3,北京,3.0
20181220,5,O3_24h,北京,35.0
20181220,5,O3_8h,北京,4.0
20181220,5,O3_8h_24h,北京,5.0
20181220,5,CO,北京,0.69
20181220,5,CO_24h,北京,1.01
20181220,7,AQI,北京,51.0
20181220,7,PM2.5,北京,21.0
20181220,7,PM2.5_24h,北京,35.0
20181220,7,PM10,北京,52.0
20181220,7,PM10_24h,北京,77.0
20181220,7,SO2,北京,5.0
20181220,7,SO2_24h,北京,9.0
20181220,7,NO2,北京,59.0
20181220,7,NO2_24h,北京,63.0
20181220,7,O3,北京,4.0
20181220,7,O3_24h,北京,41.0
20181220,7,O3_8h,北京,4.0
20181220,7,O3_8h_24h,北京,5.0
20181220,7,CO,北京,0.77
20181220,7,CO_24h,北京,1.02
20181220,9,AQI,北京,53.0
20181220,9,PM2.5,北京,21.0
20181220,9,PM2.5_24h,北京,34.0
20181220,9,PM10,北京,56.0
20181220,9,PM10_24h,北京,72.0
20181220,9,SO2,北京,5.0
20181220,9,SO2_24h,北京,7.0
20181220,9,NO2,北京,56.0
20181220,9,NO2_24h,北京,61.0
20181220,9,O3,北京,6.0
20181220,9,O3_24h,北京,38.0
20181220,9,O3_8h,北京,4.0
20181220,9,O3_8h_24h,北京,4.0
20181220,9,CO,北京,0.76
20181220,9,CO_24h,北京,0.9
20181220,10,AQI,北京,58.0
20181220,10,PM2.5,北京,28.0
20181220,10,PM2.5_24h,北京,34.0
20181220,10,PM10,北京,65.0
20181220,10,PM10_24h,北京,73.0
20181220,10,SO2,北京,7.0
20181220,10,SO2_24h,北京,8.0
20181220,10,NO2,北京,57.0
20181220,10,NO2_24h,北京,60.0
20181220,10,O3,北京,7.0
20181220,10,O3_24h,北京,35.0
20181220,10,O3_8h,北京,5.0
20181220,10,O3_8h_24h,北京,6.0
20181220,10,CO,北京,0.95
20181220,10,CO_24h,北京,0.95
20181220,11,AQI,北京,59.0
20181220,11,PM2.5,北京,33.0
20181220,11,PM2.5_24h,北京,34.0
20181220,11,PM10,北京,68.0
20181220,11,PM10_24h,北京,72.0
20181220,11,SO2,北京,8.0
20181220,11,SO2_24h,北京,7.0
20181220,11,NO2,北京,60.0
20181220,11,NO2_24h,北京,60.0
20181220,11,O3,北京,9.0
20181220,11,O3_24h,北京,35.0
20181220,11,O3_8h,北京,5.0
20181220,11,O3_8h_24h,北京,7.0
20181220,11,CO,北京,1.05
20181220,11,CO_24h,北京,0.94
20181220,12,AQI,北京,66.0
20181220,12,PM2.5,北京,40.0
20181220,12,PM2.5_24h,北京,34.0
20181220,12,PM10,北京,82.0
20181220,12,PM10_24h,北京,73.0
20181220,12,SO2,北京,10.0
20181220,12,SO2_24h,北京,7.0
20181220,12,NO2,北京,66.0
20181220,12,NO2_24h,北京,61.0
20181220,12,O3,北京,9.0
20181220,12,O3_24h,北京,35.0
20181220,12,O3_8h,北京,6.0
20181220,12,O3_8h_24h,北京,7.0
20181220,12,CO,北京,1.15
20181220,12,CO_24h,北京,0.95
20181220,13,AQI,北京,69.0
20181220,13,PM2.5,北京,50.0
20181220,13,PM2.5_24h,北京,35.0
20181220,13,PM10,北京,83.0
20181220,13,PM10_24h,北京,74.0
20181220,13,SO2,北京,12.0
20181220,13,SO2_24h,北京,7.0
20181220,13,NO2,北京,72.0
20181220,13,NO2_24h,北京,63.0
20181220,13,O3,北京,11.0
20181220,13,O3_24h,北京,34.0
20181220,13,O3_8h,北京,7.0
20181220,13,O3_8h_24h,北京,8.0
20181220,13,CO,北京,1.23
20181220,13,CO_24h,北京,0.96
20181220,14,AQI,北京,89.0
20181220,14,PM2.5,北京,66.0
20181220,14,PM2.5_24h,北京,36.0
20181220,14,PM10,北京,100.0
20181220,14,PM10_24h,北京,75.0
20181220,14,SO2,北京,14.0
20181220,14,SO2_24h,北京,8.0
20181220,14,NO2,北京,80.0
20181220,14,NO2_24h,北京,64.0
20181220,14,O3,北京,9.0
20181220,14,O3_24h,北京,32.0
20181220,14,O3_8h,北京,7.0
20181220,14,O3_8h_24h,北京,8.0
20181220,14,CO,北京,1.25
20181220,14,CO_24h,北京,0.98
20181220,15,AQI,北京,99.0
20181220,15,PM2.5,北京,74.0
20181220,15,PM2.5_24h,北京,38.0
