city,type,value
七台河,AQI,46.28
七台河,CO,0.47
七台河,NO2,32.9
七台河,O3,57.82
七台河,PM10,41.45
七台河,PM2.5,27.94
七台河,SO2,10.31
三亚,AQI,25.04
三亚,CO,0.63
三亚,NO2,10.55
三亚,O3,45.88
三亚,PM10,24.41
三亚,PM2.5,11.94
三亚,SO2,3.08
三明,AQI,46.12
三明,CO,1.37
三明,NO2,31.33
三明,O3,40.26
三明,PM10,48.52
三明,PM2.5,26.29
三明,SO2,15.28
三门峡,AQI,81.0
三门峡,CO,1.3
三门峡,NO2,34.49
三门峡,O3,93.02
三门峡,PM10,101.69
三门峡,PM2.5,45.08
三门峡,SO2,28.74
上海,AQI,75.9
上海,CO,0.78
上海,NO2,40.88
上海,O3,96.32
上海,PM10,72.95
上海,PM2.5,50.24
上海,SO2,11.88
上饶,AQI,48.33
上饶,CO,0.46
上饶,NO2,22.28
上饶,O3,65.19
上饶,PM10,43.34
上饶,PM2.5,33.04
上饶,SO2,30.56
东莞,AQI,47.24
东莞,CO,0.67
东莞,NO2,25.47
东莞,O3,66.77
东莞,PM10,45.25
东莞,PM2.5,30.45
东莞,SO2,8.33
东营,AQI,88.52
东营,CO,0.91
东营,NO2,36.14
东营,O3,102.44
东营,PM10,114.06
东营,PM2.5,52.68
东营,SO2,45.34
中卫,AQI,78.85
中卫,CO,0.65
中卫,NO2,13.63
中卫,O3,104.68
中卫,PM10,96.58
中卫,PM2.5,36.9
中卫,SO2,8.14
中山,AQI,37.68
中山,CO,0.86
中山,NO2,20.59
中山,O3,59.64
中山,PM10,34.85
中山,PM2.5,24.15
中山,SO2,8.18
临夏州,AQI,85.26
临夏州,CO,1.0
临夏州,NO2,29.89
临夏州,O3,84.58
临夏州,PM10,112.51
临夏州,PM2.5,47.96
临夏州,SO2,18.77
临安,AQI,66.04
临安,CO,0.8
临安,NO2,27.98
临安,O3,74.14
临安,PM10,78.68
临安,PM2.5,38.27
临安,SO2,5.5
临汾,AQI,86.94
临汾,CO,2.04
临汾,NO2,24.74
临汾,O3,79.54
临汾,PM10,112.93
临汾,PM2.5,55.94
临汾,SO2,40.39
临沂,AQI,88.15
临沂,CO,1.06
临沂,NO2,34.91
临沂,O3,83.55
临沂,PM10,118.8
临沂,PM2.5,52.54
临沂,SO2,26.6
临沧,AQI,54.05
临沧,CO,0.68
临沧,NO2,10.85
临沧,O3,47.47
临沧,PM10,52.14
临沧,PM2.5,35.23
临沧,SO2,10.41
丹东,AQI,70.02
丹东,CO,1.16
丹东,NO2,26.01
丹东,O3,104.7
丹东,PM10,75.42
丹东,PM2.5,44.79
丹东,SO2,17.99
丽水,AQI,44.94
丽水,CO,0.67
丽水,NO2,18.35
丽水,O3,69.76
丽水,PM10,42.87
丽水,PM2.5,27.98
丽水,SO2,7.32
丽江,AQI,28.92
丽江,CO,0.6
丽江,NO2,12.43
丽江,O3,70.77
丽江,PM10,27.18
丽江,PM2.5,16.19
丽江,SO2,8.87
义乌,AQI,56.83
义乌,CO,1.0
义乌,NO2,39.33
义乌,O3,72.13
义乌,PM10,58.98
义乌,PM2.5,36.23
义乌,SO2,12.73
乌兰察布,AQI,70.78
乌兰察布,CO,0.48
乌兰察布,NO2,21.3
乌兰察布,O3,84.13
