city,type,value
七台河,AQI,47.04
七台河,CO,1.23
七台河,NO2,36.54
七台河,O3,52.07
七台河,PM10,56.71
七台河,PM2.5,30.24
七台河,SO2,7.62
三亚,AQI,27.12
三亚,CO,0.6
三亚,NO2,12.82
三亚,O3,44.27
三亚,PM10,26.15
三亚,PM2.5,12.08
三亚,SO2,4.03
三明,AQI,39.31
三明,CO,1.13
三明,NO2,20.32
三明,O3,43.24
三明,PM10,39.71
三明,PM2.5,23.33
三明,SO2,12.69
三门峡,AQI,81.2
三门峡,CO,1.11
三门峡,NO2,37.75
三门峡,O3,71.75
三门峡,PM10,91.82
三门峡,PM2.5,54.52
三门峡,SO2,20.61
上海,AQI,49.84
上海,CO,0.73
上海,NO2,34.36
上海,O3,85.88
上海,PM10,44.29
上海,PM2.5,32.59
上海,SO2,12.37
上饶,AQI,59.78
上饶,CO,0.87
上饶,NO2,26.32
上饶,O3,75.14
上饶,PM10,65.26
上饶,PM2.5,39.59
上饶,SO2,34.53
东莞,AQI,52.38
东莞,CO,0.74
东莞,NO2,33.94
东莞,O3,64.8
东莞,PM10,51.82
东莞,PM2.5,35.28
东莞,SO2,14.61
东营,AQI,81.3
东营,CO,1.09
东营,NO2,32.38
东营,O3,94.58
东营,PM10,101.36
东营,PM2.5,51.67
东营,SO2,33.64
中卫,AQI,60.75
中卫,CO,0.65
中卫,NO2,22.83
中卫,O3,69.12
中卫,PM10,63.83
中卫,PM2.5,34.62
中卫,SO2,11.8
中山,AQI,46.6
中山,CO,0.86
中山,NO2,30.66
中山,O3,67.6
中山,PM10,42.32
中山,PM2.5,29.37
中山,SO2,12.11
临夏州,AQI,52.3
临夏州,CO,1.15
临夏州,NO2,34.13
临夏州,O3,58.34
临夏州,PM10,55.89
临夏州,PM2.5,24.38
临夏州,SO2,15.29
临安,AQI,60.91
临安,CO,0.66
临安,NO2,17.22
临安,O3,67.52
临安,PM10,59.92
临安,PM2.5,34.23
临安,SO2,57.08
临汾,AQI,60.97
临汾,CO,1.44
临汾,NO2,34.38
临汾,O3,56.54
临汾,PM10,71.04
临汾,PM2.5,37.39
临汾,SO2,34.04
临沂,AQI,78.22
临沂,CO,1.17
临沂,NO2,39.61
临沂,O3,86.54
临沂,PM10,97.07
临沂,PM2.5,48.64
临沂,SO2,19.62
临沧,AQI,38.4
临沧,CO,1.05
临沧,NO2,7.81
临沧,O3,29.99
临沧,PM10,31.84
临沧,PM2.5,23.97
临沧,SO2,16.65
丹东,AQI,48.01
丹东,CO,1.36
丹东,NO2,19.32
丹东,O3,56.37
丹东,PM10,51.43
丹东,PM2.5,29.82
丹东,SO2,11.58
丽水,AQI,44.07
丽水,CO,0.68
丽水,NO2,18.88
丽水,O3,61.51
丽水,PM10,43.55
丽水,PM2.5,27.0
丽水,SO2,6.49
丽江,AQI,27.09
丽江,CO,0.67
丽江,NO2,11.11
丽江,O3,53.55
丽江,PM10,25.58
丽江,PM2.5,15.76
丽江,SO2,12.34
义乌,AQI,46.16
义乌,CO,0.97
义乌,NO2,28.42
义乌,O3,67.86
义乌,PM10,48.01
义乌,PM2.5,29.73
义乌,SO2,16.0
乌兰察布,AQI,40.95
乌兰察布,CO,0.62
乌兰察布,NO2,26.7
乌兰察布,O3,77.98
乌兰察布,PM10,38.59
乌兰察布,PM2.5,22.47
乌兰察布,SO2,17.74
乌海,AQI,70.76
乌海,CO,1.02
乌海,NO2,32.87
乌海,O3,68.29
乌海,PM10,87.46
乌海,PM2.5,40.9
乌海,SO2,66.44
乌鲁木齐,AQI,63.41
乌鲁木齐,CO,0.81
乌鲁木齐,NO2,48.38
乌鲁木齐,O3,45.41
乌鲁木齐,PM10,77.53
乌鲁木齐,PM2.5,29.19
乌鲁木齐,SO2,12.98
乐山,AQI,48.7
乐山,CO,0.98
乐山,NO2,30.85
乐山,O3,52.86
乐山,PM10,46.67
乐山,PM2.5,33.69
乐山,SO2,15.57
九江,AQI,62.23
九江,CO,0.94
九江,NO2,23.93
九江,O3,82.86
九江,PM10,69.8
九江,PM2.5,41.55
九江,SO2,22.28
乳山,AQI,47.41
乳山,CO,0.57
乳山,NO2,12.58
乳山,O3,91.35
乳山,PM10,44.29
乳山,PM2.5,25.0
乳山,SO2,7.73
云浮,AQI,54.26
云浮,CO,1.09
云浮,NO2,30.2
云浮,O3,52.68
云浮,PM10,56.68
云浮,PM2.5,32.77
云浮,SO2,19.38
五家渠,AQI,74.12
五家渠,CO,0.84
五家渠,NO2,30.8
五家渠,O3,52.55
五家渠,PM10,96.92
五家渠,PM2.5,34.13
五家渠,SO2,13.73
亳州,AQI,66.99
亳州,CO,1.33
亳州,NO2,37.44
亳州,O3,68.83
亳州,PM10,68.83
亳州,PM2.5,41.24
亳州,SO2,31.12
伊春,AQI,23.67
伊春,CO,0.78
伊春,NO2,10.68
伊春,O3,27.45
伊春,PM10,21.33
伊春,PM2.5,11.41
伊春,SO2,5.64
伊犁哈萨克州,AQI,59.72
伊犁哈萨克州,CO,1.18
伊犁哈萨克州,NO2,30.53
伊犁哈萨克州,O3,56.4
伊犁哈萨克州,PM10,71.16
伊犁哈萨克州,PM2.5,27.58
伊犁哈萨克州,SO2,11.64
佛山,AQI,58.53
佛山,CO,0.76
佛山,NO2,36.69
佛山,O3,63.51
佛山,PM10,58.09
佛山,PM2.5,39.56
佛山,SO2,13.96
佳木斯,AQI,24.27
佳木斯,CO,0.55
佳木斯,NO2,17.83
佳木斯,O3,43.82
佳木斯,PM10,20.41
佳木斯,PM2.5,13.52
佳木斯,SO2,7.53
保定,AQI,99.06
保定,CO,0.89
保定,NO2,44.96
保定,O3,68.98
保定,PM10,118.62
保定,PM2.5,70.26
保定,SO2,23.29
保山,AQI,32.21
保山,CO,0.46
保山,NO2,10.81
保山,O3,44.52
保山,PM10,32.47
保山,PM2.5,11.78
保山,SO2,7.48
信阳,AQI,69.62
信阳,CO,0.6
信阳,NO2,26.95
信阳,O3,87.37
信阳,PM10,76.79
信阳,PM2.5,45.52
信阳,SO2,14.52
克州,AQI,56.77
克州,CO,1.18
克州,NO2,12.78
克州,O3,66.79
克州,PM10,68.68
克州,PM2.5,15.72
克州,SO2,3.45
克拉玛依,AQI,43.34
克拉玛依,CO,1.33
克拉玛依,NO2,13.58
克拉玛依,O3,85.53
克拉玛依,PM10,44.88
克拉玛依,PM2.5,14.78
克拉玛依,SO2,6.43
六安,AQI,61.9
六安,CO,0.66
六安,NO2,38.5
六安,O3,98.15
六安,PM10,59.9
六安,PM2.5,42.0
六安,SO2,14.34
六盘水,AQI,62.54
六盘水,CO,0.82
六盘水,NO2,30.72
六盘水,O3,58.99
六盘水,PM10,72.07
六盘水,PM2.5,39.37
六盘水,SO2,23.28
兰州,AQI,74.96
兰州,CO,1.09
兰州,NO2,57.66
兰州,O3,55.99
兰州,PM10,99.41
兰州,PM2.5,42.22
兰州,SO2,9.53
兴安盟,AQI,48.24
兴安盟,CO,0.65
兴安盟,NO2,23.66
兴安盟,O3,43.66
兴安盟,PM10,50.97
兴安盟,PM2.5,27.0
兴安盟,SO2,6.71
内江,AQI,60.51
内江,CO,0.56
内江,NO2,24.26
内江,O3,70.0
内江,PM10,59.05
内江,PM2.5,42.11
内江,SO2,17.74
凉山州,AQI,38.27
凉山州,CO,1.09
凉山州,NO2,20.83
凉山州,O3,46.76
凉山州,PM10,36.65
凉山州,PM2.5,23.54
凉山州,SO2,45.13
包头,AQI,60.39
包头,CO,1.01
包头,NO2,38.86
包头,O3,56.97
包头,PM10,72.46
包头,PM2.5,29.77
包头,SO2,23.33
北京,AQI,79.43
北京,CO,0.78
北京,NO2,43.56
北京,O3,56.6
北京,PM10,74.08
北京,PM2.5,55.08
北京,SO2,3.37
北海,AQI,42.73
北海,CO,0.75
北海,NO2,11.65
北海,O3,86.4
北海,PM10,42.77
北海,PM2.5,25.63
北海,SO2,10.83
十堰,AQI,68.19
十堰,CO,1.31
十堰,NO2,31.94
十堰,O3,63.74
十堰,PM10,70.26
十堰,PM2.5,48.29
十堰,SO2,13.57
南京,AQI,62.01
南京,CO,0.82
南京,NO2,36.78
南京,O3,99.57
南京,PM10,66.56
南京,PM2.5,34.09
南京,SO2,14.38
南充,AQI,68.69
南充,CO,0.76
南充,NO2,27.36
南充,O3,54.51
南充,PM10,72.03
南充,PM2.5,49.52
南充,SO2,13.75
南宁,AQI,58.46
南宁,CO,0.79
南宁,NO2,30.82
南宁,O3,58.59
南宁,PM10,65.76
南宁,PM2.5,38.81
南宁,SO2,14.12
南平,AQI,40.33
南平,CO,0.9
南平,NO2,14.52
南平,O3,56.46
南平,PM10,39.26
南平,PM2.5,25.23
南平,SO2,11.51
南昌,AQI,62.01
南昌,CO,0.9
南昌,NO2,27.44
南昌,O3,75.01
南昌,PM10,76.17
南昌,PM2.5,34.76
南昌,SO2,14.18
南通,AQI,54.19
南通,CO,0.72
南通,NO2,26.73
南通,O3,90.1
南通,PM10,52.72
南通,PM2.5,33.36
南通,SO2,23.41
南阳,AQI,75.52
南阳,CO,0.93
南阳,NO2,26.36
南阳,O3,86.75
南阳,PM10,90.37
南阳,PM2.5,45.79
南阳,SO2,20.66
博州,AQI,56.46
博州,CO,0.97
博州,NO2,24.46
博州,O3,64.27
博州,PM10,67.14
博州,PM2.5,22.56
博州,SO2,19.6
即墨,AQI,66.62
即墨,CO,0.53
即墨,NO2,24.81
即墨,O3,103.7
即墨,PM10,69.55
即墨,PM2.5,38.48
即墨,SO2,15.01
厦门,AQI,38.95
厦门,CO,0.61
厦门,NO2,27.29
厦门,O3,71.82
厦门,PM10,38.76
厦门,PM2.5,21.69
厦门,SO2,9.44
双鸭山,AQI,36.15
双鸭山,CO,0.63
双鸭山,NO2,15.74
双鸭山,O3,36.1
双鸭山,PM10,37.97
双鸭山,PM2.5,19.03
双鸭山,SO2,11.52
句容,AQI,61.75
句容,CO,0.69
句容,NO2,30.87
句容,O3,86.79
句容,PM10,64.96
句容,PM2.5,35.05
句容,SO2,17.66
台州,AQI,44.4
台州,CO,0.78
台州,NO2,14.72
台州,O3,74.31
台州,PM10,45.37
台州,PM2.5,26.02
台州,SO2,8.41
合肥,AQI,70.96
合肥,CO,0.84
合肥,NO2,50.7
合肥,O3,79.67
合肥,PM10,88.7
合肥,PM2.5,45.66
合肥,SO2,14.23
吉安,AQI,68.67
吉安,CO,1.03
吉安,NO2,17.67
吉安,O3,79.96
吉安,PM10,76.02
吉安,PM2.5,48.94
吉安,SO2,32.64
吉林,AQI,42.44
吉林,CO,0.59
吉林,NO2,25.78
吉林,O3,50.09
吉林,PM10,43.91
吉林,PM2.5,21.94
吉林,SO2,10.5
吐鲁番地区,AQI,77.93
吐鲁番地区,CO,0.77
吐鲁番地区,NO2,35.11
吐鲁番地区,O3,66.56
吐鲁番地区,PM10,103.52
吐鲁番地区,PM2.5,31.87
吐鲁番地区,SO2,5.32
吕梁,AQI,63.04
吕梁,CO,1.07
吕梁,NO2,26.77
吕梁,O3,32.4
吕梁,PM10,65.7
吕梁,PM2.5,41.79
吕梁,SO2,30.52
吴忠,AQI,57.08
吴忠,CO,0.79
吴忠,NO2,24.9
吴忠,O3,60.03
吴忠,PM10,57.31
吴忠,PM2.5,35.66
吴忠,SO2,16.32
吴江,AQI,58.92
吴江,CO,0.72
吴江,NO2,29.61
吴江,O3,72.25
吴江,PM10,66.27
吴江,PM2.5,33.2
吴江,SO2,11.27
周口,AQI,79.65
周口,CO,1.2
周口,NO2,31.36
周口,O3,97.5
周口,PM10,98.71
周口,PM2.5,47.02
周口,SO2,24.36
呼伦贝尔,AQI,48.63
呼伦贝尔,CO,0.37
呼伦贝尔,NO2,20.2
呼伦贝尔,O3,36.77
呼伦贝尔,PM10,52.72
呼伦贝尔,PM2.5,31.13
呼伦贝尔,SO2,7.73
呼和浩特,AQI,51.48
呼和浩特,CO,0.71
呼和浩特,NO2,45.84
呼和浩特,O3,49.63
呼和浩特,PM10,58.04
呼和浩特,PM2.5,24.45
呼和浩特,SO2,11.53
和田地区,AQI,81.14
和田地区,CO,0.99
和田地区,NO2,18.96
和田地区,O3,72.81
和田地区,PM10,110.23
和田地区,PM2.5,34.14
和田地区,SO2,14.11
咸宁,AQI,67.51
咸宁,CO,0.89
咸宁,NO2,17.83
咸宁,O3,95.89
咸宁,PM10,72.6
咸宁,PM2.5,42.76
咸宁,SO2,11.09
咸阳,AQI,98.48
咸阳,CO,1.09
咸阳,NO2,49.8
咸阳,O3,58.24
咸阳,PM10,123.66
咸阳,PM2.5,66.7
咸阳,SO2,14.37
哈密地区,AQI,63.74
哈密地区,CO,1.29
哈密地区,NO2,39.65
哈密地区,O3,58.63
哈密地区,PM10,80.55
哈密地区,PM2.5,28.46
哈密地区,SO2,9.33
哈尔滨,AQI,38.25
哈尔滨,CO,0.98
哈尔滨,NO2,34.3
哈尔滨,O3,38.11
哈尔滨,PM10,38.43
哈尔滨,PM2.5,23.5
哈尔滨,SO2,10.59
唐山,AQI,93.64
唐山,CO,2.07
唐山,NO2,57.43
唐山,O3,74.75
唐山,PM10,107.7
唐山,PM2.5,65.75
唐山,SO2,40.7
商丘,AQI,65.83
商丘,CO,0.63
商丘,NO2,29.77
商丘,O3,93.45
商丘,PM10,72.43
商丘,PM2.5,39.29
商丘,SO2,17.05
商洛,AQI,51.41
商洛,CO,0.8
商洛,NO2,24.95
商洛,O3,66.01
商洛,PM10,52.18
商洛,PM2.5,31.1
商洛,SO2,14.22
喀什地区,AQI,104.61
喀什地区,CO,0.73
喀什地区,NO2,34.99
喀什地区,O3,57.69
喀什地区,PM10,153.77
喀什地区,PM2.5,45.87
喀什地区,SO2,10.29
嘉兴,AQI,52.1
嘉兴,CO,0.66
嘉兴,NO2,22.8
嘉兴,O3,79.62
嘉兴,PM10,51.88
嘉兴,PM2.5,32.74
嘉兴,SO2,12.59
嘉峪关,AQI,53.06
嘉峪关,CO,0.57
嘉峪关,NO2,26.13
嘉峪关,O3,98.63
嘉峪关,PM10,56.91
嘉峪关,PM2.5,19.04
嘉峪关,SO2,12.2
四平,AQI,47.68
四平,CO,0.87
四平,NO2,27.82
四平,O3,53.9
四平,PM10,51.32
四平,PM2.5,28.5
四平,SO2,8.72
固原,AQI,48.0
固原,CO,0.64
固原,NO2,28.55
固原,O3,63.2
固原,PM10,50.71
固原,PM2.5,21.3
固原,SO2,6.18
塔城地区,AQI,46.88
塔城地区,CO,0.95
塔城地区,NO2,11.28
塔城地区,O3,59.79
塔城地区,PM10,53.04
塔城地区,PM2.5,20.62
塔城地区,SO2,7.47
大兴安岭地区,AQI,35.95
大兴安岭地区,CO,1.29
大兴安岭地区,NO2,17.97
大兴安岭地区,O3,43.28
大兴安岭地区,PM10,31.56
大兴安岭地区,PM2.5,17.96
大兴安岭地区,SO2,22.55
大同,AQI,55.27
大同,CO,1.57
大同,NO2,28.22
大同,O3,49.66
大同,PM10,63.06
大同,PM2.5,26.36
大同,SO2,27.04
大庆,AQI,35.96
大庆,CO,0.71
大庆,NO2,24.21
大庆,O3,54.93
大庆,PM10,35.73
大庆,PM2.5,21.22
大庆,SO2,10.83
大理州,AQI,32.87
大理州,CO,0.56
大理州,NO2,15.39
大理州,O3,33.64
大理州,PM10,22.99
大理州,PM2.5,21.59
大理州,SO2,6.32
大连,AQI,49.19
大连,CO,1.03
大连,NO2,25.24
大连,O3,101.29
大连,PM10,46.81
大连,PM2.5,27.62
大连,SO2,10.94
天水,AQI,50.84
天水,CO,0.77
天水,NO2,30.89
天水,O3,74.07
天水,PM10,49.93
天水,PM2.5,27.54
天水,SO2,10.69
天津,AQI,77.34
天津,CO,1.28
天津,NO2,45.82
天津,O3,71.16
天津,PM10,82.7
天津,PM2.5,51.51
天津,SO2,14.25
太仓,AQI,61.86
太仓,CO,0.84
太仓,NO2,32.3
太仓,O3,78.09
太仓,PM10,66.46
太仓,PM2.5,34.5
太仓,SO2,20.96
太原,AQI,81.56
太原,CO,1.17
太原,NO2,53.19
太原,O3,43.04
太原,PM10,105.75
太原,PM2.5,48.69
太原,SO2,33.34
威海,AQI,48.72
威海,CO,0.54
威海,NO2,14.56
威海,O3,90.77
威海,PM10,46.73
威海,PM2.5,28.31
威海,SO2,10.64
娄底,AQI,71.7
娄底,CO,1.15
娄底,NO2,22.18
娄底,O3,97.87
娄底,PM10,81.04
娄底,PM2.5,49.78
娄底,SO2,22.12
孝感,AQI,72.81
孝感,CO,1.3
孝感,NO2,19.52
孝感,O3,97.86
孝感,PM10,78.58
孝感,PM2.5,48.53
孝感,SO2,9.89
宁德,AQI,38.01
宁德,CO,0.35
宁德,NO2,19.69
宁德,O3,48.72
宁德,PM10,37.03
宁德,PM2.5,21.42
宁德,SO2,4.55
宁波,AQI,48.44
宁波,CO,0.71
宁波,NO2,31.59
宁波,O3,68.66
宁波,PM10,48.11
宁波,PM2.5,30.13
宁波,SO2,12.52
安庆,AQI,57.92
安庆,CO,0.61
安庆,NO2,25.24
安庆,O3,89.99
安庆,PM10,55.68
安庆,PM2.5,35.42
安庆,SO2,22.62
安康,AQI,52.31
安康,CO,0.65
安康,NO2,20.57
安康,O3,62.81
安康,PM10,49.76
安康,PM2.5,35.29
安康,SO2,24.75
安阳,AQI,90.62
安阳,CO,2.08
安阳,NO2,52.96
安阳,O3,78.33
安阳,PM10,115.4
安阳,PM2.5,59.03
安阳,SO2,43.98
安顺,AQI,53.98
安顺,CO,0.55
安顺,NO2,16.74
安顺,O3,78.56
安顺,PM10,52.85
安顺,PM2.5,37.33
安顺,SO2,17.47
定西,AQI,47.44
定西,CO,0.59
定西,NO2,30.87
定西,O3,67.14
定西,PM10,48.61
定西,PM2.5,25.18
定西,SO2,7.84
宜兴,AQI,60.4
宜兴,CO,0.84
宜兴,NO2,21.76
宜兴,O3,116.36
宜兴,PM10,47.61
宜兴,PM2.5,30.27
宜兴,SO2,13.16
宜宾,AQI,52.08
宜宾,CO,0.82
宜宾,NO2,28.31
宜宾,O3,53.61
宜宾,PM10,51.8
宜宾,PM2.5,35.77
宜宾,SO2,17.55
