city,type,value
七台河,AQI,72.87
七台河,CO,1.18
七台河,NO2,41.87
七台河,O3,74.86
七台河,PM10,78.56
七台河,PM2.5,44.91
七台河,SO2,28.51
三亚,AQI,31.45
三亚,CO,0.62
三亚,NO2,9.54
三亚,O3,71.07
三亚,PM10,28.29
三亚,PM2.5,16.76
三亚,SO2,2.71
三明,AQI,44.92
三明,CO,1.01
三明,NO2,29.29
三明,O3,49.91
三明,PM10,45.28
三明,PM2.5,28.45
三明,SO2,16.16
三门峡,AQI,124.85
三门峡,CO,1.62
三门峡,NO2,50.14
三门峡,O3,50.15
三门峡,PM10,138.77
三门峡,PM2.5,90.38
三门峡,SO2,37.66
上海,AQI,71.58
上海,CO,0.83
上海,NO2,48.61
上海,O3,66.49
上海,PM10,62.1
上海,PM2.5,50.2
上海,SO2,14.17
上饶,AQI,74.66
上饶,CO,1.24
上饶,NO2,28.63
上饶,O3,56.53
上饶,PM10,85.09
上饶,PM2.5,53.22
上饶,SO2,27.56
东莞,AQI,59.65
东莞,CO,0.96
东莞,NO2,44.08
东莞,O3,62.35
东莞,PM10,55.09
东莞,PM2.5,41.84
东莞,SO2,11.96
东营,AQI,118.59
东营,CO,1.26
东营,NO2,42.69
东营,O3,49.73
东营,PM10,127.82
东营,PM2.5,83.43
东营,SO2,57.08
中卫,AQI,96.13
中卫,CO,1.01
中卫,NO2,26.88
中卫,O3,53.14
中卫,PM10,120.96
中卫,PM2.5,55.1
中卫,SO2,51.56
中山,AQI,60.56
中山,CO,0.81
中山,NO2,39.44
中山,O3,58.4
中山,PM10,53.31
中山,PM2.5,42.54
中山,SO2,11.26
临夏州,AQI,110.15
临夏州,CO,1.73
临夏州,NO2,44.6
临夏州,O3,61.7
临夏州,PM10,123.47
临夏州,PM2.5,81.12
临夏州,SO2,48.12
临安,AQI,78.82
临安,CO,0.85
临安,NO2,23.34
临安,O3,39.15
临安,PM10,86.59
临安,PM2.5,54.5
临安,SO2,10.25
临汾,AQI,159.09
临汾,CO,2.7
临汾,NO2,43.73
