city,type,value
七台河,AQI,72.51
七台河,CO,0.68
七台河,NO2,41.32
七台河,O3,75.56
七台河,PM10,89.69
七台河,PM2.5,43.35
七台河,SO2,17.04
三亚,AQI,30.76
三亚,CO,0.56
三亚,NO2,10.56
三亚,O3,64.76
三亚,PM10,28.96
三亚,PM2.5,14.93
三亚,SO2,2.7
三明,AQI,47.0
三明,CO,1.29
三明,NO2,34.33
三明,O3,49.41
三明,PM10,48.61
三明,PM2.5,27.22
三明,SO2,15.14
三门峡,AQI,84.54
三门峡,CO,1.1
三门峡,NO2,42.84
三门峡,O3,66.24
三门峡,PM10,95.09
三门峡,PM2.5,47.9
三门峡,SO2,17.75
上海,AQI,70.08
上海,CO,0.78
上海,NO2,50.87
上海,O3,90.66
上海,PM10,72.69
上海,PM2.5,44.55
上海,SO2,12.11
上饶,AQI,67.52
上饶,CO,0.94
上饶,NO2,40.75
上饶,O3,71.76
上饶,PM10,79.29
上饶,PM2.5,44.17
上饶,SO2,48.78
东莞,AQI,58.57
东莞,CO,0.86
东莞,NO2,44.09
东莞,O3,54.42
东莞,PM10,54.84
东莞,PM2.5,39.11
东莞,SO2,10.69
东营,AQI,96.53
东营,CO,1.1
东营,NO2,31.0
东营,O3,89.48
东营,PM10,127.62
东营,PM2.5,58.76
东营,SO2,51.45
中卫,AQI,78.03
中卫,CO,0.55
中卫,NO2,18.68
中卫,O3,104.45
中卫,PM10,105.42
中卫,PM2.5,34.1
中卫,SO2,15.39
中山,AQI,46.44
中山,CO,0.8
中山,NO2,31.98
中山,O3,58.86
中山,PM10,45.22
中山,PM2.5,28.17
中山,SO2,8.39
临夏州,AQI,63.52
临夏州,CO,0.76
临夏州,NO2,21.31
临夏州,O3,80.82
临夏州,PM10,65.38
临夏州,PM2.5,40.09
临夏州,SO2,24.37
临安,AQI,71.88
临安,CO,0.8
临安,NO2,25.58
临安,O3,45.06
临安,PM10,87.16
临安,PM2.5,44.79
临安,SO2,16.28
临汾,AQI,91.2
临汾,CO,1.64
临汾,NO2,36.26
临汾,O3,76.13
临汾,PM10,118.73
临汾,PM2.5,60.72
临汾,SO2,40.71
临沂,AQI,91.72
临沂,CO,1.02
临沂,NO2,46.68
临沂,O3,88.14
临沂,PM10,128.79
临沂,PM2.5,53.51
临沂,SO2,25.6
临沧,AQI,61.11
临沧,CO,0.89
临沧,NO2,19.08
临沧,O3,75.44
临沧,PM10,59.5
临沧,PM2.5,41.31
临沧,SO2,13.33
丹东,AQI,65.02
丹东,CO,0.9
丹东,NO2,25.69
丹东,O3,78.54
丹东,PM10,76.4
丹东,PM2.5,37.48
丹东,SO2,13.23
丽水,AQI,54.5
丽水,CO,0.61
丽水,NO2,23.65
丽水,O3,73.59
丽水,PM10,57.1
丽水,PM2.5,33.5
丽水,SO2,11.58
丽江,AQI,32.32
丽江,CO,0.54
丽江,NO2,11.73
丽江,O3,95.49
丽江,PM10,26.14
丽江,PM2.5,14.41
丽江,SO2,10.61
义乌,AQI,61.29
义乌,CO,1.07
义乌,NO2,44.48
义乌,O3,73.35
义乌,PM10,70.41
义乌,PM2.5,38.05
义乌,SO2,19.54
乌兰察布,AQI,51.15
乌兰察布,CO,0.53
乌兰察布,NO2,25.59
乌兰察布,O3,95.5
乌兰察布,PM10,53.31
乌兰察布,PM2.5,21.82
乌兰察布,SO2,18.07
乌海,AQI,90.81
乌海,CO,0.78
乌海,NO2,26.63
乌海,O3,71.72
乌海,PM10,126.86
乌海,PM2.5,41.69
乌海,SO2,48.54
乌鲁木齐,AQI,53.93
乌鲁木齐,CO,0.81
乌鲁木齐,NO2,35.19
