city,month,type,value
保山,201701.csv,NO2,15.36
保山,201701.csv,O3,68.9
保山,201701.csv,PM10,51.37
保山,201701.csv,PM2.5,38.18
保山,201701.csv,SO2,11.05
信阳,201701.csv,AQI,128.91
信阳,201701.csv,CO,1.18
信阳,201701.csv,NO2,43.33
信阳,201701.csv,O3,42.04
信阳,201701.csv,PM10,146.8
信阳,201701.csv,PM2.5,96.83
信阳,201701.csv,SO2,22.4
克州,201701.csv,AQI,61.39
克州,201701.csv,CO,1.2
克州,201701.csv,NO2,13.87
克州,201701.csv,O3,68.06
克州,201701.csv,PM10,69.87
克州,201701.csv,PM2.5,36.48
克州,201701.csv,SO2,2.98
克拉玛依,201701.csv,AQI,128.18
克拉玛依,201701.csv,CO,1.6
克拉玛依,201701.csv,NO2,39.4
克拉玛依,201701.csv,O3,44.13
克拉玛依,201701.csv,PM10,151.42
克拉玛依,201701.csv,PM2.5,96.9
克拉玛依,201701.csv,SO2,18.05
六安,201701.csv,AQI,94.12
六安,201701.csv,CO,1.05
六安,201701.csv,NO2,48.79
六安,201701.csv,O3,48.04
六安,201701.csv,PM10,102.08
六安,201701.csv,PM2.5,68.57
六安,201701.csv,SO2,17.56
六盘水,201701.csv,AQI,71.18
六盘水,201701.csv,CO,1.05
六盘水,201701.csv,NO2,26.58
六盘水,201701.csv,O3,41.82
六盘水,201701.csv,PM10,75.38
六盘水,201701.csv,PM2.5,50.75
六盘水,201701.csv,SO2,24.28
兰州,201701.csv,AQI,125.4
兰州,201701.csv,CO,1.92
兰州,201701.csv,NO2,72.71
兰州,201701.csv,O3,37.0
兰州,201701.csv,PM10,208.54
兰州,201701.csv,PM2.5,79.17
兰州,201701.csv,SO2,37.41
兴安盟,201701.csv,AQI,42.68
兴安盟,201701.csv,CO,0.77
兴安盟,201701.csv,NO2,18.13
兴安盟,201701.csv,O3,47.36
兴安盟,201701.csv,PM10,40.96
兴安盟,201701.csv,PM2.5,28.11
兴安盟,201701.csv,SO2,12.66
内江,201701.csv,AQI,145.35
内江,201701.csv,CO,1.04
内江,201701.csv,NO2,34.86
内江,201701.csv,O3,32.69
内江,201701.csv,PM10,145.19
内江,201701.csv,PM2.5,111.47
内江,201701.csv,SO2,24.71
凉山州,201701.csv,AQI,51.67
凉山州,201701.csv,CO,0.91
凉山州,201701.csv,NO2,28.5
凉山州,201701.csv,O3,64.51
凉山州,201701.csv,PM10,53.08
凉山州,201701.csv,PM2.5,34.15
凉山州,201701.csv,SO2,27.06
包头,201701.csv,AQI,104.48
包头,201701.csv,CO,2.31
包头,201701.csv,NO2,49.12
包头,201701.csv,O3,35.09
包头,201701.csv,PM10,114.95
包头,201701.csv,PM2.5,78.33
包头,201701.csv,SO2,50.54
北京,201701.csv,AQI,142.57
北京,201701.csv,CO,2.17
北京,201701.csv,NO2,63.76
北京,201701.csv,O3,28.56
北京,201701.csv,PM10,145.62
北京,201701.csv,PM2.5,114.42
北京,201701.csv,SO2,17.96
北海,201701.csv,AQI,68.33
北海,201701.csv,CO,1.27
北海,201701.csv,NO2,15.93
北海,201701.csv,O3,89.47
北海,201701.csv,PM10,62.76
北海,201701.csv,PM2.5,48.86
北海,201701.csv,SO2,9.08
十堰,201701.csv,AQI,102.46
十堰,201701.csv,CO,1.5
十堰,201701.csv,NO2,36.22
十堰,201701.csv,O3,29.52
十堰,201701.csv,PM10,100.59
十堰,201701.csv,PM2.5,76.0
十堰,201701.csv,SO2,16.64
南京,201701.csv,AQI,85.53
南京,201701.csv,CO,1.18
南京,201701.csv,NO2,51.04
南京,201701.csv,O3,49.92
南京,201701.csv,PM10,96.03
南京,201701.csv,PM2.5,59.22
南京,201701.csv,SO2,20.17
南充,201701.csv,AQI,115.84
南充,201701.csv,CO,1.13
南充,201701.csv,NO2,39.94
南充,201701.csv,O3,43.85
南充,201701.csv,PM10,127.86
南充,201701.csv,PM2.5,86.17
南充,201701.csv,SO2,10.46
南宁,201701.csv,AQI,79.23
南宁,201701.csv,CO,1.23
南宁,201701.csv,NO2,39.07
南宁,201701.csv,O3,41.27
南宁,201701.csv,PM10,81.62
南宁,201701.csv,PM2.5,58.14
南宁,201701.csv,SO2,14.27
南平,201701.csv,AQI,48.59
南平,201701.csv,CO,0.96
南平,201701.csv,NO2,21.56
南平,201701.csv,O3,38.36
南平,201701.csv,PM10,46.67
南平,201701.csv,PM2.5,33.86
南平,201701.csv,SO2,11.72
南昌,201701.csv,AQI,97.71
南昌,201701.csv,CO,1.34
南昌,201701.csv,NO2,38.68
南昌,201701.csv,O3,41.15
南昌,201701.csv,PM10,115.83
南昌,201701.csv,PM2.5,71.08
南昌,201701.csv,SO2,18.59
南通,201701.csv,AQI,78.65
南通,201701.csv,CO,0.85
南通,201701.csv,NO2,29.36
南通,201701.csv,O3,61.81
南通,201701.csv,PM10,71.95
南通,201701.csv,PM2.5,56.77
南通,201701.csv,SO2,18.45
南阳,201701.csv,AQI,147.82
南阳,201701.csv,CO,1.91
南阳,201701.csv,NO2,36.68
南阳,201701.csv,O3,46.57
南阳,201701.csv,PM10,189.21
南阳,201701.csv,PM2.5,110.21
南阳,201701.csv,SO2,23.3
博州,201701.csv,AQI,108.14
博州,201701.csv,CO,2.75
博州,201701.csv,NO2,43.74
博州,201701.csv,O3,45.08
博州,201701.csv,PM10,134.65
博州,201701.csv,PM2.5,80.96
博州,201701.csv,SO2,33.66
即墨,201701.csv,AQI,106.13
即墨,201701.csv,CO,1.57
即墨,201701.csv,NO2,42.89
即墨,201701.csv,O3,37.96
即墨,201701.csv,PM10,120.65
即墨,201701.csv,PM2.5,77.54
即墨,201701.csv,SO2,31.4
厦门,201701.csv,AQI,56.75
厦门,201701.csv,CO,0.69
厦门,201701.csv,NO2,37.41
厦门,201701.csv,O3,55.53
厦门,201701.csv,PM10,59.91
厦门,201701.csv,PM2.5,39.21
厦门,201701.csv,SO2,12.26
双鸭山,201701.csv,AQI,93.68
双鸭山,201701.csv,CO,0.93
双鸭山,201701.csv,NO2,30.1
双鸭山,201701.csv,O3,35.17
双鸭山,201701.csv,PM10,92.66
双鸭山,201701.csv,PM2.5,69.63
双鸭山,201701.csv,SO2,21.38
句容,201701.csv,AQI,102.9
句容,201701.csv,CO,0.91
句容,201701.csv,NO2,37.81
句容,201701.csv,O3,41.88
句容,201701.csv,PM10,90.5
句容,201701.csv,PM2.5,76.21
句容,201701.csv,SO2,10.17
台州,201701.csv,AQI,61.68
台州,201701.csv,CO,0.87
台州,201701.csv,NO2,26.68
台州,201701.csv,O3,49.6
台州,201701.csv,PM10,67.33
台州,201701.csv,PM2.5,41.25
台州,201701.csv,SO2,8.32
合肥,201701.csv,AQI,116.39
合肥,201701.csv,CO,1.25
合肥,201701.csv,NO2,60.79
合肥,201701.csv,O3,39.97
合肥,201701.csv,PM10,105.73
合肥,201701.csv,PM2.5,87.46
合肥,201701.csv,SO2,16.45
吉安,201701.csv,AQI,104.01
吉安,201701.csv,CO,0.82
吉安,201701.csv,NO2,33.15
吉安,201701.csv,O3,60.09
吉安,201701.csv,PM10,111.73
吉安,201701.csv,PM2.5,78.25
吉安,201701.csv,SO2,29.73
吉林,201701.csv,AQI,126.82
吉林,201701.csv,CO,1.59
吉林,201701.csv,NO2,42.55
吉林,201701.csv,O3,58.79
吉林,201701.csv,PM10,122.59
吉林,201701.csv,PM2.5,98.03
吉林,201701.csv,SO2,40.35
吐鲁番地区,201701.csv,AQI,158.57
吐鲁番地区,201701.csv,CO,3.15
吐鲁番地区,201701.csv,NO2,59.0
吐鲁番地区,201701.csv,O3,21.37
吐鲁番地区,201701.csv,PM10,167.84
吐鲁番地区,201701.csv,PM2.5,118.34
吐鲁番地区,201701.csv,SO2,31.83
吕梁,201701.csv,AQI,138.7
吕梁,201701.csv,CO,2.09
吕梁,201701.csv,NO2,37.68
吕梁,201701.csv,O3,21.29
吕梁,201701.csv,PM10,173.12
吕梁,201701.csv,PM2.5,101.59
吕梁,201701.csv,SO2,153.71
吴忠,201701.csv,AQI,118.06
吴忠,201701.csv,CO,1.38
吴忠,201701.csv,NO2,41.05
吴忠,201701.csv,O3,40.91
吴忠,201701.csv,PM10,154.98
吴忠,201701.csv,PM2.5,71.16
吴忠,201701.csv,SO2,72.59
吴江,201701.csv,AQI,79.76
吴江,201701.csv,CO,0.93
吴江,201701.csv,NO2,44.24
吴江,201701.csv,O3,39.54
吴江,201701.csv,PM10,89.98
吴江,201701.csv,PM2.5,53.59
吴江,201701.csv,SO2,14.04
周口,201701.csv,AQI,143.32
周口,201701.csv,CO,2.6
周口,201701.csv,NO2,40.82
周口,201701.csv,O3,34.21
周口,201701.csv,PM10,169.9
周口,201701.csv,PM2.5,106.15
周口,201701.csv,SO2,23.65
呼伦贝尔,201701.csv,AQI,61.61
呼伦贝尔,201701.csv,CO,0.93
呼伦贝尔,201701.csv,NO2,33.83
呼伦贝尔,201701.csv,O3,40.02
呼伦贝尔,201701.csv,PM10,61.14
呼伦贝尔,201701.csv,PM2.5,38.97
呼伦贝尔,201701.csv,SO2,10.61
呼和浩特,201701.csv,AQI,91.73
呼和浩特,201701.csv,CO,2.24
呼和浩特,201701.csv,NO2,55.74
呼和浩特,201701.csv,O3,35.12
呼和浩特,201701.csv,PM10,100.19
呼和浩特,201701.csv,PM2.5,66.56
呼和浩特,201701.csv,SO2,59.63
和田地区,201701.csv,AQI,87.75
和田地区,201701.csv,CO,1.42
和田地区,201701.csv,NO2,36.18
和田地区,201701.csv,O3,37.96
和田地区,201701.csv,PM10,99.55
和田地区,201701.csv,PM2.5,58.66
和田地区,201701.csv,SO2,44.57
咸宁,201701.csv,AQI,118.12
咸宁,201701.csv,CO,1.31
咸宁,201701.csv,NO2,23.88
咸宁,201701.csv,O3,42.64
咸宁,201701.csv,PM10,113.37
咸宁,201701.csv,PM2.5,89.04
咸宁,201701.csv,SO2,8.76
咸阳,201701.csv,AQI,227.27
咸阳,201701.csv,CO,2.35
咸阳,201701.csv,NO2,64.86
咸阳,201701.csv,O3,26.55
咸阳,201701.csv,PM10,251.93
咸阳,201701.csv,PM2.5,187.23
咸阳,201701.csv,SO2,31.95
哈密地区,201701.csv,AQI,71.28
哈密地区,201701.csv,CO,1.54
哈密地区,201701.csv,NO2,48.41
哈密地区,201701.csv,O3,31.76
哈密地区,201701.csv,PM10,88.41
哈密地区,201701.csv,PM2.5,39.25
哈密地区,201701.csv,SO2,18.49
哈尔滨,201701.csv,AQI,154.83
哈尔滨,201701.csv,CO,1.88
哈尔滨,201701.csv,NO2,68.74
哈尔滨,201701.csv,O3,35.03
哈尔滨,201701.csv,PM10,146.76
哈尔滨,201701.csv,PM2.5,121.92
哈尔滨,201701.csv,SO2,64.97
唐山,201701.csv,AQI,153.71
唐山,201701.csv,CO,3.38
唐山,201701.csv,NO2,71.59
唐山,201701.csv,O3,23.47
唐山,201701.csv,PM10,163.06
唐山,201701.csv,PM2.5,121.06
唐山,201701.csv,SO2,56.63
商丘,201701.csv,AQI,138.34
商丘,201701.csv,CO,1.17
商丘,201701.csv,NO2,38.87
商丘,201701.csv,O3,33.37
商丘,201701.csv,PM10,163.41
商丘,201701.csv,PM2.5,102.77
商丘,201701.csv,SO2,16.89
商洛,201701.csv,AQI,91.53
商洛,201701.csv,CO,1.1
商洛,201701.csv,NO2,31.75
商洛,201701.csv,O3,46.33
商洛,201701.csv,PM10,98.13
商洛,201701.csv,PM2.5,60.98
商洛,201701.csv,SO2,18.9
喀什地区,201701.csv,AQI,169.73
喀什地区,201701.csv,CO,2.43
喀什地区,201701.csv,NO2,51.57
喀什地区,201701.csv,O3,31.03
喀什地区,201701.csv,PM10,179.22
喀什地区,201701.csv,PM2.5,131.73
喀什地区,201701.csv,SO2,10.53
嘉兴,201701.csv,AQI,70.2
嘉兴,201701.csv,CO,0.96
嘉兴,201701.csv,NO2,44.99
嘉兴,201701.csv,O3,45.12
嘉兴,201701.csv,PM10,73.53
嘉兴,201701.csv,PM2.5,48.53
嘉兴,201701.csv,SO2,11.24
嘉峪关,201701.csv,AQI,70.69
嘉峪关,201701.csv,CO,0.6
嘉峪关,201701.csv,NO2,28.84
嘉峪关,201701.csv,O3,63.49
嘉峪关,201701.csv,PM10,98.06
嘉峪关,201701.csv,PM2.5,28.87
嘉峪关,201701.csv,SO2,16.24
四平,201701.csv,AQI,98.96
四平,201701.csv,CO,1.38
四平,201701.csv,NO2,38.59
四平,201701.csv,O3,41.47
四平,201701.csv,PM10,105.94
四平,201701.csv,PM2.5,69.46
四平,201701.csv,SO2,52.47
固原,201701.csv,AQI,82.53
固原,201701.csv,CO,1.18
固原,201701.csv,NO2,29.79
固原,201701.csv,O3,33.86
固原,201701.csv,PM10,111.19
固原,201701.csv,PM2.5,44.97
固原,201701.csv,SO2,17.52
塔城地区,201701.csv,AQI,49.9
塔城地区,201701.csv,CO,1.73
塔城地区,201701.csv,NO2,17.04
塔城地区,201701.csv,O3,102.88
塔城地区,201701.csv,PM10,49.67
塔城地区,201701.csv,PM2.5,26.65
塔城地区,201701.csv,SO2,6.95
大兴安岭地区,201701.csv,AQI,34.08
大兴安岭地区,201701.csv,CO,0.63
大兴安岭地区,201701.csv,NO2,13.72
大兴安岭地区,201701.csv,O3,55.56
大兴安岭地区,201701.csv,PM10,25.5
大兴安岭地区,201701.csv,PM2.5,21.04
大兴安岭地区,201701.csv,SO2,20.66
大同,201701.csv,AQI,91.93
大同,201701.csv,CO,1.91
大同,201701.csv,NO2,35.18
大同,201701.csv,O3,41.39
大同,201701.csv,PM10,100.18
大同,201701.csv,PM2.5,72.45
大同,201701.csv,SO2,90.9
大庆,201701.csv,AQI,101.28
大庆,201701.csv,CO,1.32
大庆,201701.csv,NO2,42.13
大庆,201701.csv,O3,42.08
大庆,201701.csv,PM10,99.67
大庆,201701.csv,PM2.5,75.55
大庆,201701.csv,SO2,23.59
大理州,201701.csv,AQI,39.98
大理州,201701.csv,CO,0.84
大理州,201701.csv,NO2,15.49
大理州,201701.csv,O3,76.98
大理州,201701.csv,PM10,30.48
大理州,201701.csv,PM2.5,25.44
大理州,201701.csv,SO2,10.54
大连,201701.csv,AQI,75.37
大连,201701.csv,CO,1.12
大连,201701.csv,NO2,35.4
大连,201701.csv,O3,51.96
大连,201701.csv,PM10,77.62
大连,201701.csv,PM2.5,52.8
大连,201701.csv,SO2,36.59
天水,201701.csv,AQI,120.33
天水,201701.csv,CO,1.34
天水,201701.csv,NO2,49.5
天水,201701.csv,O3,41.83
天水,201701.csv,PM10,151.87
天水,201701.csv,PM2.5,82.33
天水,201701.csv,SO2,58.48
天津,201701.csv,AQI,140.52
天津,201701.csv,CO,2.46
天津,201701.csv,NO2,68.46
天津,201701.csv,O3,27.16
天津,201701.csv,PM10,135.91
天津,201701.csv,PM2.5,108.36
天津,201701.csv,SO2,31.19
太仓,201701.csv,AQI,75.09
太仓,201701.csv,CO,0.79
太仓,201701.csv,NO2,36.45
太仓,201701.csv,O3,52.34
太仓,201701.csv,PM10,81.39
太仓,201701.csv,PM2.5,50.24
太仓,201701.csv,SO2,14.33
太原,201701.csv,AQI,171.09
太原,201701.csv,CO,2.25
太原,201701.csv,NO2,65.89
太原,201701.csv,O3,23.21
太原,201701.csv,PM10,192.97
太原,201701.csv,PM2.5,135.43
太原,201701.csv,SO2,163.81
威海,201701.csv,AQI,62.67
威海,201701.csv,CO,0.79
威海,201701.csv,NO2,21.81
威海,201701.csv,O3,57.69
威海,201701.csv,PM10,62.82
威海,201701.csv,PM2.5,41.81
威海,201701.csv,SO2,15.78
娄底,201701.csv,AQI,106.71
娄底,201701.csv,CO,1.97
娄底,201701.csv,NO2,30.05
娄底,201701.csv,O3,46.98
娄底,201701.csv,PM10,117.57
娄底,201701.csv,PM2.5,80.98
娄底,201701.csv,SO2,23.4
孝感,201701.csv,AQI,105.11
孝感,201701.csv,CO,2.04
孝感,201701.csv,NO2,36.69
孝感,201701.csv,O3,39.59
孝感,201701.csv,PM10,118.88
孝感,201701.csv,PM2.5,77.42
孝感,201701.csv,SO2,13.24
宁德,201701.csv,AQI,57.54
宁德,201701.csv,CO,0.89
宁德,201701.csv,NO2,25.79
宁德,201701.csv,O3,47.56
宁德,201701.csv,PM10,63.33
宁德,201701.csv,PM2.5,37.62
宁德,201701.csv,SO2,9.38
宁波,201701.csv,AQI,63.28
宁波,201701.csv,CO,0.85
宁波,201701.csv,NO2,43.7
宁波,201701.csv,O3,41.86
宁波,201701.csv,PM10,65.46
宁波,201701.csv,PM2.5,44.33
宁波,201701.csv,SO2,11.24
安庆,201701.csv,AQI,125.29
安庆,201701.csv,CO,0.88
安庆,201701.csv,NO2,41.88
安庆,201701.csv,O3,63.75
安庆,201701.csv,PM10,111.45
安庆,201701.csv,PM2.5,95.29
安庆,201701.csv,SO2,19.26
安康,201701.csv,AQI,114.13
安康,201701.csv,CO,1.76
安康,201701.csv,NO2,30.34
安康,201701.csv,O3,31.16
安康,201701.csv,PM10,117.58
安康,201701.csv,PM2.5,87.41
安康,201701.csv,SO2,25.94
安阳,201701.csv,AQI,237.95
安阳,201701.csv,CO,4.09
安阳,201701.csv,NO2,74.03
安阳,201701.csv,O3,22.86
安阳,201701.csv,PM10,284.95
安阳,201701.csv,PM2.5,193.16
安阳,201701.csv,SO2,66.76
安顺,201701.csv,AQI,50.02
安顺,201701.csv,CO,0.77
安顺,201701.csv,NO2,18.99
安顺,201701.csv,O3,40.09
安顺,201701.csv,PM10,44.63
安顺,201701.csv,PM2.5,36.0
安顺,201701.csv,SO2,29.76
定西,201701.csv,AQI,107.0
定西,201701.csv,CO,1.52
定西,201701.csv,NO2,35.49
定西,201701.csv,O3,37.08
定西,201701.csv,PM10,149.47
定西,201701.csv,PM2.5,72.31
定西,201701.csv,SO2,58.06
宜兴,201701.csv,AQI,85.0
宜兴,201701.csv,CO,1.23
宜兴,201701.csv,NO2,37.63
宜兴,201701.csv,O3,47.67
宜兴,201701.csv,PM10,72.43
宜兴,201701.csv,PM2.5,62.14
宜兴,201701.csv,SO2,18.66
宜宾,201701.csv,AQI,151.08
宜宾,201701.csv,CO,1.44
宜宾,201701.csv,NO2,41.81
宜宾,201701.csv,O3,27.46
宜宾,201701.csv,PM10,137.16
宜宾,201701.csv,PM2.5,117.03
宜宾,201701.csv,SO2,24.45
宜昌,201701.csv,AQI,173.16
宜昌,201701.csv,CO,1.75
宜昌,201701.csv,NO2,42.0
宜昌,201701.csv,O3,25.9
宜昌,201701.csv,PM10,172.85
宜昌,201701.csv,PM2.5,134.86
宜昌,201701.csv,SO2,16.04
宜春,201701.csv,AQI,115.58
宜春,201701.csv,CO,1.22
宜春,201701.csv,NO2,31.08
宜春,201701.csv,O3,44.43
宜春,201701.csv,PM10,120.35
宜春,201701.csv,PM2.5,87.8
宜春,201701.csv,SO2,28.88
宝鸡,201701.csv,AQI,161.41
宝鸡,201701.csv,CO,1.8
宝鸡,201701.csv,NO2,52.68
宝鸡,201701.csv,O3,34.24
宝鸡,201701.csv,PM10,177.34
宝鸡,201701.csv,PM2.5,123.34
宝鸡,201701.csv,SO2,23.74
宣城,201701.csv,AQI,108.67
宣城,201701.csv,CO,1.13
宣城,201701.csv,NO2,33.98
宣城,201701.csv,O3,37.28
宣城,201701.csv,PM10,100.13
