city,type,value
七台河,AQI,62.44
七台河,CO,0.33
七台河,NO2,33.97
七台河,O3,77.92
七台河,PM10,77.41
七台河,PM2.5,27.63
七台河,SO2,13.67
三亚,AQI,24.83
三亚,CO,0.55
三亚,NO2,10.99
三亚,O3,48.02
三亚,PM10,22.81
三亚,PM2.5,11.59
三亚,SO2,2.41
三明,AQI,44.33
三明,CO,1.24
三明,NO2,31.97
三明,O3,55.85
三明,PM10,44.19
三明,PM2.5,24.06
三明,SO2,12.7
三门峡,AQI,92.83
三门峡,CO,1.0
三门峡,NO2,40.41
三门峡,O3,87.89
三门峡,PM10,117.91
三门峡,PM2.5,44.54
三门峡,SO2,18.13
上海,AQI,59.65
上海,CO,0.63
上海,NO2,37.08
上海,O3,97.35
上海,PM10,64.3
上海,PM2.5,31.71
上海,SO2,10.77
上饶,AQI,68.72
上饶,CO,0.81
上饶,NO2,25.67
上饶,O3,99.05
上饶,PM10,72.83
上饶,PM2.5,44.73
上饶,SO2,40.81
东莞,AQI,58.42
东莞,CO,0.86
东莞,NO2,38.83
东莞,O3,73.66
东莞,PM10,53.88
东莞,PM2.5,39.12
东莞,SO2,12.98
东营,AQI,101.26
东营,CO,0.88
东营,NO2,27.81
东营,O3,114.79
东营,PM10,133.65
东营,PM2.5,55.94
东营,SO2,54.87
中卫,AQI,109.56
中卫,CO,0.63
中卫,NO2,18.99
中卫,O3,94.23
中卫,PM10,162.96
中卫,PM2.5,58.16
中卫,SO2,13.88
中山,AQI,51.29
中山,CO,0.79
中山,NO2,28.28
中山,O3,82.12
中山,PM10,46.74
中山,PM2.5,31.03
中山,SO2,9.75
临夏州,AQI,56.13
临夏州,CO,0.7
临夏州,NO2,16.44
临夏州,O3,79.26
临夏州,PM10,60.8
临夏州,PM2.5,32.57
临夏州,SO2,15.91
临安,AQI,66.63
临安,CO,0.72
临安,NO2,24.83
临安,O3,50.73
临安,PM10,78.55
临安,PM2.5,40.35
临安,SO2,15.3
临汾,AQI,91.21
临汾,CO,1.36
临汾,NO2,30.77
临汾,O3,113.87
临汾,PM10,109.66
临汾,PM2.5,58.61
临汾,SO2,29.22
临沂,AQI,111.78
临沂,CO,1.05
临沂,NO2,38.58
临沂,O3,115.13
临沂,PM10,149.65
临沂,PM2.5,52.72
临沂,SO2,27.61
临沧,AQI,47.45
临沧,CO,0.77
临沧,NO2,15.96
临沧,O3,67.13
临沧,PM10,47.49
临沧,PM2.5,27.25
临沧,SO2,15.21
丹东,AQI,57.32
丹东,CO,0.71
丹东,NO2,19.24
丹东,O3,84.42
丹东,PM10,68.26
丹东,PM2.5,28.02
丹东,SO2,11.03
丽水,AQI,49.0
丽水,CO,0.52
丽水,NO2,17.08
丽水,O3,85.2
丽水,PM10,49.31
丽水,PM2.5,28.66
丽水,SO2,9.47
丽江,AQI,31.15
丽江,CO,0.54
丽江,NO2,11.04
丽江,O3,87.7
丽江,PM10,25.29
丽江,PM2.5,14.39
丽江,SO2,10.92
义乌,AQI,55.15
义乌,CO,0.73
义乌,NO2,30.69
义乌,O3,83.54
义乌,PM10,57.69
义乌,PM2.5,32.1
义乌,SO2,16.69
乌兰察布,AQI,72.4
乌兰察布,CO,0.41
乌兰察布,NO2,19.68
乌兰察布,O3,111.25
乌兰察布,PM10,110.78
乌兰察布,PM2.5,29.37
乌兰察布,SO2,18.19
乌海,AQI,115.11
乌海,CO,0.79
乌海,NO2,27.58
乌海,O3,86.73
乌海,PM10,202.47
乌海,PM2.5,60.69
乌海,SO2,39.21
乌鲁木齐,AQI,64.03
乌鲁木齐,CO,0.76
乌鲁木齐,NO2,33.37
乌鲁木齐,O3,65.6
乌鲁木齐,PM10,79.74
乌鲁木齐,PM2.5,23.77
乌鲁木齐,SO2,9.16
乐山,AQI,72.07
乐山,CO,0.8
