city,type,value
七台河,AQI,43.37
七台河,CO,0.52
七台河,NO2,24.08
七台河,O3,40.31
七台河,PM10,47.31
七台河,PM2.5,17.49
七台河,SO2,11.52
三亚,AQI,21.18
三亚,CO,0.47
三亚,NO2,11.19
三亚,O3,34.47
三亚,PM10,20.6
三亚,PM2.5,9.28
三亚,SO2,2.85
三明,AQI,39.44
三明,CO,1.07
三明,NO2,22.66
三明,O3,47.38
三明,PM10,39.45
三明,PM2.5,22.62
三明,SO2,11.21
三门峡,AQI,68.37
三门峡,CO,0.84
三门峡,NO2,26.43
三门峡,O3,97.47
三门峡,PM10,76.18
三门峡,PM2.5,41.8
三门峡,SO2,12.75
上海,AQI,55.14
上海,CO,0.73
上海,NO2,32.28
上海,O3,94.93
上海,PM10,48.82
上海,PM2.5,31.24
上海,SO2,8.33
上饶,AQI,48.26
上饶,CO,0.83
上饶,NO2,17.96
上饶,O3,48.87
上饶,PM10,51.17
上饶,PM2.5,29.11
上饶,SO2,41.78
东莞,AQI,40.94
东莞,CO,0.8
东莞,NO2,32.65
东莞,O3,59.93
东莞,PM10,36.76
东莞,PM2.5,23.55
东莞,SO2,10.94
东营,AQI,54.58
东营,CO,0.74
东营,NO2,21.05
东营,O3,86.29
东营,PM10,60.96
东营,PM2.5,30.15
东营,SO2,15.41
中卫,AQI,57.59
中卫,CO,0.69
中卫,NO2,24.42
中卫,O3,90.5
中卫,PM10,62.1
中卫,PM2.5,19.87
中卫,SO2,11.74
中山,AQI,32.8
中山,CO,0.7
中山,NO2,17.75
中山,O3,56.37
中山,PM10,30.34
中山,PM2.5,17.27
中山,SO2,7.57
临夏州,AQI,35.86
临夏州,CO,0.71
临夏州,NO2,14.54
临夏州,O3,73.92
临夏州,PM10,31.27
临夏州,PM2.5,15.31
临夏州,SO2,16.82
临安,AQI,38.87
临安,CO,0.63
临安,NO2,16.82
临安,O3,64.13
临安,PM10,38.37
临安,PM2.5,19.71
临安,SO2,12.29
临汾,AQI,83.72
临汾,CO,1.65
临汾,NO2,24.08
临汾,O3,100.29
临汾,PM10,91.39
临汾,PM2.5,56.73
临汾,SO2,31.66
临沂,AQI,58.94
临沂,CO,0.96
临沂,NO2,28.76
临沂,O3,93.18
临沂,PM10,64.76
临沂,PM2.5,24.89
临沂,SO2,11.21
临沧,AQI,27.94
临沧,CO,0.8
临沧,NO2,10.78
临沧,O3,30.23
临沧,PM10,26.61
临沧,PM2.5,13.8
临沧,SO2,7.19
丹东,AQI,30.68
丹东,CO,0.71
丹东,NO2,14.35
丹东,O3,51.44
丹东,PM10,29.73
丹东,PM2.5,14.92
丹东,SO2,5.85
丽水,AQI,36.67
丽水,CO,0.57
丽水,NO2,16.31
丽水,O3,58.03
丽水,PM10,36.24
丽水,PM2.5,19.16
丽水,SO2,7.75
丽江,AQI,32.08
丽江,CO,0.84
丽江,NO2,12.39
丽江,O3,58.3
丽江,PM10,31.07
丽江,PM2.5,12.21
丽江,SO2,14.8
义乌,AQI,39.05
义乌,CO,0.63
义乌,NO2,22.44
义乌,O3,65.1
义乌,PM10,38.21
义乌,PM2.5,21.62
