city,type,value
七台河,AQI,82.75
七台河,CO,0.22
七台河,NO2,27.71
七台河,O3,80.46
七台河,PM10,115.12
七台河,PM2.5,29.08
七台河,SO2,18.46
三亚,AQI,32.92
三亚,CO,0.64
三亚,NO2,11.96
三亚,O3,71.21
三亚,PM10,28.54
三亚,PM2.5,14.88
三亚,SO2,2.83
三明,AQI,48.79
三明,CO,0.97
三明,NO2,37.33
三明,O3,79.62
三明,PM10,46.71
三明,PM2.5,24.75
三明,SO2,14.88
三门峡,AQI,74.0
三门峡,CO,0.91
三门峡,NO2,43.12
三门峡,O3,103.33
三门峡,PM10,83.33
三门峡,PM2.5,38.54
三门峡,SO2,23.38
上海,AQI,42.42
上海,CO,0.4
上海,NO2,23.92
上海,O3,105.04
上海,PM10,40.62
上海,PM2.5,18.79
上海,SO2,11.17
上饶,AQI,83.29
上饶,CO,0.67
上饶,NO2,39.71
上饶,O3,141.5
上饶,PM10,73.08
上饶,PM2.5,45.71
上饶,SO2,42.04
东莞,AQI,79.04
东莞,CO,0.78
东莞,NO2,23.42
东莞,O3,143.75
东莞,PM10,67.71
东莞,PM2.5,51.04
东莞,SO2,14.54
东营,AQI,93.33
东营,CO,1.01
东营,NO2,32.96
东营,O3,125.75
东营,PM10,130.38
东营,PM2.5,61.29
东营,SO2,45.17
中卫,AQI,59.92
中卫,CO,0.63
中卫,NO2,19.58
中卫,O3,117.67
中卫,PM10,71.12
中卫,PM2.5,31.21
中卫,SO2,10.21
中山,AQI,65.21
中山,CO,0.65
中山,NO2,19.62
中山,O3,144.67
中山,PM10,49.83
中山,PM2.5,31.79
中山,SO2,8.92
临夏州,AQI,44.21
临夏州,CO,0.71
临夏州,NO2,20.88
临夏州,O3,85.04
临夏州,PM10,43.08
临夏州,PM2.5,22.12
临夏州,SO2,25.04
临安,AQI,75.71
临安,CO,0.75
临安,NO2,25.67
临安,O3,69.29
临安,PM10,91.38
临安,PM2.5,45.88
临安,SO2,18.29
临汾,AQI,80.12
临汾,CO,1.42
临汾,NO2,37.25
临汾,O3,109.67
临汾,PM10,86.12
临汾,PM2.5,54.88
临汾,SO2,49.75
临沂,AQI,101.62
临沂,CO,1.44
临沂,NO2,46.04
临沂,O3,163.58
临沂,PM10,118.92
临沂,PM2.5,51.62
临沂,SO2,47.83
临沧,AQI,41.38
临沧,CO,0.7
临沧,NO2,16.04
临沧,O3,73.04
临沧,PM10,41.54
临沧,PM2.5,19.08
临沧,SO2,11.29
丹东,AQI,62.54
丹东,CO,0.62
丹东,NO2,28.67
丹东,O3,43.21
丹东,PM10,74.58
丹东,PM2.5,31.62
丹东,SO2,8.54
丽水,AQI,40.33
丽水,CO,0.35
丽水,NO2,12.46
丽水,O3,91.79
丽水,PM10,38.5
丽水,PM2.5,21.04
丽水,SO2,8.0
丽江,AQI,32.33
丽江,CO,0.46
丽江,NO2,13.83
丽江,O3,79.38
丽江,PM10,29.42
丽江,PM2.5,19.0
丽江,SO2,10.12
义乌,AQI,44.67
义乌,CO,0.49
义乌,NO2,17.67
义乌,O3,101.5
义乌,PM10,42.25
义乌,PM2.5,19.08
义乌,SO2,13.71
乌兰察布,AQI,57.67
乌兰察布,CO,0.47
乌兰察布,NO2,16.08
乌兰察布,O3,131.17
乌兰察布,PM10,61.91
乌兰察布,PM2.5,22.67
乌兰察布,SO2,17.83
乌海,AQI,104.0
乌海,CO,0.73
乌海,NO2,23.38
乌海,O3,96.29
乌海,PM10,157.46
乌海,PM2.5,45.67
乌海,SO2,17.08
乌鲁木齐,AQI,58.29
乌鲁木齐,CO,0.81
