city,month,type,value
乌兰察布,202201.csv,SO2,20.49
乌海,202201.csv,AQI,93.41
乌海,202201.csv,CO,1.4
乌海,202201.csv,NO2,42.08
乌海,202201.csv,O3,35.36
乌海,202201.csv,PM10,122.41
乌海,202201.csv,PM2.5,57.51
乌海,202201.csv,SO2,31.96
乌鲁木齐,202201.csv,AQI,147.23
乌鲁木齐,202201.csv,CO,1.64
乌鲁木齐,202201.csv,NO2,62.55
乌鲁木齐,202201.csv,O3,29.91
乌鲁木齐,202201.csv,PM10,134.53
乌鲁木齐,202201.csv,PM2.5,112.58
乌鲁木齐,202201.csv,SO2,6.27
乐山,202201.csv,AQI,99.06
乐山,202201.csv,CO,1.02
乐山,202201.csv,NO2,32.89
乐山,202201.csv,O3,21.66
乐山,202201.csv,PM10,94.79
乐山,202201.csv,PM2.5,74.01
乐山,202201.csv,SO2,6.65
九江,202201.csv,AQI,89.78
九江,202201.csv,CO,0.76
九江,202201.csv,NO2,36.41
九江,202201.csv,O3,41.8
九江,202201.csv,PM10,85.56
九江,202201.csv,PM2.5,66.95
九江,202201.csv,SO2,7.69
云浮,202201.csv,AQI,55.28
云浮,202201.csv,CO,0.88
云浮,202201.csv,NO2,27.92
云浮,202201.csv,O3,33.21
云浮,202201.csv,PM10,58.62
云浮,202201.csv,PM2.5,36.19
云浮,202201.csv,SO2,9.33
五家渠,202201.csv,AQI,246.12
五家渠,202201.csv,CO,2.36
五家渠,202201.csv,NO2,57.99
五家渠,202201.csv,O3,21.06
五家渠,202201.csv,PM10,279.34
五家渠,202201.csv,PM2.5,199.31
五家渠,202201.csv,SO2,5.25
亳州,202201.csv,AQI,130.22
亳州,202201.csv,CO,0.96
亳州,202201.csv,NO2,26.63
亳州,202201.csv,O3,41.82
亳州,202201.csv,PM10,133.7
亳州,202201.csv,PM2.5,98.11
亳州,202201.csv,SO2,5.25
伊春,202201.csv,AQI,56.5
伊春,202201.csv,CO,0.77
伊春,202201.csv,NO2,21.96
伊春,202201.csv,O3,36.25
伊春,202201.csv,PM10,50.11
伊春,202201.csv,PM2.5,40.46
伊春,202201.csv,SO2,6.97
伊犁哈萨克州,202201.csv,AQI,118.17
伊犁哈萨克州,202201.csv,CO,2.39
伊犁哈萨克州,202201.csv,NO2,45.7
伊犁哈萨克州,202201.csv,O3,24.5
伊犁哈萨克州,202201.csv,PM10,121.99
伊犁哈萨克州,202201.csv,PM2.5,85.17
伊犁哈萨克州,202201.csv,SO2,13.06
佛山,202201.csv,AQI,48.64
佛山,202201.csv,CO,0.95
佛山,202201.csv,NO2,46.55
佛山,202201.csv,O3,35.32
佛山,202201.csv,PM10,55.28
佛山,202201.csv,PM2.5,31.79
佛山,202201.csv,SO2,6.52
佳木斯,202201.csv,AQI,77.07
佳木斯,202201.csv,CO,0.89
佳木斯,202201.csv,NO2,30.07
佳木斯,202201.csv,O3,44.63
佳木斯,202201.csv,PM10,63.07
佳木斯,202201.csv,PM2.5,56.9
佳木斯,202201.csv,SO2,13.77
保定,202201.csv,AQI,107.78
保定,202201.csv,CO,1.05
保定,202201.csv,NO2,53.11
保定,202201.csv,O3,24.44
保定,202201.csv,PM10,106.39
保定,202201.csv,PM2.5,78.13
保定,202201.csv,SO2,8.89
保山,202201.csv,AQI,25.82
保山,202201.csv,CO,0.46
保山,202201.csv,NO2,10.42
保山,202201.csv,O3,56.06
保山,202201.csv,PM10,21.48
保山,202201.csv,PM2.5,13.31
保山,202201.csv,SO2,6.45
信阳,202201.csv,AQI,137.43
信阳,202201.csv,CO,0.89
信阳,202201.csv,NO2,31.69
信阳,202201.csv,O3,43.78
信阳,202201.csv,PM10,118.17
信阳,202201.csv,PM2.5,104.77
信阳,202201.csv,SO2,7.65
儋州,202201.csv,AQI,29.06
儋州,202201.csv,CO,0.62
儋州,202201.csv,NO2,10.91
儋州,202201.csv,O3,46.88
儋州,202201.csv,PM10,28.48
儋州,202201.csv,PM2.5,15.91
儋州,202201.csv,SO2,4.87
克孜勒苏柯尔克孜自治州,202201.csv,AQI,87.85
克孜勒苏柯尔克孜自治州,202201.csv,CO,1.1
克孜勒苏柯尔克孜自治州,202201.csv,NO2,27.28
克孜勒苏柯尔克孜自治州,202201.csv,O3,72.23
克孜勒苏柯尔克孜自治州,202201.csv,PM10,105.97
克孜勒苏柯尔克孜自治州,202201.csv,PM2.5,59.39
克孜勒苏柯尔克孜自治州,202201.csv,SO2,7.73
克拉玛依,202201.csv,AQI,112.48
克拉玛依,202201.csv,CO,1.05
克拉玛依,202201.csv,NO2,40.53
克拉玛依,202201.csv,O3,34.89
克拉玛依,202201.csv,PM10,135.83
克拉玛依,202201.csv,PM2.5,82.29
克拉玛依,202201.csv,SO2,8.13
六安,202201.csv,AQI,101.31
六安,202201.csv,CO,0.69
六安,202201.csv,NO2,36.38
六安,202201.csv,O3,47.54
六安,202201.csv,PM10,101.23
六安,202201.csv,PM2.5,75.63
六安,202201.csv,SO2,6.97
六盘水,202201.csv,AQI,42.03
六盘水,202201.csv,CO,0.93
六盘水,202201.csv,NO2,13.75
六盘水,202201.csv,O3,44.95
六盘水,202201.csv,PM10,36.26
六盘水,202201.csv,PM2.5,29.12
六盘水,202201.csv,SO2,8.71
兰州,202201.csv,AQI,84.27
兰州,202201.csv,CO,1.7
兰州,202201.csv,NO2,66.62
兰州,202201.csv,O3,30.7
兰州,202201.csv,PM10,103.77
兰州,202201.csv,PM2.5,58.81
兰州,202201.csv,SO2,21.68
兰州新区,202201.csv,AQI,71.41
兰州新区,202201.csv,CO,0.91
兰州新区,202201.csv,NO2,32.66
兰州新区,202201.csv,O3,54.32
兰州新区,202201.csv,PM10,82.95
兰州新区,202201.csv,PM2.5,46.04
兰州新区,202201.csv,SO2,21.54
兴安盟,202201.csv,AQI,66.99
兴安盟,202201.csv,CO,0.81
兴安盟,202201.csv,NO2,22.12
兴安盟,202201.csv,O3,37.04
兴安盟,202201.csv,PM10,62.74
兴安盟,202201.csv,PM2.5,48.58
兴安盟,202201.csv,SO2,8.6
内江,202201.csv,AQI,82.97
内江,202201.csv,CO,1.03
内江,202201.csv,NO2,35.13
内江,202201.csv,O3,28.98
内江,202201.csv,PM10,78.88
内江,202201.csv,PM2.5,61.47
内江,202201.csv,SO2,9.14
凉山彝族自治州,202201.csv,AQI,73.75
凉山彝族自治州,202201.csv,CO,0.88
凉山彝族自治州,202201.csv,NO2,21.49
凉山彝族自治州,202201.csv,O3,60.03
凉山彝族自治州,202201.csv,PM10,71.86
凉山彝族自治州,202201.csv,PM2.5,56.17
凉山彝族自治州,202201.csv,SO2,11.39
包头,202201.csv,AQI,80.73
包头,202201.csv,CO,1.51
包头,202201.csv,NO2,44.97
包头,202201.csv,O3,28.77
包头,202201.csv,PM10,86.19
包头,202201.csv,PM2.5,55.28
包头,202201.csv,SO2,18.95
北京,202201.csv,AQI,65.87
北京,202201.csv,CO,0.73
北京,202201.csv,NO2,33.78
北京,202201.csv,O3,29.23
北京,202201.csv,PM10,51.24
北京,202201.csv,PM2.5,44.91
北京,202201.csv,SO2,2.87
北海,202201.csv,AQI,55.76
北海,202201.csv,CO,0.95
北海,202201.csv,NO2,17.39
北海,202201.csv,O3,53.73
北海,202201.csv,PM10,52.12
北海,202201.csv,PM2.5,38.79
北海,202201.csv,SO2,7.87
十堰,202201.csv,AQI,85.75
十堰,202201.csv,CO,0.99
十堰,202201.csv,NO2,26.55
十堰,202201.csv,O3,44.8
十堰,202201.csv,PM10,75.76
十堰,202201.csv,PM2.5,63.26
十堰,202201.csv,SO2,7.25
南京,202201.csv,AQI,80.67
南京,202201.csv,CO,0.79
南京,202201.csv,NO2,43.93
南京,202201.csv,O3,43.83
南京,202201.csv,PM10,82.01
南京,202201.csv,PM2.5,58.44
南京,202201.csv,SO2,4.69
南充,202201.csv,AQI,84.96
南充,202201.csv,CO,0.91
南充,202201.csv,NO2,21.02
南充,202201.csv,O3,28.43
南充,202201.csv,PM10,79.36
南充,202201.csv,PM2.5,62.94
南充,202201.csv,SO2,4.55
南宁,202201.csv,AQI,49.45
南宁,202201.csv,CO,1.04
南宁,202201.csv,NO2,29.99
南宁,202201.csv,O3,27.53
南宁,202201.csv,PM10,49.66
南宁,202201.csv,PM2.5,34.62
南宁,202201.csv,SO2,8.13
南平,202201.csv,AQI,35.32
南平,202201.csv,CO,0.71
南平,202201.csv,NO2,16.78
南平,202201.csv,O3,37.56
南平,202201.csv,PM10,28.95
南平,202201.csv,PM2.5,23.95
南平,202201.csv,SO2,6.16
南昌,202201.csv,AQI,86.77
南昌,202201.csv,CO,1.09
南昌,202201.csv,NO2,36.7
南昌,202201.csv,O3,36.33
南昌,202201.csv,PM10,88.16
南昌,202201.csv,PM2.5,64.64
南昌,202201.csv,SO2,7.73
南通,202201.csv,AQI,65.89
南通,202201.csv,CO,0.66
南通,202201.csv,NO2,27.54
南通,202201.csv,O3,62.05
南通,202201.csv,PM10,58.37
南通,202201.csv,PM2.5,46.33
南通,202201.csv,SO2,6.08
南阳,202201.csv,AQI,151.92
南阳,202201.csv,CO,1.22
南阳,202201.csv,NO2,30.96
南阳,202201.csv,O3,39.78
南阳,202201.csv,PM10,147.31
南阳,202201.csv,PM2.5,116.77
南阳,202201.csv,SO2,8.35
博尔塔拉蒙古自治州,202201.csv,AQI,98.6
博尔塔拉蒙古自治州,202201.csv,CO,1.1
博尔塔拉蒙古自治州,202201.csv,NO2,29.19
博尔塔拉蒙古自治州,202201.csv,O3,39.09
博尔塔拉蒙古自治州,202201.csv,PM10,128.4
博尔塔拉蒙古自治州,202201.csv,PM2.5,69.03
博尔塔拉蒙古自治州,202201.csv,SO2,12.32
厦门,202201.csv,AQI,38.23
厦门,202201.csv,CO,0.54
厦门,202201.csv,NO2,20.08
厦门,202201.csv,O3,60.84
厦门,202201.csv,PM10,35.4
厦门,202201.csv,PM2.5,23.81
厦门,202201.csv,SO2,4.7
双鸭山,202201.csv,AQI,67.56
双鸭山,202201.csv,CO,0.73
双鸭山,202201.csv,NO2,22.94
双鸭山,202201.csv,O3,48.69
双鸭山,202201.csv,PM10,62.83
双鸭山,202201.csv,PM2.5,48.84
双鸭山,202201.csv,SO2,9.91
台州,202201.csv,AQI,51.83
台州,202201.csv,CO,0.55
台州,202201.csv,NO2,29.06
台州,202201.csv,O3,49.22
台州,202201.csv,PM10,55.61
台州,202201.csv,PM2.5,33.7
台州,202201.csv,SO2,7.09
合肥,202201.csv,AQI,93.41
合肥,202201.csv,CO,0.92
合肥,202201.csv,NO2,43.85
合肥,202201.csv,O3,38.48
合肥,202201.csv,PM10,104.52
合肥,202201.csv,PM2.5,68.45
合肥,202201.csv,SO2,7.14
吉安,202201.csv,AQI,60.0
吉安,202201.csv,CO,0.82
吉安,202201.csv,NO2,27.0
吉安,202201.csv,O3,37.73
吉安,202201.csv,PM10,62.13
吉安,202201.csv,PM2.5,42.59
吉安,202201.csv,SO2,8.32
吉林,202201.csv,AQI,90.27
吉林,202201.csv,CO,1.11
吉林,202201.csv,NO2,35.77
吉林,202201.csv,O3,40.12
吉林,202201.csv,PM10,84.31
吉林,202201.csv,PM2.5,67.05
吉林,202201.csv,SO2,18.57
吐鲁番地区,202201.csv,AQI,176.6
吐鲁番地区,202201.csv,CO,2.79
吐鲁番地区,202201.csv,NO2,64.59
吐鲁番地区,202201.csv,O3,40.42
吐鲁番地区,202201.csv,PM10,252.96
吐鲁番地区,202201.csv,PM2.5,132.39
吐鲁番地区,202201.csv,SO2,10.29
吕梁,202201.csv,AQI,84.33
吕梁,202201.csv,CO,0.85
吕梁,202201.csv,NO2,47.27
吕梁,202201.csv,O3,23.72
吕梁,202201.csv,PM10,111.61
吕梁,202201.csv,PM2.5,47.86
吕梁,202201.csv,SO2,14.32
吴忠,202201.csv,AQI,115.22
吴忠,202201.csv,CO,1.28
吴忠,202201.csv,NO2,38.77
吴忠,202201.csv,O3,37.13
吴忠,202201.csv,PM10,119.76
吴忠,202201.csv,PM2.5,82.85
吴忠,202201.csv,SO2,20.2
周口,202201.csv,AQI,149.5
周口,202201.csv,CO,1.11
周口,202201.csv,NO2,32.66
周口,202201.csv,O3,37.74
周口,202201.csv,PM10,127.04
周口,202201.csv,PM2.5,113.79
周口,202201.csv,SO2,8.54
呼伦贝尔,202201.csv,AQI,40.17
呼伦贝尔,202201.csv,CO,0.53
呼伦贝尔,202201.csv,NO2,19.94
呼伦贝尔,202201.csv,O3,39.16
呼伦贝尔,202201.csv,PM10,33.93
呼伦贝尔,202201.csv,PM2.5,27.95
呼伦贝尔,202201.csv,SO2,6.29
呼和浩特,202201.csv,AQI,73.17
呼和浩特,202201.csv,CO,1.05
呼和浩特,202201.csv,NO2,42.59
呼和浩特,202201.csv,O3,30.3
呼和浩特,202201.csv,PM10,72.49
呼和浩特,202201.csv,PM2.5,50.07
呼和浩特,202201.csv,SO2,16.27
和田地区,202201.csv,AQI,98.32
和田地区,202201.csv,CO,2.1
和田地区,202201.csv,NO2,32.96
和田地区,202201.csv,O3,57.91
和田地区,202201.csv,PM10,139.08
和田地区,202201.csv,PM2.5,62.02
和田地区,202201.csv,SO2,20.79
咸宁,202201.csv,AQI,83.48
咸宁,202201.csv,CO,0.98
咸宁,202201.csv,NO2,29.22
咸宁,202201.csv,O3,35.2
咸宁,202201.csv,PM10,62.58
咸宁,202201.csv,PM2.5,61.88
咸宁,202201.csv,SO2,4.77
咸阳,202201.csv,AQI,155.45
咸阳,202201.csv,CO,1.36
咸阳,202201.csv,NO2,34.79
咸阳,202201.csv,O3,38.44
咸阳,202201.csv,PM10,121.46
咸阳,202201.csv,PM2.5,117.47
咸阳,202201.csv,SO2,9.39
哈密地区,202201.csv,AQI,83.9
哈密地区,202201.csv,CO,1.02
哈密地区,202201.csv,NO2,41.81
哈密地区,202201.csv,O3,36.01
哈密地区,202201.csv,PM10,116.91
哈密地区,202201.csv,PM2.5,45.26
哈密地区,202201.csv,SO2,8.79
哈尔滨,202201.csv,AQI,131.83
哈尔滨,202201.csv,CO,1.13
哈尔滨,202201.csv,NO2,46.57
哈尔滨,202201.csv,O3,34.93
哈尔滨,202201.csv,PM10,116.7
哈尔滨,202201.csv,PM2.5,101.25
哈尔滨,202201.csv,SO2,32.31
唐山,202201.csv,AQI,81.82
唐山,202201.csv,CO,1.12
唐山,202201.csv,NO2,43.84
唐山,202201.csv,O3,28.23
唐山,202201.csv,PM10,87.43
唐山,202201.csv,PM2.5,56.27
唐山,202201.csv,SO2,10.75
商丘,202201.csv,AQI,142.96
商丘,202201.csv,CO,1.04
商丘,202201.csv,NO2,34.55
商丘,202201.csv,O3,38.1
商丘,202201.csv,PM10,118.06
商丘,202201.csv,PM2.5,107.96
商丘,202201.csv,SO2,8.58
商洛,202201.csv,AQI,75.04
商洛,202201.csv,CO,0.85
商洛,202201.csv,NO2,20.19
商洛,202201.csv,O3,50.1
商洛,202201.csv,PM10,57.4
商洛,202201.csv,PM2.5,53.64
商洛,202201.csv,SO2,8.46
喀什地区,202201.csv,AQI,156.13
喀什地区,202201.csv,CO,2.68
喀什地区,202201.csv,NO2,66.92
喀什地区,202201.csv,O3,35.96
喀什地区,202201.csv,PM10,181.48
喀什地区,202201.csv,PM2.5,118.62
喀什地区,202201.csv,SO2,11.26
嘉兴,202201.csv,AQI,68.12
嘉兴,202201.csv,CO,0.6
嘉兴,202201.csv,NO2,43.44
嘉兴,202201.csv,O3,42.92
嘉兴,202201.csv,PM10,71.18
嘉兴,202201.csv,PM2.5,48.06
嘉兴,202201.csv,SO2,8.8
嘉峪关,202201.csv,AQI,54.49
嘉峪关,202201.csv,CO,0.72
嘉峪关,202201.csv,NO2,31.54
嘉峪关,202201.csv,O3,54.5
嘉峪关,202201.csv,PM10,63.47
嘉峪关,202201.csv,PM2.5,27.31
嘉峪关,202201.csv,SO2,20.17
四平,202201.csv,AQI,72.63
四平,202201.csv,CO,0.82
四平,202201.csv,NO2,35.44
四平,202201.csv,O3,37.48
四平,202201.csv,PM10,81.6
四平,202201.csv,PM2.5,47.56
四平,202201.csv,SO2,13.21
固原,202201.csv,AQI,71.36
固原,202201.csv,CO,0.9
固原,202201.csv,NO2,26.79
固原,202201.csv,O3,56.84
固原,202201.csv,PM10,64.88
固原,202201.csv,PM2.5,49.27
固原,202201.csv,SO2,5.87
塔城地区,202201.csv,AQI,41.87
塔城地区,202201.csv,CO,0.53
塔城地区,202201.csv,NO2,10.89
塔城地区,202201.csv,O3,59.67
塔城地区,202201.csv,PM10,43.16
塔城地区,202201.csv,PM2.5,21.4
塔城地区,202201.csv,SO2,2.69
大兴安岭地区,202201.csv,AQI,39.01
大兴安岭地区,202201.csv,CO,0.53
大兴安岭地区,202201.csv,NO2,16.69
大兴安岭地区,202201.csv,O3,38.87
大兴安岭地区,202201.csv,PM10,28.94
大兴安岭地区,202201.csv,PM2.5,26.78
大兴安岭地区,202201.csv,SO2,11.9
大同,202201.csv,AQI,75.51
大同,202201.csv,CO,1.13
大同,202201.csv,NO2,34.77
大同,202201.csv,O3,32.62
大同,202201.csv,PM10,85.98
大同,202201.csv,PM2.5,50.02
大同,202201.csv,SO2,29.43
大庆,202201.csv,AQI,92.83
大庆,202201.csv,CO,0.87
大庆,202201.csv,NO2,33.79
大庆,202201.csv,O3,39.03
大庆,202201.csv,PM10,84.7
大庆,202201.csv,PM2.5,69.32
大庆,202201.csv,SO2,16.24
大理州,202201.csv,AQI,25.85
大理州,202201.csv,CO,0.56
大理州,202201.csv,NO2,10.36
大理州,202201.csv,O3,66.92
大理州,202201.csv,PM10,18.58
大理州,202201.csv,PM2.5,14.7
大理州,202201.csv,SO2,6.12
大连,202201.csv,AQI,53.94
大连,202201.csv,CO,0.77
大连,202201.csv,NO2,34.13
大连,202201.csv,O3,46.03
大连,202201.csv,PM10,53.12
大连,202201.csv,PM2.5,35.75
大连,202201.csv,SO2,14.04
天水,202201.csv,AQI,82.52
天水,202201.csv,CO,1.16
天水,202201.csv,NO2,41.34
天水,202201.csv,O3,38.19
天水,202201.csv,PM10,89.31
天水,202201.csv,PM2.5,58.41
天水,202201.csv,SO2,15.63
天津,202201.csv,AQI,74.95
天津,202201.csv,CO,0.91
天津,202201.csv,NO2,41.34
天津,202201.csv,O3,30.0
天津,202201.csv,PM10,77.95
天津,202201.csv,PM2.5,52.12
天津,202201.csv,SO2,9.29
太原,202201.csv,AQI,118.77
太原,202201.csv,CO,1.31
太原,202201.csv,NO2,54.72
太原,202201.csv,O3,24.24
太原,202201.csv,PM10,125.3
太原,202201.csv,PM2.5,86.34
太原,202201.csv,SO2,20.21
威海,202201.csv,AQI,43.64
威海,202201.csv,CO,0.53
威海,202201.csv,NO2,17.96
威海,202201.csv,O3,59.58
威海,202201.csv,PM10,40.94
威海,202201.csv,PM2.5,28.12
威海,202201.csv,SO2,5.11
娄底,202201.csv,AQI,87.64
娄底,202201.csv,CO,1.02
娄底,202201.csv,NO2,28.08
娄底,202201.csv,O3,31.65
娄底,202201.csv,PM10,62.8
娄底,202201.csv,PM2.5,65.5
娄底,202201.csv,SO2,5.26
孝感,202201.csv,AQI,135.52
孝感,202201.csv,CO,1.1
孝感,202201.csv,NO2,37.53
孝感,202201.csv,O3,36.07
孝感,202201.csv,PM10,102.34
孝感,202201.csv,PM2.5,103.44
孝感,202201.csv,SO2,10.32
宁德,202201.csv,AQI,43.6
宁德,202201.csv,CO,0.66
宁德,202201.csv,NO2,22.37
宁德,202201.csv,O3,50.95
宁德,202201.csv,PM10,36.95
宁德,202201.csv,PM2.5,27.88
宁德,202201.csv,SO2,7.48
宁波,202201.csv,AQI,57.52
宁波,202201.csv,CO,0.9
宁波,202201.csv,NO2,40.08
宁波,202201.csv,O3,48.19
宁波,202201.csv,PM10,59.65
宁波,202201.csv,PM2.5,39.3
宁波,202201.csv,SO2,10.01
安庆,202201.csv,AQI,100.47
安庆,202201.csv,CO,0.89
安庆,202201.csv,NO2,32.71
安庆,202201.csv,O3,48.66
安庆,202201.csv,PM10,81.75
安庆,202201.csv,PM2.5,75.13
安庆,202201.csv,SO2,6.8
安康,202201.csv,AQI,82.82
安康,202201.csv,CO,0.97
安康,202201.csv,NO2,26.8
安康,202201.csv,O3,34.04
安康,202201.csv,PM10,67.79
安康,202201.csv,PM2.5,61.11
安康,202201.csv,SO2,14.83
安阳,202201.csv,AQI,137.36
安阳,202201.csv,CO,1.31
安阳,202201.csv,NO2,39.78
安阳,202201.csv,O3,28.97
安阳,202201.csv,PM10,130.92
安阳,202201.csv,PM2.5,103.27
安阳,202201.csv,SO2,9.34
安顺,202201.csv,AQI,35.95
安顺,202201.csv,CO,0.79
安顺,202201.csv,NO2,12.12
安顺,202201.csv,O3,39.37
安顺,202201.csv,PM10,27.19
安顺,202201.csv,PM2.5,24.9
安顺,202201.csv,SO2,21.05
定西,202201.csv,AQI,75.28
定西,202201.csv,CO,0.97
定西,202201.csv,NO2,30.27
定西,202201.csv,O3,42.37
定西,202201.csv,PM10,84.57
定西,202201.csv,PM2.5,52.06
定西,202201.csv,SO2,24.03
宜宾,202201.csv,AQI,96.82
宜宾,202201.csv,CO,0.91
宜宾,202201.csv,NO2,34.08
宜宾,202201.csv,O3,27.78
宜宾,202201.csv,PM10,86.89
宜宾,202201.csv,PM2.5,72.3
宜宾,202201.csv,SO2,8.87
宜昌,202201.csv,AQI,119.29
宜昌,202201.csv,CO,0.94
宜昌,202201.csv,NO2,28.1
宜昌,202201.csv,O3,31.36
宜昌,202201.csv,PM10,102.48
宜昌,202201.csv,PM2.5,90.67
宜昌,202201.csv,SO2,5.63
宜春,202201.csv,AQI,62.17
宜春,202201.csv,CO,1.14
宜春,202201.csv,NO2,26.75
宜春,202201.csv,O3,29.75
宜春,202201.csv,PM10,59.94
宜春,202201.csv,PM2.5,45.19
宜春,202201.csv,SO2,6.88
宝鸡,202201.csv,AQI,135.42
宝鸡,202201.csv,CO,1.17
宝鸡,202201.csv,NO2,33.53
宝鸡,202201.csv,O3,36.13
宝鸡,202201.csv,PM10,116.35
宝鸡,202201.csv,PM2.5,102.53
宝鸡,202201.csv,SO2,6.91
宣城,202201.csv,AQI,95.73
宣城,202201.csv,CO,0.77
宣城,202201.csv,NO2,35.66
宣城,202201.csv,O3,61.34
宣城,202201.csv,PM10,64.45
宣城,202201.csv,PM2.5,71.12
宣城,202201.csv,SO2,7.0
宿州,202201.csv,AQI,125.55
宿州,202201.csv,CO,0.77
宿州,202201.csv,NO2,29.3
宿州,202201.csv,O3,47.16
宿州,202201.csv,PM10,115.72
宿州,202201.csv,PM2.5,94.36
宿州,202201.csv,SO2,4.02
宿迁,202201.csv,AQI,112.34
宿迁,202201.csv,CO,0.86
宿迁,202201.csv,NO2,36.44
宿迁,202201.csv,O3,43.58
宿迁,202201.csv,PM10,104.89
宿迁,202201.csv,PM2.5,84.01
宿迁,202201.csv,SO2,6.44
山南,202201.csv,AQI,27.09
山南,202201.csv,CO,0.58
山南,202201.csv,NO2,13.91
山南,202201.csv,O3,68.4
山南,202201.csv,PM10,19.83
山南,202201.csv,PM2.5,8.78
山南,202201.csv,SO2,5.18
岳阳,202201.csv,AQI,96.0
岳阳,202201.csv,CO,1.06
岳阳,202201.csv,NO2,30.69
岳阳,202201.csv,O3,35.85
