city,type,value
七台河,AQI,66.52
七台河,CO,0.73
七台河,NO2,27.17
七台河,O3,68.17
七台河,PM10,61.32
七台河,PM2.5,47.46
七台河,SO2,14.22
三亚,AQI,22.84
三亚,CO,0.5
三亚,NO2,6.3
三亚,O3,62.42
三亚,PM10,20.04
三亚,PM2.5,9.88
三亚,SO2,3.28
三明,AQI,26.67
三明,CO,0.9
三明,NO2,12.6
三明,O3,36.59
三明,PM10,19.19
三明,PM2.5,16.86
三明,SO2,6.68
三门峡,AQI,88.07
三门峡,CO,0.78
三门峡,NO2,25.8
三门峡,O3,57.25
三门峡,PM10,91.29
三门峡,PM2.5,61.15
三门峡,SO2,8.0
上海,AQI,45.31
上海,CO,0.6
上海,NO2,28.42
上海,O3,71.97
上海,PM10,43.18
上海,PM2.5,29.65
上海,SO2,5.26
上饶,AQI,37.65
上饶,CO,0.57
上饶,NO2,14.07
上饶,O3,53.32
上饶,PM10,37.7
上饶,PM2.5,24.09
上饶,SO2,11.74
东莞,AQI,28.39
东莞,CO,0.77
东莞,NO2,21.92
东莞,O3,47.96
东莞,PM10,25.07
东莞,PM2.5,17.04
东莞,SO2,7.18
东营,AQI,58.32
东营,CO,0.81
东营,NO2,28.81
东营,O3,63.78
东营,PM10,61.17
东营,PM2.5,38.15
东营,SO2,14.81
中卫,AQI,64.62
中卫,CO,0.47
中卫,NO2,25.4
中卫,O3,58.83
中卫,PM10,71.95
中卫,PM2.5,36.33
中卫,SO2,12.46
中山,AQI,30.32
中山,CO,0.65
中山,NO2,23.48
中山,O3,42.54
中山,PM10,27.17
中山,PM2.5,18.94
中山,SO2,4.62
临夏回族自治州,AQI,65.26
临夏回族自治州,CO,0.89
临夏回族自治州,NO2,23.55
临夏回族自治州,O3,69.97
临夏回族自治州,PM10,72.14
临夏回族自治州,PM2.5,39.38
临夏回族自治州,SO2,9.98
临汾,AQI,77.67
临汾,CO,1.03
临汾,NO2,30.3
临汾,O3,50.43
临汾,PM10,68.6
临汾,PM2.5,54.77
临汾,SO2,14.69
临沂,AQI,74.75
临沂,CO,0.84
临沂,NO2,31.16
临沂,O3,64.04
临沂,PM10,75.31
临沂,PM2.5,52.54
临沂,SO2,14.95
临沧,AQI,52.07
临沧,CO,0.69
临沧,NO2,13.07
临沧,O3,64.51
临沧,PM10,51.44
临沧,PM2.5,34.06
临沧,SO2,10.25
丹东,AQI,55.94
丹东,CO,0.99
丹东,NO2,24.4
丹东,O3,57.5
丹东,PM10,54.45
丹东,PM2.5,38.83
丹东,SO2,17.8
丽水,AQI,31.76
丽水,CO,0.48
丽水,NO2,14.32
丽水,O3,49.97
丽水,PM10,27.15
丽水,PM2.5,19.79
丽水,SO2,6.2
丽江,AQI,28.58
丽江,CO,0.51
丽江,NO2,7.48
丽江,O3,82.6
丽江,PM10,19.68
丽江,PM2.5,13.43
丽江,SO2,4.85
乌兰察布,AQI,36.36
乌兰察布,CO,0.54
乌兰察布,NO2,22.13
乌兰察布,O3,60.26
乌兰察布,PM10,35.44
乌兰察布,PM2.5,20.18
乌兰察布,SO2,16.63
乌海,AQI,74.13
乌海,CO,1.05
乌海,NO2,29.31
乌海,O3,52.97
乌海,PM10,86.05
乌海,PM2.5,40.28
乌海,SO2,28.27
乌鲁木齐,AQI,160.95
乌鲁木齐,CO,1.52
乌鲁木齐,NO2,60.6
乌鲁木齐,O3,45.75
乌鲁木齐,PM10,175.22
乌鲁木齐,PM2.5,125.41
乌鲁木齐,SO2,6.05
乐山,AQI,68.25
乐山,CO,0.66
乐山,NO2,23.34
乐山,O3,42.82
乐山,PM10,57.94
乐山,PM2.5,49.75
乐山,SO2,5.71
九江,AQI,60.68
九江,CO,0.59
九江,NO2,27.5
九江,O3,52.2
九江,PM10,55.67
九江,PM2.5,43.75
九江,SO2,7.39
云浮,AQI,26.43
云浮,CO,0.66
云浮,NO2,17.61
云浮,O3,35.25
云浮,PM10,23.8
云浮,PM2.5,16.36
云浮,SO2,8.19
五家渠,AQI,249.85
五家渠,CO,2.1
五家渠,NO2,43.75
五家渠,O3,52.32
五家渠,PM10,266.55
五家渠,PM2.5,207.48
五家渠,SO2,8.17
亳州,AQI,71.69
亳州,CO,0.51
亳州,NO2,15.21
亳州,O3,67.82
亳州,PM10,77.05
亳州,PM2.5,50.41
亳州,SO2,4.68
伊春,AQI,51.68
伊春,CO,0.64
伊春,NO2,14.89
伊春,O3,65.4
伊春,PM10,45.04
