city,type,value
七台河,AQI,40.36
七台河,CO,0.58
七台河,NO2,21.18
七台河,O3,44.68
七台河,PM10,43.95
七台河,PM2.5,11.64
七台河,SO2,18.45
三亚,AQI,34.73
三亚,CO,0.67
三亚,NO2,4.05
三亚,O3,83.95
三亚,PM10,33.91
三亚,PM2.5,19.27
三亚,SO2,3.05
三明,AQI,56.14
三明,CO,0.71
三明,NO2,17.05
三明,O3,96.77
三明,PM10,50.27
三明,PM2.5,38.5
三明,SO2,4.86
三门峡,AQI,45.27
三门峡,CO,0.64
三门峡,NO2,10.55
三门峡,O3,93.86
三门峡,PM10,40.18
三门峡,PM2.5,27.82
三门峡,SO2,7.18
上海,AQI,30.14
上海,CO,0.53
上海,NO2,17.14
上海,O3,68.55
上海,PM10,30.14
上海,PM2.5,12.86
上海,SO2,5.05
上饶,AQI,60.23
上饶,CO,0.67
上饶,NO2,13.95
上饶,O3,146.73
上饶,PM10,53.05
上饶,PM2.5,30.86
上饶,SO2,15.23
东莞,AQI,59.68
东莞,CO,0.95
东莞,NO2,18.55
东莞,O3,120.05
东莞,PM10,52.55
东莞,PM2.5,34.73
东莞,SO2,10.91
东营,AQI,53.36
东营,CO,0.73
东营,NO2,15.95
东营,O3,118.18
东营,PM10,47.91
东营,PM2.5,27.14
东营,SO2,15.36
中卫,AQI,51.09
中卫,CO,0.39
中卫,NO2,20.18
中卫,O3,101.5
中卫,PM10,46.55
中卫,PM2.5,21.36
中卫,SO2,10.36
中山,AQI,61.86
中山,CO,0.68
中山,NO2,13.77
中山,O3,134.36
中山,PM10,52.09
中山,PM2.5,30.68
中山,SO2,5.82
临夏回族自治州,AQI,42.14
临夏回族自治州,CO,0.45
临夏回族自治州,NO2,14.36
临夏回族自治州,O3,89.73
临夏回族自治州,PM10,36.18
临夏回族自治州,PM2.5,16.86
临夏回族自治州,SO2,9.14
临汾,AQI,50.64
临汾,CO,0.7
临汾,NO2,23.5
临汾,O3,77.41
临汾,PM10,47.09
临汾,PM2.5,29.23
临汾,SO2,5.23
临沂,AQI,47.41
临沂,CO,0.59
临沂,NO2,15.5
临沂,O3,117.0
临沂,PM10,43.91
临沂,PM2.5,24.68
临沂,SO2,15.05
临沧,AQI,16.14
临沧,CO,0.45
临沧,NO2,7.59
临沧,O3,20.18
临沧,PM10,12.09
临沧,PM2.5,11.0
临沧,SO2,7.14
丹东,AQI,30.86
丹东,CO,0.54
丹东,NO2,16.5
