city,type,value
七台河,AQI,66.8
七台河,CO,0.82
七台河,NO2,27.76
七台河,O3,72.06
七台河,PM10,62.81
七台河,PM2.5,48.1
七台河,SO2,13.66
三亚,AQI,25.93
三亚,CO,0.44
三亚,NO2,5.34
三亚,O3,57.83
三亚,PM10,24.81
三亚,PM2.5,13.73
三亚,SO2,3.76
三明,AQI,29.93
三明,CO,0.94
三明,NO2,13.27
三明,O3,29.61
三明,PM10,28.49
三明,PM2.5,18.93
三明,SO2,8.93
三门峡,AQI,108.31
三门峡,CO,0.87
三门峡,NO2,22.77
三门峡,O3,61.27
三门峡,PM10,121.96
三门峡,PM2.5,70.05
三门峡,SO2,9.08
上海,AQI,56.66
上海,CO,0.76
上海,NO2,26.42
上海,O3,64.55
上海,PM10,53.22
上海,PM2.5,39.56
上海,SO2,6.8
上饶,AQI,43.21
上饶,CO,0.74
上饶,NO2,12.33
上饶,O3,43.39
上饶,PM10,43.18
上饶,PM2.5,29.44
上饶,SO2,7.74
东莞,AQI,31.46
东莞,CO,0.75
东莞,NO2,15.34
东莞,O3,46.39
东莞,PM10,29.69
东莞,PM2.5,18.84
东莞,SO2,7.45
东营,AQI,73.44
东营,CO,0.71
东营,NO2,22.83
东营,O3,70.3
东营,PM10,75.65
东营,PM2.5,48.88
东营,SO2,10.32
中卫,AQI,118.57
中卫,CO,0.6
中卫,NO2,21.86
中卫,O3,61.95
中卫,PM10,160.84
中卫,PM2.5,68.45
中卫,SO2,8.12
中山,AQI,33.88
中山,CO,0.52
中山,NO2,18.68
中山,O3,41.0
中山,PM10,32.09
中山,PM2.5,21.38
中山,SO2,5.19
临夏回族自治州,AQI,88.76
临夏回族自治州,CO,0.95
临夏回族自治州,NO2,16.7
临夏回族自治州,O3,52.22
临夏回族自治州,PM10,122.76
临夏回族自治州,PM2.5,32.99
临夏回族自治州,SO2,15.15
临汾,AQI,128.8
临汾,CO,1.02
临汾,NO2,23.33
临汾,O3,59.47
临汾,PM10,137.24
临汾,PM2.5,88.28
临汾,SO2,10.34
临沂,AQI,83.46
临沂,CO,0.84
临沂,NO2,23.96
临沂,O3,67.79
临沂,PM10,83.2
临沂,PM2.5,61.07
临沂,SO2,9.85
临沧,AQI,52.22
临沧,CO,0.43
临沧,NO2,10.86
临沧,O3,63.83
临沧,PM10,42.94
临沧,PM2.5,36.9
临沧,SO2,7.46
丹东,AQI,62.15
丹东,CO,0.89
丹东,NO2,16.55
丹东,O3,68.37
丹东,PM10,66.13
丹东,PM2.5,47.2
丹东,SO2,13.9
丽水,AQI,36.47
丽水,CO,0.57
丽水,NO2,12.09
丽水,O3,42.06
丽水,PM10,30.92
丽水,PM2.5,24.3
丽水,SO2,3.47
丽江,AQI,31.1
丽江,CO,0.54
丽江,NO2,13.34
丽江,O3,84.24
丽江,PM10,25.44
丽江,PM2.5,15.79
丽江,SO2,7.38
乌兰察布,AQI,57.16
乌兰察布,CO,0.66
乌兰察布,NO2,20.96
乌兰察布,O3,66.15
乌兰察布,PM10,59.68
乌兰察布,PM2.5,41.97
乌兰察布,SO2,14.52
乌海,AQI,93.61
乌海,CO,0.85
乌海,NO2,22.41
乌海,O3,64.1
乌海,PM10,192.76
乌海,PM2.5,53.41
乌海,SO2,22.55
乌鲁木齐,AQI,115.6
乌鲁木齐,CO,1.04
乌鲁木齐,NO2,43.14
乌鲁木齐,O3,57.43
乌鲁木齐,PM10,128.07
乌鲁木齐,PM2.5,85.02
乌鲁木齐,SO2,5.06
乐山,AQI,82.86
乐山,CO,0.73
乐山,NO2,23.19
乐山,O3,44.33
乐山,PM10,83.89
乐山,PM2.5,57.87
乐山,SO2,6.51
九江,AQI,59.69
九江,CO,0.76
九江,NO2,22.54
九江,O3,57.81
九江,PM10,53.61
九江,PM2.5,43.19
九江,SO2,9.3
云浮,AQI,30.3
云浮,CO,0.57
云浮,NO2,12.44
云浮,O3,34.6
云浮,PM10,28.74
云浮,PM2.5,17.71
云浮,SO2,7.32
五家渠,AQI,150.25
五家渠,CO,1.36
五家渠,NO2,25.0
五家渠,O3,71.42
五家渠,PM10,156.18
五家渠,PM2.5,115.95
五家渠,SO2,10.69
亳州,AQI,88.48
亳州,CO,0.76
亳州,NO2,14.23
亳州,O3,73.09
亳州,PM10,89.55
亳州,PM2.5,64.49
亳州,SO2,7.51
伊春,AQI,57.83
伊春,CO,0.63
伊春,NO2,12.43
伊春,O3,70.32
伊春,PM10,52.18
伊春,PM2.5,41.47
伊春,SO2,10.06
伊犁哈萨克州,AQI,65.19
伊犁哈萨克州,CO,1.26
伊犁哈萨克州,NO2,29.73
伊犁哈萨克州,O3,61.1
伊犁哈萨克州,PM10,58.63
伊犁哈萨克州,PM2.5,46.11
伊犁哈萨克州,SO2,7.1
佛山,AQI,30.99
佛山,CO,0.64
佛山,NO2,16.74
佛山,O3,40.14
佛山,PM10,29.93
佛山,PM2.5,18.37
佛山,SO2,6.88
佳木斯,AQI,65.81
佳木斯,CO,0.65
佳木斯,NO2,22.84
佳木斯,O3,68.73
佳木斯,PM10,59.01
佳木斯,PM2.5,48.98
佳木斯,SO2,8.8
保定,AQI,101.28
保定,CO,0.75
保定,NO2,24.5
保定,O3,52.52
保定,PM10,107.4
保定,PM2.5,72.24
保定,SO2,5.69
保山,AQI,43.73
保山,CO,0.51
保山,NO2,6.4
保山,O3,81.15
保山,PM10,43.55
保山,PM2.5,26.68
保山,SO2,7.25
信阳,AQI,85.48
信阳,CO,0.77
信阳,NO2,17.28
信阳,O3,75.87
信阳,PM10,81.23
信阳,PM2.5,60.71
信阳,SO2,3.74
儋州,AQI,30.94
儋州,CO,0.63
儋州,NO2,6.06
儋州,O3,53.45
儋州,PM10,29.52
儋州,PM2.5,18.37
儋州,SO2,5.91
克孜勒苏柯尔克孜自治州,AQI,259.17
克孜勒苏柯尔克孜自治州,CO,0.68
克孜勒苏柯尔克孜自治州,NO2,12.03
克孜勒苏柯尔克孜自治州,O3,62.25
克孜勒苏柯尔克孜自治州,PM10,646.37
克孜勒苏柯尔克孜自治州,PM2.5,153.35
克孜勒苏柯尔克孜自治州,SO2,5.51
克拉玛依,AQI,80.01
克拉玛依,CO,0.7
克拉玛依,NO2,28.92
克拉玛依,O3,72.8
克拉玛依,PM10,85.43
克拉玛依,PM2.5,55.45
克拉玛依,SO2,7.28
六安,AQI,64.52
六安,CO,0.6
六安,NO2,15.53
六安,O3,69.58
六安,PM10,59.6
六安,PM2.5,46.14
六安,SO2,4.56
六盘水,AQI,41.63
六盘水,CO,0.72
六盘水,NO2,11.74
六盘水,O3,62.72
六盘水,PM10,38.57
六盘水,PM2.5,26.91
六盘水,SO2,9.48
兰州,AQI,107.64
兰州,CO,0.91
兰州,NO2,32.72
兰州,O3,53.06
兰州,PM10,139.61
兰州,PM2.5,63.75
兰州,SO2,13.94
兰州新区,AQI,99.58
兰州新区,CO,0.7
兰州新区,NO2,15.58
兰州新区,O3,66.93
兰州新区,PM10,132.87
兰州新区,PM2.5,52.34
兰州新区,SO2,14.48
兴安盟,AQI,60.3
兴安盟,CO,0.58
兴安盟,NO2,14.39
兴安盟,O3,64.54
兴安盟,PM10,65.15
兴安盟,PM2.5,40.63
兴安盟,SO2,5.69
内江,AQI,81.86
内江,CO,0.74
内江,NO2,19.83
内江,O3,45.63
内江,PM10,77.49
内江,PM2.5,59.77
内江,SO2,7.27
凉山彝族自治州,AQI,30.59
凉山彝族自治州,CO,0.79
凉山彝族自治州,NO2,7.51
凉山彝族自治州,O3,83.1
凉山彝族自治州,PM10,26.42
凉山彝族自治州,PM2.5,17.5
凉山彝族自治州,SO2,10.65
包头,AQI,88.4
包头,CO,1.03
包头,NO2,33.07
包头,O3,55.41
包头,PM10,99.02
包头,PM2.5,57.8
包头,SO2,18.48
北京,AQI,58.56
北京,CO,0.51
北京,NO2,22.26
北京,O3,54.54
北京,PM10,60.68
北京,PM2.5,39.08
北京,SO2,3.07
北海,AQI,40.02
北海,CO,0.66
北海,NO2,10.98
北海,O3,48.52
北海,PM10,38.21
北海,PM2.5,25.89
北海,SO2,8.14
十堰,AQI,72.15
十堰,CO,0.82
十堰,NO2,16.5
十堰,O3,59.42
十堰,PM10,86.59
十堰,PM2.5,46.09
十堰,SO2,7.45
南京,AQI,57.37
南京,CO,0.62
南京,NO2,19.76
南京,O3,64.12
南京,PM10,55.18
南京,PM2.5,39.6
南京,SO2,5.23
南充,AQI,81.19
南充,CO,0.52
南充,NO2,19.97
南充,O3,38.23
南充,PM10,87.53
南充,PM2.5,51.65
南充,SO2,5.04
南宁,AQI,37.98
南宁,CO,0.75
南宁,NO2,15.65
南宁,O3,44.62
南宁,PM10,35.9
南宁,PM2.5,25.05
南宁,SO2,6.37
南平,AQI,30.84
南平,CO,0.74
南平,NO2,11.53
南平,O3,31.27
南平,PM10,27.97
南平,PM2.5,20.69
南平,SO2,6.19
南昌,AQI,62.9
南昌,CO,0.73
南昌,NO2,18.03
南昌,O3,48.57
南昌,PM10,57.41
南昌,PM2.5,45.52
南昌,SO2,6.02
南通,AQI,59.8
南通,CO,0.57
南通,NO2,20.13
南通,O3,70.26
南通,PM10,54.97
南通,PM2.5,40.94
南通,SO2,6.67
南阳,AQI,107.79
南阳,CO,0.68
南阳,NO2,19.36
南阳,O3,70.73
南阳,PM10,101.9
南阳,PM2.5,78.63
南阳,SO2,7.87
博尔塔拉蒙古自治州,AQI,81.98
博尔塔拉蒙古自治州,CO,0.81
博尔塔拉蒙古自治州,NO2,22.48
博尔塔拉蒙古自治州,O3,70.83
博尔塔拉蒙古自治州,PM10,98.88
博尔塔拉蒙古自治州,PM2.5,53.02
博尔塔拉蒙古自治州,SO2,13.72
厦门,AQI,38.68
厦门,CO,0.6
厦门,NO2,15.84
厦门,O3,54.25
厦门,PM10,36.1
厦门,PM2.5,25.55
厦门,SO2,2.52
双鸭山,AQI,63.14
双鸭山,CO,0.69
双鸭山,NO2,15.96
双鸭山,O3,77.72
双鸭山,PM10,65.62
双鸭山,PM2.5,43.15
双鸭山,SO2,13.84
台州,AQI,45.77
台州,CO,0.51
台州,NO2,14.08
台州,O3,55.76
台州,PM10,40.81
台州,PM2.5,32.28
台州,SO2,5.04
合肥,AQI,65.4
合肥,CO,0.68
合肥,NO2,19.62
合肥,O3,65.45
合肥,PM10,62.0
合肥,PM2.5,46.76
合肥,SO2,5.15
吉安,AQI,47.3
吉安,CO,0.69
吉安,NO2,17.18
吉安,O3,43.7
吉安,PM10,46.37
吉安,PM2.5,32.0
吉安,SO2,8.97
吉林,AQI,97.55
吉林,CO,1.03
吉林,NO2,31.08
吉林,O3,63.6
吉林,PM10,94.0
吉林,PM2.5,74.39
吉林,SO2,14.24
吐鲁番地区,AQI,158.94
吐鲁番地区,CO,1.12
吐鲁番地区,NO2,35.77
吐鲁番地区,O3,60.01
