city,date,type,value,province,is_coastal,population,gdp,climate_type,region
天津,201405,PM2.5,87.34,天津市,是,13866009.0,16103.9,温带季风气候,华北
天津,201405,SO2,31.12,天津市,是,13866009.0,16103.9,温带季风气候,华北
太仓,201405,AQI,102.92,江苏省,否,833000.0,921.5,亚热带季风气候,华东
太仓,201405,CO,1.05,江苏省,否,833000.0,921.5,亚热带季风气候,华东
太仓,201405,NO2,31.77,江苏省,否,833000.0,921.5,亚热带季风气候,华东
太仓,201405,O3,94.73,江苏省,否,833000.0,921.5,亚热带季风气候,华东
太仓,201405,PM10,120.6,江苏省,否,833000.0,921.5,亚热带季风气候,华东
太仓,201405,PM2.5,73.37,江苏省,否,833000.0,921.5,亚热带季风气候,华东
太仓,201405,SO2,39.34,江苏省,否,833000.0,921.5,亚热带季风气候,华东
太原,201405,AQI,92.83,山西省,否,5308733.0,5571.2,温带季风气候,华北
太原,201405,CO,0.96,山西省,否,5308733.0,5571.2,温带季风气候,华北
太原,201405,NO2,52.58,山西省,否,5308733.0,5571.2,温带季风气候,华北
太原,201405,O3,61.34,山西省,否,5308733.0,5571.2,温带季风气候,华北
太原,201405,PM10,134.69,山西省,否,5308733.0,5571.2,温带季风气候,华北
太原,201405,PM2.5,52.19,山西省,否,5308733.0,5571.2,温带季风气候,华北
太原,201405,SO2,50.65,山西省,否,5308733.0,5571.2,温带季风气候,华北
威海,201405,AQI,80.37,山东省,是,2809000.0,3408.2,温带季风气候,华东
威海,201405,CO,0.6,山东省,是,2809000.0,3408.2,温带季风气候,华东
威海,201405,NO2,31.83,山东省,是,2809000.0,3408.2,温带季风气候,华东
威海,201405,O3,108.93,山东省,是,2809000.0,3408.2,温带季风气候,华东
威海,201405,PM10,107.18,山东省,是,2809000.0,3408.2,温带季风气候,华东
威海,201405,PM2.5,45.03,山东省,是,2809000.0,3408.2,温带季风气候,华东
威海,201405,SO2,20.43,山东省,是,2809000.0,3408.2,温带季风气候,华东
宁波,201405,AQI,76.23,浙江省,是,9446800.0,15704.3,亚热带季风气候,华东
宁波,201405,CO,0.95,浙江省,是,9446800.0,15704.3,亚热带季风气候,华东
宁波,201405,NO2,36.89,浙江省,是,9446800.0,15704.3,亚热带季风气候,华东
宁波,201405,O3,98.89,浙江省,是,9446800.0,15704.3,亚热带季风气候,华东
宁波,201405,PM10,88.45,浙江省,是,9446800.0,15704.3,亚热带季风气候,华东
宁波,201405,PM2.5,52.53,浙江省,是,9446800.0,15704.3,亚热带季风气候,华东
宁波,201405,SO2,18.77,浙江省,是,9446800.0,15704.3,亚热带季风气候,华东
安阳,201405,AQI,113.9,河南省,否,5091075.0,2546.9,温带季风气候,华中
安阳,201405,CO,1.31,河南省,否,5091075.0,2546.9,温带季风气候,华中
安阳,201405,NO2,62.76,河南省,否,5091075.0,2546.9,温带季风气候,华中
安阳,201405,O3,86.05,河南省,否,5091075.0,2546.9,温带季风气候,华中
安阳,201405,PM10,145.63,河南省,否,5091075.0,2546.9,温带季风气候,华中
安阳,201405,PM2.5,79.82,河南省,否,5091075.0,2546.9,温带季风气候,华中
安阳,201405,SO2,58.58,河南省,否,5091075.0,2546.9,温带季风气候,华中
宜兴,201405,AQI,104.72,江苏省,否,1230000.0,1718.5,亚热带季风气候,华东
宜兴,201405,CO,1.76,江苏省,否,1230000.0,1718.5,亚热带季风气候,华东
宜兴,201405,NO2,40.98,江苏省,否,1230000.0,1718.5,亚热带季风气候,华东
宜兴,201405,O3,99.75,江苏省,否,1230000.0,1718.5,亚热带季风气候,华东
宜兴,201405,PM10,119.95,江苏省,否,1230000.0,1718.5,亚热带季风气候,华东
宜兴,201405,PM2.5,72.71,江苏省,否,1230000.0,1718.5,亚热带季风气候,华东
宜兴,201405,SO2,32.96,江苏省,否,1230000.0,1718.5,亚热带季风气候,华东
宜宾,201405,AQI,110.49,四川省,否,4523333.0,3427.8,亚热带季风气候,西南
宜宾,201405,CO,0.88,四川省,否,4523333.0,3427.8,亚热带季风气候,西南
宜宾,201405,NO2,31.65,四川省,否,4523333.0,3427.8,亚热带季风气候,西南
宜宾,201405,O3,65.08,四川省,否,4523333.0,3427.8,亚热带季风气候,西南
宜宾,201405,PM10,137.42,四川省,否,4523333.0,3427.8,亚热带季风气候,西南
宜宾,201405,PM2.5,81.03,四川省,否,4523333.0,3427.8,亚热带季风气候,西南
宜宾,201405,SO2,32.47,四川省,否,4523333.0,3427.8,亚热带季风气候,西南
宜昌,201405,AQI,101.71,湖北省,否,4012804.0,5502.7,亚热带季风气候,华中
宜昌,201405,CO,0.83,湖北省,否,4012804.0,5502.7,亚热带季风气候,华中
宜昌,201405,NO2,38.88,湖北省,否,4012804.0,5502.7,亚热带季风气候,华中
宜昌,201405,O3,41.37,湖北省,否,4012804.0,5502.7,亚热带季风气候,华中
宜昌,201405,PM10,120.98,湖北省,否,4012804.0,5502.7,亚热带季风气候,华中
宜昌,201405,PM2.5,70.99,湖北省,否,4012804.0,5502.7,亚热带季风气候,华中
宜昌,201405,SO2,37.85,湖北省,否,4012804.0,5502.7,亚热带季风气候,华中
宝鸡,201405,AQI,95.13,陕西省,否,3321853.0,2743.1,温带季风气候,西北
宝鸡,201405,CO,1.56,陕西省,否,3321853.0,2743.1,温带季风气候,西北
宝鸡,201405,NO2,30.73,陕西省,否,3321853.0,2743.1,温带季风气候,西北
宝鸡,201405,O3,52.23,陕西省,否,3321853.0,2743.1,温带季风气候,西北
宝鸡,201405,PM10,134.77,陕西省,否,3321853.0,2743.1,温带季风气候,西北
宝鸡,201405,PM2.5,54.11,陕西省,否,3321853.0,2743.1,温带季风气候,西北
宝鸡,201405,SO2,13.45,陕西省,否,3321853.0,2743.1,温带季风气候,西北
宿迁,201405,AQI,112.82,江苏省,否,4924263.0,4112.0,亚热带季风气候,华东
宿迁,201405,CO,0.86,江苏省,否,4924263.0,4112.0,亚热带季风气候,华东
宿迁,201405,NO2,32.04,江苏省,否,4924263.0,4112.0,亚热带季风气候,华东
宿迁,201405,O3,83.43,江苏省,否,4924263.0,4112.0,亚热带季风气候,华东
宿迁,201405,PM10,161.45,江苏省,否,4924263.0,4112.0,亚热带季风气候,华东
宿迁,201405,PM2.5,71.15,江苏省,否,4924263.0,4112.0,亚热带季风气候,华东
宿迁,201405,SO2,24.91,江苏省,否,4924263.0,4112.0,亚热带季风气候,华东
富阳,201405,AQI,93.37,浙江省,否,1132000.0,460.2,亚热带季风气候,华东
富阳,201405,CO,0.96,浙江省,否,1132000.0,460.2,亚热带季风气候,华东
富阳,201405,NO2,34.71,浙江省,否,1132000.0,460.2,亚热带季风气候,华东
富阳,201405,O3,43.44,浙江省,否,1132000.0,460.2,亚热带季风气候,华东
富阳,201405,PM10,100.41,浙江省,否,1132000.0,460.2,亚热带季风气候,华东
富阳,201405,PM2.5,66.84,浙江省,否,1132000.0,460.2,亚热带季风气候,华东
富阳,201405,SO2,20.2,浙江省,否,1132000.0,460.2,亚热带季风气候,华东
寿光,201405,AQI,124.64,山东省,否,1217000.0,1002.1,温带季风气候,华东
寿光,201405,CO,1.02,山东省,否,1217000.0,1002.1,温带季风气候,华东
寿光,201405,NO2,43.4,山东省,否,1217000.0,1002.1,温带季风气候,华东
寿光,201405,O3,108.1,山东省,否,1217000.0,1002.1,温带季风气候,华东
寿光,201405,PM10,177.84,山东省,否,1217000.0,1002.1,温带季风气候,华东
寿光,201405,PM2.5,76.18,山东省,否,1217000.0,1002.1,温带季风气候,华东
寿光,201405,SO2,63.16,山东省,否,1217000.0,1002.1,温带季风气候,华东
岳阳,201405,AQI,110.35,湖南省,否,5056835.0,4710.7,亚热带季风气候,华中
岳阳,201405,CO,1.62,湖南省,否,5056835.0,4710.7,亚热带季风气候,华中
岳阳,201405,NO2,27.5,湖南省,否,5056835.0,4710.7,亚热带季风气候,华中
岳阳,201405,O3,24.93,湖南省,否,5056835.0,4710.7,亚热带季风气候,华中
岳阳,201405,PM10,164.53,湖南省,否,5056835.0,4710.7,亚热带季风气候,华中
岳阳,201405,PM2.5,64.43,湖南省,否,5056835.0,4710.7,亚热带季风气候,华中
岳阳,201405,SO2,41.59,湖南省,否,5056835.0,4710.7,亚热带季风气候,华中
常州,201405,AQI,122.54,江苏省,否,4715040.0,9550.1,亚热带季风气候,华东
常州,201405,CO,1.04,江苏省,否,4715040.0,9550.1,亚热带季风气候,华东
常州,201405,NO2,58.67,江苏省,否,4715040.0,9550.1,亚热带季风气候,华东
常州,201405,O3,106.75,江苏省,否,4715040.0,9550.1,亚热带季风气候,华东
常州,201405,PM10,152.34,江苏省,否,4715040.0,9550.1,亚热带季风气候,华东
常州,201405,PM2.5,87.17,江苏省,否,4715040.0,9550.1,亚热带季风气候,华东
常州,201405,SO2,42.75,江苏省,否,4715040.0,9550.1,亚热带季风气候,华东
常德,201405,AQI,93.14,湖南省,否,4293835.0,1427.5,亚热带季风气候,华中
常德,201405,CO,2.12,湖南省,否,4293835.0,1427.5,亚热带季风气候,华中
常德,201405,NO2,19.24,湖南省,否,4293835.0,1427.5,亚热带季风气候,华中
常德,201405,O3,38.81,湖南省,否,4293835.0,1427.5,亚热带季风气候,华中
常德,201405,PM10,106.88,湖南省,否,4293835.0,1427.5,亚热带季风气候,华中
常德,201405,PM2.5,67.39,湖南省,否,4293835.0,1427.5,亚热带季风气候,华中
常德,201405,SO2,60.34,湖南省,否,4293835.0,1427.5,亚热带季风气候,华中
常熟,201405,AQI,100.63,江苏省,否,1521000.0,2225.4,亚热带季风气候,华东
常熟,201405,CO,0.74,江苏省,否,1521000.0,2225.4,亚热带季风气候,华东
常熟,201405,NO2,45.13,江苏省,否,1521000.0,2225.4,亚热带季风气候,华东
常熟,201405,O3,95.41,江苏省,否,1521000.0,2225.4,亚热带季风气候,华东
常熟,201405,PM10,111.86,江苏省,否,1521000.0,2225.4,亚热带季风气候,华东
常熟,201405,PM2.5,71.57,江苏省,否,1521000.0,2225.4,亚热带季风气候,华东
常熟,201405,SO2,14.42,江苏省,否,1521000.0,2225.4,亚热带季风气候,华东
平度,201405,AQI,126.48,山东省,否,1397000.0,1073.5,温带季风气候,华东
平度,201405,CO,0.67,山东省,否,1397000.0,1073.5,温带季风气候,华东
平度,201405,NO2,39.31,山东省,否,1397000.0,1073.5,温带季风气候,华东
平度,201405,O3,107.85,山东省,否,1397000.0,1073.5,温带季风气候,华东
平度,201405,PM10,160.92,山东省,否,1397000.0,1073.5,温带季风气候,华东
平度,201405,PM2.5,70.42,山东省,否,1397000.0,1073.5,温带季风气候,华东
平度,201405,SO2,20.02,山东省,否,1397000.0,1073.5,温带季风气候,华东
平顶山,201405,AQI,113.92,河南省,否,4975342.0,2839.3,温带季风气候,华中
平顶山,201405,CO,0.89,河南省,否,4975342.0,2839.3,温带季风气候,华中
平顶山,201405,NO2,39.72,河南省,否,4975342.0,2839.3,温带季风气候,华中
平顶山,201405,O3,84.25,河南省,否,4975342.0,2839.3,温带季风气候,华中
平顶山,201405,PM10,148.41,河南省,否,4975342.0,2839.3,温带季风气候,华中
平顶山,201405,PM2.5,70.75,河南省,否,4975342.0,2839.3,温带季风气候,华中
平顶山,201405,SO2,51.09,河南省,否,4975342.0,2839.3,温带季风气候,华中
广州,201405,AQI,50.24,广东省,是,18676605.0,28839.0,亚热带季风气候,华南
广州,201405,CO,0.93,广东省,是,18676605.0,28839.0,亚热带季风气候,华南
广州,201405,NO2,44.2,广东省,是,18676605.0,28839.0,亚热带季风气候,华南
广州,201405,O3,33.05,广东省,是,18676605.0,28839.0,亚热带季风气候,华南
广州,201405,PM10,51.5,广东省,是,18676605.0,28839.0,亚热带季风气候,华南
广州,201405,PM2.5,33.23,广东省,是,18676605.0,28839.0,亚热带季风气候,华南
广州,201405,SO2,18.37,广东省,是,18676605.0,28839.0,亚热带季风气候,华南
库尔勒,201405,AQI,166.53,新疆维吾尔自治区,否,620000.0,408.3,温带大陆性气候,西北
库尔勒,201405,CO,0.71,新疆维吾尔自治区,否,620000.0,408.3,温带大陆性气候,西北
库尔勒,201405,NO2,24.66,新疆维吾尔自治区,否,620000.0,408.3,温带大陆性气候,西北
库尔勒,201405,O3,80.63,新疆维吾尔自治区,否,620000.0,408.3,温带大陆性气候,西北
库尔勒,201405,PM10,239.94,新疆维吾尔自治区,否,620000.0,408.3,温带大陆性气候,西北
库尔勒,201405,PM2.5,61.21,新疆维吾尔自治区,否,620000.0,408.3,温带大陆性气候,西北
库尔勒,201405,SO2,22.93,新疆维吾尔自治区,否,620000.0,408.3,温带大陆性气候,西北
廊坊,201405,AQI,118.51,河北省,否,5020955.0,3565.3,温带季风气候,华北
廊坊,201405,CO,0.95,河北省,否,5020955.0,3565.3,温带季风气候,华北
廊坊,201405,NO2,40.79,河北省,否,5020955.0,3565.3,温带季风气候,华北
廊坊,201405,O3,95.09,河北省,否,5020955.0,3565.3,温带季风气候,华北
廊坊,201405,PM10,167.67,河北省,否,5020955.0,3565.3,温带季风气候,华北
廊坊,201405,PM2.5,73.88,河北省,否,5020955.0,3565.3,温带季风气候,华北
廊坊,201405,SO2,25.31,河北省,否,5020955.0,3565.3,温带季风气候,华北
延安,201405,AQI,111.05,陕西省,否,2259816.0,1053.5,温带季风气候,西北
延安,201405,CO,1.72,陕西省,否,2259816.0,1053.5,温带季风气候,西北
延安,201405,NO2,54.8,陕西省,否,2259816.0,1053.5,温带季风气候,西北
延安,201405,O3,57.19,陕西省,否,2259816.0,1053.5,温带季风气候,西北
延安,201405,PM10,159.84,陕西省,否,2259816.0,1053.5,温带季风气候,西北
延安,201405,PM2.5,56.83,陕西省,否,2259816.0,1053.5,温带季风气候,西北
延安,201405,SO2,12.12,陕西省,否,2259816.0,1053.5,温带季风气候,西北
开封,201405,AQI,112.99,河南省,否,5435971.0,2657.1,温带季风气候,华中
开封,201405,CO,1.32,河南省,否,5435971.0,2657.1,温带季风气候,华中
开封,201405,NO2,26.64,河南省,否,5435971.0,2657.1,温带季风气候,华中
开封,201405,O3,82.42,河南省,否,5435971.0,2657.1,温带季风气候,华中
开封,201405,PM10,136.72,河南省,否,5435971.0,2657.1,温带季风气候,华中
开封,201405,PM2.5,79.47,河南省,否,5435971.0,2657.1,温带季风气候,华中
开封,201405,SO2,19.93,河南省,否,5435971.0,2657.1,温带季风气候,华中
张家口,201405,AQI,65.46,河北省,否,4410276.0,1603.0,温带季风气候,华北
张家口,201405,CO,0.85,河北省,否,4410276.0,1603.0,温带季风气候,华北
张家口,201405,NO2,17.95,河北省,否,4410276.0,1603.0,温带季风气候,华北
张家口,201405,O3,94.4,河北省,否,4410276.0,1603.0,温带季风气候,华北
张家口,201405,PM10,79.68,河北省,否,4410276.0,1603.0,温带季风气候,华北
张家口,201405,PM2.5,18.23,河北省,否,4410276.0,1603.0,温带季风气候,华北
张家口,201405,SO2,37.2,河北省,否,4410276.0,1603.0,温带季风气候,华北
张家港,201405,AQI,106.72,江苏省,是,1437000.0,2542.5,亚热带季风气候,华东
张家港,201405,CO,0.84,江苏省,是,1437000.0,2542.5,亚热带季风气候,华东
张家港,201405,NO2,39.14,江苏省,是,1437000.0,2542.5,亚热带季风气候,华东
张家港,201405,O3,97.8,江苏省,是,1437000.0,2542.5,亚热带季风气候,华东
张家港,201405,PM10,127.66,江苏省,是,1437000.0,2542.5,亚热带季风气候,华东
张家港,201405,PM2.5,75.75,江苏省,是,1437000.0,2542.5,亚热带季风气候,华东
张家港,201405,SO2,31.27,江苏省,是,1437000.0,2542.5,亚热带季风气候,华东
张家界,201405,AQI,90.85,湖南省,否,1265320.0,502.8,亚热带季风气候,华中
张家界,201405,CO,1.8,湖南省,否,1265320.0,502.8,亚热带季风气候,华中
张家界,201405,NO2,17.65,湖南省,否,1265320.0,502.8,亚热带季风气候,华中
张家界,201405,O3,48.79,湖南省,否,1265320.0,502.8,亚热带季风气候,华中
张家界,201405,PM10,90.14,湖南省,否,1265320.0,502.8,亚热带季风气候,华中
张家界,201405,PM2.5,64.5,湖南省,否,1265320.0,502.8,亚热带季风气候,华中
张家界,201405,SO2,19.08,湖南省,否,1265320.0,502.8,亚热带季风气候,华中
徐州,201405,AQI,111.42,江苏省,否,8716335.0,8457.8,亚热带季风气候,华东
徐州,201405,CO,1.17,江苏省,否,8716335.0,8457.8,亚热带季风气候,华东
徐州,201405,NO2,30.75,江苏省,否,8716335.0,8457.8,亚热带季风气候,华东
徐州,201405,O3,109.14,江苏省,否,8716335.0,8457.8,亚热带季风气候,华东
徐州,201405,PM10,159.63,江苏省,否,8716335.0,8457.8,亚热带季风气候,华东
徐州,201405,PM2.5,72.64,江苏省,否,8716335.0,8457.8,亚热带季风气候,华东
徐州,201405,SO2,35.65,江苏省,否,8716335.0,8457.8,亚热带季风气候,华东
德州,201405,AQI,122.04,山东省,否,5464393.0,3633.1,温带季风气候,华东
德州,201405,CO,1.55,山东省,否,5464393.0,3633.1,温带季风气候,华东
德州,201405,NO2,34.06,山东省,否,5464393.0,3633.1,温带季风气候,华东
德州,201405,O3,67.09,山东省,否,5464393.0,3633.1,温带季风气候,华东
德州,201405,PM10,149.71,山东省,否,5464393.0,3633.1,温带季风气候,华东
德州,201405,PM2.5,88.15,山东省,否,5464393.0,3633.1,温带季风气候,华东
德州,201405,SO2,43.46,山东省,否,5464393.0,3633.1,温带季风气候,华东
德阳,201405,AQI,106.6,四川省,否,3508904.0,2816.9,亚热带季风气候,西南
德阳,201405,CO,0.81,四川省,否,3508904.0,2816.9,亚热带季风气候,西南
德阳,201405,NO2,31.83,四川省,否,3508904.0,2816.9,亚热带季风气候,西南
德阳,201405,O3,85.83,四川省,否,3508904.0,2816.9,亚热带季风气候,西南
德阳,201405,PM10,129.64,四川省,否,3508904.0,2816.9,亚热带季风气候,西南
德阳,201405,PM2.5,76.8,四川省,否,3508904.0,2816.9,亚热带季风气候,西南
德阳,201405,SO2,24.92,四川省,否,3508904.0,2816.9,亚热带季风气候,西南
惠州,201405,AQI,43.39,广东省,是,6042858.0,5401.2,亚热带季风气候,华南
惠州,201405,CO,0.58,广东省,是,6042858.0,5401.2,亚热带季风气候,华南
惠州,201405,NO2,29.64,广东省,是,6042858.0,5401.2,亚热带季风气候,华南
惠州,201405,O3,41.87,广东省,是,6042858.0,5401.2,亚热带季风气候,华南
惠州,201405,PM10,42.78,广东省,是,6042858.0,5401.2,亚热带季风气候,华南
惠州,201405,PM2.5,22.21,广东省,是,6042858.0,5401.2,亚热带季风气候,华南
惠州,201405,SO2,15.13,广东省,是,6042858.0,5401.2,亚热带季风气候,华南
成都,201405,AQI,111.47,四川省,否,20937000.0,20817.5,亚热带季风气候,西南
成都,201405,CO,0.87,四川省,否,20937000.0,20817.5,亚热带季风气候,西南
成都,201405,NO2,55.4,四川省,否,20937000.0,20817.5,亚热带季风气候,西南
成都,201405,O3,79.25,四川省,否,20937000.0,20817.5,亚热带季风气候,西南
成都,201405,PM10,138.16,四川省,否,20937000.0,20817.5,亚热带季风气候,西南
成都,201405,PM2.5,80.87,四川省,否,20937000.0,20817.5,亚热带季风气候,西南
成都,201405,SO2,13.96,四川省,否,20937000.0,20817.5,亚热带季风气候,西南
扬州,201405,AQI,140.17,江苏省,否,4599566.0,7105.0,亚热带季风气候,华东
扬州,201405,CO,0.97,江苏省,否,4599566.0,7105.0,亚热带季风气候,华东
扬州,201405,NO2,40.83,江苏省,否,4599566.0,7105.0,亚热带季风气候,华东
扬州,201405,O3,103.23,江苏省,否,4599566.0,7105.0,亚热带季风气候,华东
扬州,201405,PM10,176.87,江苏省,否,4599566.0,7105.0,亚热带季风气候,华东
扬州,201405,PM2.5,99.07,江苏省,否,4599566.0,7105.0,亚热带季风气候,华东
扬州,201405,SO2,45.55,江苏省,否,4599566.0,7105.0,亚热带季风气候,华东
承德,201405,AQI,80.62,河北省,否,3464400.0,1310.1,温带季风气候,华北
承德,201405,CO,0.79,河北省,否,3464400.0,1310.1,温带季风气候,华北
承德,201405,NO2,34.59,河北省,否,3464400.0,1310.1,温带季风气候,华北
承德,201405,O3,89.18,河北省,否,3464400.0,1310.1,温带季风气候,华北
承德,201405,PM10,104.87,河北省,否,3464400.0,1310.1,温带季风气候,华北
承德,201405,PM2.5,34.47,河北省,否,3464400.0,1310.1,温带季风气候,华北
承德,201405,SO2,27.93,河北省,否,3464400.0,1310.1,温带季风气候,华北
抚顺,201405,AQI,73.44,辽宁省,否,1812700.0,771.9,温带季风气候,东北
抚顺,201405,CO,0.95,辽宁省,否,1812700.0,771.9,温带季风气候,东北
抚顺,201405,NO2,38.49,辽宁省,否,1812700.0,771.9,温带季风气候,东北
抚顺,201405,O3,84.22,辽宁省,否,1812700.0,771.9,温带季风气候,东北
抚顺,201405,PM10,88.35,辽宁省,否,1812700.0,771.9,温带季风气候,东北
抚顺,201405,PM2.5,43.38,辽宁省,否,1812700.0,771.9,温带季风气候,东北
抚顺,201405,SO2,24.8,辽宁省,否,1812700.0,771.9,温带季风气候,东北
拉萨,201405,AQI,55.83,西藏自治区,否,867500.0,747.6,高原高寒气候,西南
拉萨,201405,CO,1.14,西藏自治区,否,867500.0,747.6,高原高寒气候,西南
拉萨,201405,NO2,14.48,西藏自治区,否,867500.0,747.6,高原高寒气候,西南
拉萨,201405,O3,113.43,西藏自治区,否,867500.0,747.6,高原高寒气候,西南
拉萨,201405,PM10,61.94,西藏自治区,否,867500.0,747.6,高原高寒气候,西南
拉萨,201405,PM2.5,25.0,西藏自治区,否,867500.0,747.6,高原高寒气候,西南
拉萨,201405,SO2,13.75,西藏自治区,否,867500.0,747.6,高原高寒气候,西南
招远,201405,AQI,103.79,山东省,否,563900.0,503.4,温带季风气候,华东
招远,201405,CO,0.59,山东省,否,563900.0,503.4,温带季风气候,华东
招远,201405,NO2,32.71,山东省,否,563900.0,503.4,温带季风气候,华东
招远,201405,O3,102.27,山东省,否,563900.0,503.4,温带季风气候,华东
招远,201405,PM10,141.81,山东省,否,563900.0,503.4,温带季风气候,华东
招远,201405,PM2.5,65.73,山东省,否,563900.0,503.4,温带季风气候,华东
招远,201405,SO2,48.98,山东省,否,563900.0,503.4,温带季风气候,华东
揭阳,201405,AQI,60.94,广东省,是,6090236.0,1318.2,亚热带季风气候,华南
揭阳,201405,CO,1.25,广东省,是,6090236.0,1318.2,亚热带季风气候,华南
揭阳,201405,NO2,26.51,广东省,是,6090236.0,1318.2,亚热带季风气候,华南
揭阳,201405,O3,52.31,广东省,是,6090236.0,1318.2,亚热带季风气候,华南
揭阳,201405,PM10,63.04,广东省,是,6090236.0,1318.2,亚热带季风气候,华南
揭阳,201405,PM2.5,41.27,广东省,是,6090236.0,1318.2,亚热带季风气候,华南
揭阳,201405,SO2,27.45,广东省,是,6090236.0,1318.2,亚热带季风气候,华南
攀枝花,201405,AQI,57.1,四川省,否,1210325.0,1220.5,亚热带季风气候,西南
攀枝花,201405,CO,1.27,四川省,否,1210325.0,1220.5,亚热带季风气候,西南
攀枝花,201405,NO2,21.74,四川省,否,1210325.0,1220.5,亚热带季风气候,西南
攀枝花,201405,O3,80.32,四川省,否,1210325.0,1220.5,亚热带季风气候,西南
攀枝花,201405,PM10,64.3,四川省,否,1210325.0,1220.5,亚热带季风气候,西南
攀枝花,201405,PM2.5,30.65,四川省,否,1210325.0,1220.5,亚热带季风气候,西南
攀枝花,201405,SO2,24.75,四川省,否,1210325.0,1220.5,亚热带季风气候,西南
文登,201405,AQI,81.95,山东省,否,300000.0,293.5,温带季风气候,华东
文登,201405,CO,1.16,山东省,否,300000.0,293.5,温带季风气候,华东
文登,201405,NO2,22.9,山东省,否,300000.0,293.5,温带季风气候,华东
文登,201405,O3,102.33,山东省,否,300000.0,293.5,温带季风气候,华东
文登,201405,PM10,97.57,山东省,否,300000.0,293.5,温带季风气候,华东
文登,201405,PM2.5,52.73,山东省,否,300000.0,293.5,温带季风气候,华东
文登,201405,SO2,21.91,山东省,否,300000.0,293.5,温带季风气候,华东
无锡,201405,AQI,113.12,江苏省,否,7461230.0,14850.8,亚热带季风气候,华东
无锡,201405,CO,1.08,江苏省,否,7461230.0,14850.8,亚热带季风气候,华东
无锡,201405,NO2,45.1,江苏省,否,7461230.0,14850.8,亚热带季风气候,华东
无锡,201405,O3,99.14,江苏省,否,7461230.0,14850.8,亚热带季风气候,华东
无锡,201405,PM10,147.98,江苏省,否,7461230.0,14850.8,亚热带季风气候,华东
无锡,201405,PM2.5,79.9,江苏省,否,7461230.0,14850.8,亚热带季风气候,华东
无锡,201405,SO2,27.45,江苏省,否,7461230.0,14850.8,亚热带季风气候,华东
日照,201405,AQI,103.76,山东省,是,3001244.0,1313.0,温带季风气候,华东
日照,201405,CO,0.88,山东省,是,3001244.0,1313.0,温带季风气候,华东
日照,201405,NO2,40.02,山东省,是,3001244.0,1313.0,温带季风气候,华东
日照,201405,O3,69.57,山东省,是,3001244.0,1313.0,温带季风气候,华东
日照,201405,PM10,147.14,山东省,是,3001244.0,1313.0,温带季风气候,华东
日照,201405,PM2.5,66.71,山东省,是,3001244.0,1313.0,温带季风气候,华东
日照,201405,SO2,27.67,山东省,是,3001244.0,1313.0,温带季风气候,华东
昆山,201405,AQI,97.48,江苏省,否,1668000.0,4745.0,亚热带季风气候,华东
昆山,201405,CO,1.14,江苏省,否,1668000.0,4745.0,亚热带季风气候,华东
昆山,201405,NO2,47.62,江苏省,否,1668000.0,4745.0,亚热带季风气候,华东
昆山,201405,O3,88.64,江苏省,否,1668000.0,4745.0,亚热带季风气候,华东
昆山,201405,PM10,125.14,江苏省,否,1668000.0,4745.0,亚热带季风气候,华东
昆山,201405,PM2.5,65.94,江苏省,否,1668000.0,4745.0,亚热带季风气候,华东
昆山,201405,SO2,41.8,江苏省,否,1668000.0,4745.0,亚热带季风气候,华东
昆明,201405,AQI,58.73,云南省,否,8465000.0,7541.4,亚热带季风气候,西南
昆明,201405,CO,1.02,云南省,否,8465000.0,7541.4,亚热带季风气候,西南
昆明,201405,NO2,31.92,云南省,否,8465000.0,7541.4,亚热带季风气候,西南
昆明,201405,O3,71.68,云南省,否,8465000.0,7541.4,亚热带季风气候,西南
昆明,201405,PM10,65.59,云南省,否,8465000.0,7541.4,亚热带季风气候,西南
昆明,201405,PM2.5,32.79,云南省,否,8465000.0,7541.4,亚热带季风气候,西南
昆明,201405,SO2,15.52,云南省,否,8465000.0,7541.4,亚热带季风气候,西南
曲靖,201405,AQI,53.57,云南省,否,5765800.0,3393.9,亚热带季风气候,西南
曲靖,201405,CO,1.58,云南省,否,5765800.0,3393.9,亚热带季风气候,西南
曲靖,201405,NO2,18.6,云南省,否,5765800.0,3393.9,亚热带季风气候,西南
曲靖,201405,O3,85.09,云南省,否,5765800.0,3393.9,亚热带季风气候,西南
曲靖,201405,PM10,54.99,云南省,否,5765800.0,3393.9,亚热带季风气候,西南
曲靖,201405,PM2.5,31.34,云南省,否,5765800.0,3393.9,亚热带季风气候,西南
曲靖,201405,SO2,24.22,云南省,否,5765800.0,3393.9,亚热带季风气候,西南
本溪,201405,AQI,67.31,辽宁省,否,1326018.0,930.8,温带季风气候,东北
本溪,201405,CO,1.64,辽宁省,否,1326018.0,930.8,温带季风气候,东北
本溪,201405,NO2,35.35,辽宁省,否,1326018.0,930.8,温带季风气候,东北
本溪,201405,O3,75.35,辽宁省,否,1326018.0,930.8,温带季风气候,东北
本溪,201405,PM10,79.08,辽宁省,否,1326018.0,930.8,温带季风气候,东北
本溪,201405,PM2.5,39.44,辽宁省,否,1326018.0,930.8,温带季风气候,东北
本溪,201405,SO2,24.27,辽宁省,否,1326018.0,930.8,温带季风气候,东北
杭州,201405,AQI,95.27,,,,,,
杭州,201405,CO,0.87,,,,,,
杭州,201405,NO2,48.37,,,,,,
杭州,201405,O3,72.92,,,,,,
杭州,201405,PM10,124.96,,,,,,
杭州,201405,PM2.5,64.76,,,,,,
